feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,34,20,42,84,135,111,130,70,35,68,57,69,44,61,65,32,81,39,53,37,25,4,-1,""
02,19,37,33,47,68,91,56,50,76,94,59,69,58,37,56,32,23,23,18,24,15,27,38,35,""
03,38,44,42,69,29,52,53,85,50,44,39,76,41,0,0,9,15,28,23,40,16,19,26,23,""
04,34,47,53,45,52,54,54,75,48,41,42,57,85,65,88,65,45,57,43,39,22,32,25,60,""
05,33,22,70,87,56,63,38,48,62,59,43,43,35,38,52,32,48,19,23,59,28,26,30,51,""
06,14,47,47,53,59,67,47,69,78,63,84,74,58,70,59,58,61,35,23,40,23,32,46,40,""
07,39,51,75,65,69,74,72,76,65,70,97,56,74,53,94,40,47,45,23,41,24,31,56,28,""
08,47,49,53,48,70,60,69,59,53,48,56,41,67,62,79,39,21,35,16,52,21,61,26,21,""
09,13,31,48,40,44,30,28,51,52,35,36,62,77,53,40,61,20,13,29,49,32,16,21,21,""
10,33,26,44,75,40,45,43,59,40,93,102,82,99,15,58,88,60,68,44,34,27,39,45,49,""
11,39,68,38,55,66,67,74,87,75,76,70,80,54,79,67,49,52,43,25,53,43,45,26,31,""
12,28,43,71,72,80,89,89,89,89,89,70,93,71,81,73,56,43,27,31,34,42,31,37,55,""
13,36,25,41,61,71,64,60,64,64,41,44,35,47,66,48,37,32,27,10,21,27,11,24,69,""
14,16,29,47,71,60,59,75,85,60,34,27,66,66,23,63,30,34,22,17,17,27,29,19,18,""
15,14,25,37,53,46,42,47,69,48,37,44,56,39,33,32,7,34,16,23,39,29,16,15,14,""
16,19,26,41,39,34,44,51,58,50,30,38,52,35,47,33,28,25,16,14,9,23,18,23,27,""
17,13,14,14,49,51,30,41,61,48,34,51,33,31,36,25,16,22,23,12,24,12,11,16,1,""
18,7,22,41,42,75,43,44,53,36,41,43,30,24,47,53,36,30,18,23,4,32,34,25,32,""
19,25,60,78,88,75,87,91,110,69,36,72,40,35,36,5,58,32,25,12,24,25,19,22,55,""
20,27,43,72,55,62,63,81,103,116,57,42,36,60,70,62,46,46,28,16,24,14,19,24,19,""
21,29,54,71,75,98,52,66,91,75,75,57,38,56,71,47,39,28,37,23,24,17,36,32,38,""
22,36,28,33,69,92,88,71,63,88,65,64,55,67,72,76,58,41,19,19,52,19,29,86,23,""
23,44,43,65,60,71,57,95,92,72,77,45,62,43,42,49,29,24,20,46,26,22,28,30,30,""
24,43,40,45,43,81,84,70,78,65,53,82,45,65,37,44,29,45,30,41,17,25,18,25,35,""
25,60,58,46,88,81,87,85,72,69,72,98,39,28,52,48,33,35,13,28,54,37,30,32,69,""
26,26,43,57,62,70,86,71,88,57,64,67,54,50,48,49,53,30,22,37,39,40,29,44,69,""
27,14,54,49,121,114,92,113,107,118,98,106,64,35,42,71,62,35,37,30,48,18,23,30,31,""
28,43,52,50,56,72,56,82,83,66,71,58,52,69,50,43,31,36,25,46,29,39,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
