feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,44,44,48,44,45,39,44,43,40,43,35,45,28,24,14,15,16,25,20,18,28,41,24,41
1,35,39,33,35,32,33,45,42,38,36,40,38,34,28,23,24,16,19,18,26,29,25,31,35
2,40,44,41,53,38,37,45,44,21,15,17,17,12,11,10,10,11,10,9,10,16,11,13,9
3,16,14,15,22,16,15,8,16,22,5,4,19,14,7,22,6,2,9,10,11,9,16,23,27
4,18,12,26,14,26,22,22,25,21,19,6,16,19,16,14,8,6,12,14,9,10,10,12,19
5,19,12,22,9,19,21,17,19,22,22,20,21,18,10,10,10,11,7,9,14,16,14,17,15
6,24,14,25,20,16,19,16,18,17,13,26,15,17,23,10,13,14,15,14,23,17,23,28,41
7,45,33,34,37,26,38,29,36,36,37,31,38,26,24,23,14,16,16,19,23,30,23,31,44
8,33,27,34,39,25,30,36,30,26,41,37,27,46,38,23,15,25,16,20,24,32,40,32,33
9,46,38,40,51,39,36,35,38,39,37,35,38,34,37,24,24,16,21,14,11,32,28,33,31
10,27,30,35,41,27,42,39,37,38,14,13,14,25,21,27,18,20,16,32,29,39,24,30,41
11,40,43,36,54,31,51,45,34,14,10,5,11,16,8,3,5,6,6,9,11,14,15,11,13
12,12,15,10,16,11,6,11,11,8,17,7,7,11,17,7,17,11,17,11,25,32,17,30,25
13,36,44,34,37,37,39,40,8,13,18,13,16,17,16,26,20,23,16,28,31,26,28,35,39
14,50,41,41,57,39,32,12,20,13,14,12,14,13,6,6,13,8,10,16,8,3,7,8,14
15,12,13,14,8,12,14,14,22,15,11,10,45,42,31,26,25,26,16,14,27,34,36,41,39
16,41,39,53,49,57,45,41,49,29,16,10,36,31,29,23,21,20,20,20,22,32,29,33,39
17,39,45,47,46,48,51,45,16,19,15,13,11,10,4,2,4,6,9,12,5,14,17,16,18
18,10,16,8,13,12,12,10,12,10,15,10,13,12,8,10,7,3,3,12,9,6,8,13,5
19,11,13,12,14,10,19,16,17,11,13,24,32,25,10,13,10,7,7,8,9,9,18,18,16
20,18,25,21,28,16,20,19,20,18,11,14,9,12,11,13,24,18,17,14,17,20,11,31,31
21,36,35,29,32,18,16,19,16,19,26,20,30,31,33,27,27,17,23,26,17,26,-1,-1,22
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,3,3,-1,14,8,6,7,6,7,9,9
23,9,7,7,8,16,11,10,11,8,9,13,26,21,10,10,10,7,2,11,6,7,11,8,15
24,6,9,8,8,10,8,11,6,17,25,16,17,15,14,19,9,10,11,6,13,16,10,15,21
25,18,16,20,16,10,13,21,16,16,20,11,8,16,10,5,6,2,13,9,11,12,8,14,16
26,14,10,9,10,6,8,12,9,5,19,22,12,22,13,21,9,5,5,5,9,7,11,17,20
27,17,9,15,5,13,8,14,13,19,11,11,15,23,18,9,15,20,16,31,23,25,35,38,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
