feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,53,65,84,70,48,64,59,66,61,45,55,62,47,36,43,44,40,32,41,31,35,31,49,46,""
02,44,42,38,38,63,73,57,58,51,51,43,44,41,38,45,43,40,39,53,44,59,50,55,64,""
03,91,90,64,80,76,77,59,62,41,96,93,64,74,52,35,38,28,37,36,34,27,0,40,60,""
04,53,97,50,60,69,64,66,65,76,55,52,59,56,52,35,41,33,38,39,45,34,37,55,58,""
05,59,67,60,74,49,69,75,64,53,59,62,73,54,46,46,32,40,34,-1,112,0,22,25,40,""
06,33,38,37,40,39,40,35,32,36,26,29,47,45,54,35,21,20,24,26,25,33,24,2,27,""
07,33,34,35,38,46,32,28,34,25,21,23,28,24,24,21,12,14,19,19,12,17,31,36,36,""
08,37,27,49,39,38,44,35,35,9,17,33,31,24,23,32,22,12,19,12,12,20,24,34,33,""
09,24,29,41,26,30,32,27,29,31,23,48,40,24,8,9,9,2,8,8,8,11,25,21,28,""
10,17,8,16,23,26,20,31,24,25,27,34,31,24,20,10,9,12,15,9,9,18,15,25,23,""
11,25,23,28,11,9,11,13,17,18,17,37,23,22,16,12,19,17,15,15,23,16,28,29,22,""
12,27,26,39,21,33,24,20,17,16,17,34,37,21,13,19,23,16,19,13,19,31,19,24,23,""
13,28,31,38,38,37,33,25,40,19,28,30,27,30,20,18,17,15,11,21,20,9,24,4,0,""
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,10,11,5,14,30,""
15,19,29,20,29,35,37,26,26,30,35,33,24,20,22,19,13,72,18,12,31,21,19,28,10,""
16,37,27,29,34,21,28,38,29,30,53,39,49,55,36,35,29,23,24,30,23,23,26,33,26,""
17,41,31,48,29,37,30,32,38,24,21,26,31,22,15,9,-1,-1,-1,5,14,29,38,41,44,""
18,48,47,44,43,38,40,38,40,48,49,43,63,23,13,14,20,25,11,15,16,26,28,21,38,""
19,37,40,26,31,34,31,21,35,47,54,35,22,25,20,23,10,6,12,11,13,21,24,19,27,""
20,33,30,27,26,31,24,20,17,23,21,25,27,16,20,13,20,11,9,14,5,8,12,21,17,""
21,38,48,48,38,38,33,53,43,39,17,17,32,20,15,14,12,12,10,8,10,19,28,40,38,""
22,47,39,37,39,51,39,44,39,57,37,55,52,26,21,23,21,17,11,19,21,31,27,22,34,""
23,44,50,56,42,41,53,44,34,45,38,50,45,42,31,28,22,21,18,15,18,22,22,22,33,""
24,23,46,35,44,48,54,61,58,52,39,45,36,33,22,10,26,31,7,8,13,24,31,28,28,""
25,32,32,29,30,19,29,36,27,27,25,31,47,33,29,24,10,19,16,21,25,22,28,39,37,""
26,39,29,31,28,30,34,40,29,33,33,37,32,23,22,27,41,35,7,110,29,18,26,35,28,""
27,39,41,36,42,33,27,34,92,34,45,39,24,27,31,18,15,12,21,18,19,26,24,47,28,""
28,24,36,26,24,32,29,35,28,28,30,41,37,32,31,21,18,19,-1,6,17,22,29,46,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
