aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,17,5,15,10,10,15,7,8,18,15,10,19,4,6,13,19,9,11,9,12,12,12,3,9
03,8,9,7,14,6,13,15,11,13,15,12,11,9,9,17,12,7,8,6,4,11,19,5,14
04,28,30,26,24,15,15,21,50,29,50,9,7,10,5,5,7,6,10,9,7,21,12,15,31
05,38,46,36,33,34,22,20,10,15,25,17,8,14,13,18,8,19,6,35,3,10,23,15,40
06,19,26,23,31,24,19,15,7,14,6,16,11,10,8,7,11,12,9,6,25,48,18,24,35
07,27,81,39,40,25,22,25,20,26,23,27,19,18,15,14,10,19,7,9,13,4,19,27,31
08,40,63,42,25,28,15,16,14,16,12,24,20,9,20,10,11,10,10,8,8,16,14,19,36
09,38,89,40,24,17,25,19,19,15,45,34,23,18,15,10,14,12,8,6,12,41,15,10,29
10,19,51,33,19,9,15,16,10,20,15,13,17,18,19,11,12,9,6,9,5,4,8,10,16
11,11,22,33,4,3,4,2,7,7,9,7,10,12,7,7,3,18,9,5,4,10,10,27,34
12,47,55,56,46,19,20,26,39,28,41,36,47,39,43,29,27,21,26,16,13,19,23,24,24
13,26,26,33,36,22,7,6,6,17,31,33,32,28,36,18,22,19,11,13,29,93,35,18,16
14,27,32,31,35,26,19,17,8,14,20,26,10,10,15,22,14,1,11,3,10,11,32,20,17
15,24,54,41,27,24,25,17,14,13,13,19,14,21,18,14,13,16,13,11,14,9,14,17,22
16,20,29,31,20,16,20,27,24,18,24,18,15,17,20,13,5,7,10,3,6,5,18,14,14
17,26,33,17,12,12,15,20,19,21,24,19,14,16,15,12,10,83,12,7,5,4,7,6,21
18,20,28,31,29,11,9,6,15,8,6,2,11,7,9,2,1,3,2,2,6,4,11,8,13
19,14,25,23,16,18,18,11,15,18,10,7,6,7,11,3,5,8,6,8,4,6,6,14,8
20,9,15,12,14,14,15,10,13,10,6,5,8,3,10,7,5,6,3,8,8,18,37,7,24
21,39,92,31,18,35,29,29,36,35,25,19,17,6,6,9,4,13,6,3,4,17,12,9,10
22,15,20,14,12,9,26,11,23,19,19,16,7,8,8,7,10,6,5,3,1,2,26,12,5
23,10,20,29,22,29,18,9,11,18,11,10,8,7,18,9,6,7,4,15,15,9,9,9,15
24,15,14,16,18,20,10,13,6,1,15,13,2,7,5,2,2,3,3,1,2,5,1,20,21
25,33,4,8,6,5,11,10,8,4,10,6,6,51,14,7,4,3,1,5,9,38,44,19,54
26,20,68,9,4,22,18,23,8,15,16,11,16,9,8,9,8,10,7,7,10,13,9,12,12
27,12,30,18,17,21,19,19,24,18,11,12,10,9,12,15,12,1,9,6,2,21,8,9,16
28,21,15,26,9,20,13,12,5,17,16,13,14,18,4,15,7,5,7,1,3,2,3,5,7
29,2,10,5,13,9,10,13,8,12,8,12,14,12,5,8,7,3,6,7,9,3,5,6,12
30,24,17,8,15,19,10,5,11,6,15,10,9,8,7,3,6,7,7,5,4,12,4,8,14
31,15,9,17,18,18,12,11,13,19,9,12,22,16,17,12,8,12,9,13,9,8,10,13,11
