aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,10,16,12,11,8,-1,5,11,2,-1,-1,-1,5,1,-1,2,2,1,1,-1,1,5,13,10
02,10,31,11,10,7,6,5,2,7,2,3,5,1,2,2,1,-1,-1,2,1,3,4,7,11
03,15,15,9,9,-1,20,-1,1,-1,4,15,4,5,2,2,-1,3,-1,3,1,-1,4,9,1
04,6,7,9,7,9,6,1,7,2,-1,-1,-1,4,7,-1,2,3,-1,-1,1,1,3,8,10
05,13,13,-1,-1,-1,11,7,5,3,10,-1,-1,-1,-1,2,-1,-1,-1,-1,1,2,7,8,-1,-1
06,-1,-1,-1,-1,-1,3,8,7,4,1,3,3,1,1,-1,2,-1,-1,2,6,1,2,7,7
07,18,17,13,17,13,7,11,9,12,15,2,5,4,1,2,1,1,2,2,2,2,7,5,16
08,17,19,19,18,17,11,2,5,12,1,9,-1,4,2,2,1,3,-1,2,-1,-1,-1,5,4
09,12,12,14,9,10,-1,9,12,11,13,4,4,6,4,2,1,-1,6,2,-1,1,8,4,5
10,9,10,15,5,11,8,4,10,11,13,11,7,6,8,4,1,2,1,3,1,2,8,3,13
11,17,21,13,15,24,18,16,10,18,25,8,14,6,6,10,5,5,-1,-1,-1,-1,10,12,15
12,24,23,18,18,21,23,25,38,41,26,18,8,11,8,2,6,1,-1,-1,2,9,10,14,20
13,26,26,25,25,15,18,13,16,18,-1,-1,-1,10,12,8,4,7,2,6,10,7,11,7,7
14,14,9,16,11,12,8,9,10,10,7,11,5,4,4,-1,2,-1,2,-1,1,2,4,8,4
15,4,11,5,12,6,16,7,7,6,9,4,10,8,5,1,1,1,-1,2,2,4,2,6,3
16,3,4,11,8,5,3,5,8,5,4,6,12,8,2,1,4,1,4,1,-1,3,-1,3,1
17,5,7,3,10,5,4,7,4,8,5,8,1,7,2,1,6,-1,3,-1,4,1,3,2,6
18,6,8,2,10,7,5,9,5,2,7,3,-1,4,5,3,3,-1,-1,2,-1,-1,-1,-1,7
19,2,5,6,4,6,4,3,1,-1,3,-1,-1,5,-1,-1,-1,1,5,2,-1,2,3,4,-1,-1
20,2,5,9,4,5,5,3,4,3,1,3,1,4,1,2,1,2,-1,-1,-1,-1,1,1,2
21,2,3,9,8,8,2,2,3,4,3,3,7,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,6,6,9,3,2,4,1,3,3,2,1,1,-1,1,2,-1,-1,-1,4
23,8,6,7,4,9,3,5,9,6,4,6,3,3,5,3,-1,3,3,3,3,4,2,5,4
24,7,5,3,2,9,5,14,-1,-1,-1,-1,-1,5,2,3,1,2,2,-1,-1,15,4,3,3
25,6,6,5,12,10,9,5,8,5,5,5,4,3,4,2,4,1,1,1,-1,1,6,2,2
26,5,-1,8,3,8,4,9,6,7,3,6,7,3,3,2,1,1,1,1,-1,2,5,4,4
27,6,10,2,5,5,7,2,1,3,3,4,-1,2,2,1,1,2,4,1,-1,3,2,2,9
28,-1,1,1,4,6,5,10,8,6,2,3,4,5,3,2,-1,2,1,4,1,2,1,5,8
29,5,8,4,-1,5,4,4,7,2,5,3,7,6,5,1,10,1,1,-1,-1,3,2,6,5
30,7,4,6,7,3,6,5,5,4,-1,-1,5,1,1,2,-1,-1,-1,-1,4,13,-1,4,3
31,4,8,4,8,5,2,5,6,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
