nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,19,11,18,34,34,44,51,56
02,47,43,72,59,59,47,46,43,43,53,54,53,34,29,52,28,40,15,17,40,33,60,53,61
03,73,65,59,72,68,76,58,58,32,65,44,55,31,15,30,15,19,18,20,15,22,31,37,21
04,21,43,54,72,81,49,23,54,50,37,51,75,18,21,14,14,17,13,17,-1,-1,-1,50,56
05,53,66,67,59,67,63,46,54,83,39,38,31,37,31,21,22,19,36,27,20,45,40,66,55
06,42,56,81,43,49,76,43,54,51,66,37,60,23,25,11,24,25,18,25,27,41,54,74,53
07,61,81,76,49,57,51,45,77,61,54,50,29,24,18,22,23,14,25,21,42,41,49,55,60
08,63,79,76,56,51,58,57,61,84,41,37,26,34,21,22,25,23,12,16,33,51,41,51,59
09,48,57,71,60,74,52,50,39,59,28,33,22,26,13,8,15,18,16,28,26,41,43,54,60
10,57,44,60,50,46,57,26,41,62,42,54,58,24,17,24,26,15,18,31,35,49,47,41,49
11,72,52,72,72,42,56,61,36,37,47,33,22,26,24,20,16,22,19,13,24,49,42,39,45
12,60,60,36,56,48,58,47,48,59,58,43,36,32,19,28,23,8,42,13,34,59,51,49,65
13,52,47,64,64,42,67,39,40,36,38,29,33,29,20,17,17,15,20,23,21,52,45,59,57
14,39,62,57,74,67,50,71,39,56,41,30,55,31,15,18,11,20,15,30,27,36,49,48,58
15,60,54,65,51,44,44,47,62,42,32,37,45,20,27,14,12,12,20,19,25,43,55,49,51
16,47,94,60,73,63,56,40,49,62,40,35,24,20,18,16,22,17,13,40,31,40,47,47,36
17,41,46,51,66,66,47,39,40,58,39,46,22,26,16,17,14,21,17,37,32,33,65,49,65
18,57,57,54,73,60,42,67,89,95,34,35,32,28,21,17,13,25,21,29,32,36,41,50,58
19,49,72,70,61,85,115,57,76,69,35,36,40,22,11,17,16,9,19,20,39,41,45,46,60
20,48,53,52,65,45,54,78,49,99,41,36,26,27,18,21,26,13,13,29,41,41,51,56,61
21,63,47,56,64,61,57,47,41,72,49,67,30,25,16,23,10,17,20,24,35,30,46,41,49
22,47,48,33,66,48,46,49,41,32,56,49,27,28,31,12,28,19,15,11,37,30,42,51,48
23,40,79,77,49,45,46,51,42,50,33,31,29,19,22,18,8,16,21,24,24,48,43,45,40
24,52,60,45,46,28,53,49,66,42,34,37,29,15,17,16,14,29,11,13,24,35,45,42,34
25,52,47,55,57,57,48,47,32,50,33,28,22,26,16,17,16,11,18,24,21,42,64,59,69
26,57,49,52,61,52,47,48,75,38,34,29,18,24,21,15,14,22,13,29,31,37,51,56,45
27,41,49,46,72,40,45,58,65,45,39,25,16,23,23,11,17,26,21,17,20,45,42,49,34
28,39,61,71,58,53,64,51,44,27,31,68,31,29,23,11,15,30,14,19,29,54,56,51,54
29,35,68,63,59,66,41,56,42,32,42,23,21,15,15,16,14,12,14,25,25,41,55,48,43
30,48,63,52,58,61,33,40,40,35,34,18,47,20,17,19,22,12,22,27,30,45,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
