LAT	LONG	PEAK	MEAN	MAX	MIN	ERR	FIT
4162191	-4..092	8	190.31728045325778	466	4	3.6240751666315103	5.7957752682886383	-0.0054221587968798614
51.8992111	-2.0783342	6	72.96251018744907	338	1	1.1729975240912698	3.9703050420693318	-0.32671047789654684
51.0361774	0.536039399999936	18	83.10826210826211	629	1	3.9047531496192986	9.4312404010861055	-0.25347733004889567
44.63599414204236	11.182290315628052	8	22.470680300500835	287	1	0.1270235616066108	0.58376925700435534	-0.17766102799726219
50.86	4.45	7	43.2464415294446	300	1	0.5356868868532035	2.874683338725772	0.98204574545792178
50.89309593423968	5.626705884933472	23	19.417624521072796	59	1	0.32970434359466116	0.95581620735966544	-0.22622952470706431
050.356388	016.0907500	6	30.39145496535797	480	0	0.3557478469545012	0.91322994843631522	0.23321244737709973
48.0130913	15.5967622	7	10.751161294933182	182	1	0.06811684997065283	0.42248900490414959	-0.00040597058523945197
39.5416	1.2210	2	17.841201716738198	342	1	1.7010646065185913	1.842869614741387	0.47477683209795157
50.78409268840192	-1.736188530921936	17	25.24590163934426	94	8	1.6568545711027594	4.3630220416509378	0.48587943224559071
049°1702N	017°0121E	5	76.00265721877768	306	1	1.4383283732439367	1.8370455751730677	-0.092486138606558008
33.443779573	-104.515235173	12	76.66903553299493	492	1	2.806689543960678	4.6776571854678002	-0.3743114168989895
40.50072369553505	22.968773031152296	10	158.0764119601329	11843	2	28.816389528578945	53.600801648128993	1.7142895257769875
52.765392486753385	-1.727939776291123	5	28.13884992987377	216	1	0.4942537289769352	2.0380159654681398	-0.18550967449117364
41.5439654	-4.7040803	6	85.1320447135538	361	2	0.6671978114076714	2.7322834346396956	-0.14293115735546624
54.601276	-3.134706	8	4.304347826086956	25	1	0.16272476534989147	0.52722356430910733	0.091125482286990064
55.0108041	-1.6753101	4	39.28002414001207	197	1	0.7348137911943462	2.2834837725948449	0.16818786506859762
48.0130913	15.5967622	6	3.9077809798270895	63	1	0.11007270689099595	0.5639332223207898	0.16395369528664677
50.688298383408	-3.21899950504303	7	138.59003391859537	882	1	0.7179858070260506	6.1514509176368755	0.44809278411824477
54.66547056801692	-2.7333104610443115	7	55.29896907216495	147	5	1.2933554731178163	3.1662995257344502	0.29367317013156197
45.416726	12.376526	3	150.33406113537117	287	5	0.5820508046732467	2.4368022366986595	-0.31563005137307487
54.5546984	-1.208595	19	89.90845070422536	500	1	9.486969360472635	17.309907328285043	0.22407452800351349
53.2	-0.58	5	16.595722537336734	147	1	0.07207038186948517	0.89522761253404326	0.35799654068351833
48.0150665	-2.4925851	8	6.785260930888575	131	1	0.1823909160531942	0.76566706678090846	-0.46773233921744345
55.010880152351476	-1.6754478961229324	4	12.073842302878598	63	1	0.2997710951749185	1.2725187019943569	0.50945266324619298
50.079423	14.489104	6	26.24745269286754	199	0	0.410849296176196	2.5531925208034112	0.21229784525544368
46.6724	20.6688	5	12.375471698113207	48	1	0.3621944168030137	0.75895509055723431	-1.0419867153869544
50.688298383408	-3.21899950504303	7	164.44377342773845	869	1	2.1480349921780806	4.3317275367266754	-0.011831532858888423
54.6399771	-5.6914301	8	170.3935849056604	668	1	1.5963096116656923	7.7451215023548663	0.25468358963707433
47.9904916	0.1765564	19	32.42857142857143	88	1	14.556715260788522	10.974357055502077	2.4940441519814098
50.0794812	14.4890627	11	8.989232839838493	30	1	0.16852742702060058	0.49058874620336834	0.10663917049133471
53.567471	-0.0807839999999942	7	3.4205955334987594	12	1	0.07140764886150887	0.33788416630191698	-0.037234853340560328
-	-	4	58.04651162790697	509	1	17.699721062187965	61.273451632559137	2.3038741505290008
46.77723779999999	10.169248299999935	11	39.72695541805489	399	1	0.6342276370620926	2.6764401552415849	0.40990974383669521
45.416726	12.376526	3	89.32125263898664	285	1	0.6171831558289045	2.8663238395192945	-0.43595519339774791
050.1772281	015.8388089	8	208.54853911404336	576	1	2.415773163859842	6.5180085182351757	-0.20786445676441423
51.7667	6.6167	5	52.75094517958412	166	1	0.34667424574390504	1.7779705807046366	0.076465270549842868
51.87222	36.90861	5	53.16115702479339	210	3	1.002942534769864	8.5569071829407068	0.71984445133274166
		4	117.1151832460733	258	1	4.322649423984386	13.085226326709488	-0.3162549984819657
-42.970	147.2763	18	82.65489415216936	818	1	1.155341572972416	2.9985725878967013	0.14870268019351274
32.65712769789974	-99.84436237287866	6	114.52533333333334	746	1	6.521921082932725	11.685848772424354	-0.66171702585511005
049°1702N	017°0121E	6	52.080396319886766	463	1	0.21571935832499725	0.78895793615104326	-0.22292456110801789
-19.6061078	-43.905059600000016	5	16.75	59	1	1.2860827705531679	3.1076690506549971	0.66774017774985239
47.641866886432204	26.245415210723877	5	148.3577371048253	417	1	2.297575675966906	7.9413825029472971	0.065086364196053223
51.7667	6.6167	6	8.887961522138916	91	1	0.06982955096053022	0.55889588715066996	0.032633141353272881
55.0108041	-1.6753101	3	19.766666666666666	70	1	0.7050937074004515	2.8421267656646898	0.22307421165180139
51.066084	4.360425	7	21.36235757490505	250	1	0.151022523483077	2.0061375122139165	1.1275425034484732
43.155	-71.92888889	11	64.74123128468223	319	1	0.28628012598418623	2.7369127422063571	-0.03322982914638526
52.64867960269096	-1.7085161805152893	9	32.238140719516075	760	1	1.1041125241267686	2.7574306633620997	0.69393595471192659
46.832413	-0.8571220000000039	6	49.214341387373345	512	1	0.26357179420620797	1.0017014457253506	-0.023829328656662218
50.78835746033317	3.1767627596855163	6	19.782161803713528	124	1	0.2482568921921871	0.98624258289510691	-0.24297647128481586
50.732935	-2.7535472	6	21.9312567132116	588	1	0.14633594355388688	0.67598121295419533	0.11965748057747698
48.67027222315225	2.32710063457489	5	183.77415221662253	864	1	0.970101962863607	5.3648899834092942	-0.39669752468416231
050.230071	014.177697	6	59.69675456389452	337	0	0.3103898476987371	2.5054394475403052	-0.45698077594128367
47.540686717080185	-0.37192583084106445	9	11.42533288386988	414	1	0.19105739129391294	0.60200531695860504	0.55810995616568171
37.7657389	-3.7895177	10	95.58280147799799	350	4	0.8189660879513276	3.594792946871006	-0.04766969208597896
47.3625023118715	8.037500772113844	13	22.516693163751988	237	1	0.8054312948267102	2.3434419724100808	-0.21881983865130944
40.50787911563467	-90.82339717851562	9	72.42939071614137	544	1	0.41338342676109413	3.4306817166760792	-0.41474553413777188
54.34064780341991	48.7108039855957	7	240.24096385542168	481	77	7.798751927946804	11.664778868674377	0.066204774013759099
33.38807	-111.536621	14	25.44104134762634	76	2	0.4878020072996095	2.9388989803629153	0.79217345911361359
51.222829	4.0263812	2	85.07142857142857	209	11	4.528174650318966	8.4524001595930756	-0.39277022294772862
41.29313230126577	1.2614428997039795	7	56.62187055178766	511	1	0.5258683154239074	3.9762382336665745	0.012097891463660235
-30.2669	150.0337	4	4.182027649769585	55	1	0.10068636426224843	0.75185554275946831	0.38344646022099932
-22.45	-47.58	9	3.91037793918503	25	1	0.030907150959285794	0.25591551182116329	-0.026839762426197254
050.5067062	016.012222	6	43.02096074434164	245	0	0.1668185890305438	0.82731621494283136	-0.30711720102177026
049°1702N	017°0121E	15	67.33333333333333	231	1	3.2174666706661634	3.1012523811735835	-0.063253066972813257
35.66	139.32	20	10.452527161076995	157	1	0.12675606598538386	0.38257913865245813	-0.066622890577315463
49.0609	1.2760	22	19.38235294117647	298	1	9.152696991642637	16.163018734541691	3.2479329612845311
53.757804307811696	-122.84915864467621	16	46.27051633600373	655	1	0.2365864932556833	2.0329620923272906	-0.35862039191625189
5.273319000000015	47.713852	12	244.97916666666666	959	1	28.87943396186294	44.789820501345162	0.20489775220296205
23.109013	-82.425393	13	5.051792828685259	14	1	0.19647599300759416	0.53315706779730043	0.2543905729370099
48.41947175	17.79681969	8	18.90015620932049	268	1	0.16633047879404994	0.70001376867540432	-0.60780691731267067
44.77374191289392	1.757750325409006	9	3.4893390191897655	52	1	0.15958131800608377	0.30166526317237718	0.31476174064360757
42.352103	-7.857644	17	45.632183908045974	735	1	2.4267318229025276	4.6265935303372441	0.42899659407827795
41.54550	-4.70351	7	214.96907216494844	386	23	6.109342813474059	9.6246930531411721	0.13500526438673491
48.00611	0.199556	23	174.7	451	1	58.05592131729544	60.24840660295439	1.5139398935951422
51.7667	6.6167	7	9.039036330842567	120	1	0.070796402913893	0.3031458136869094	-0.11153519449708085
47.3919	7.75277	3	11.40159045725646	53	1	0.29628615150134	0.47497687790628168	0.010065939919392973
54.66547056801692	-2.733326554298401	7	50.58386581469649	277	1	0.20460933901918904	1.2875270050007557	0.15338486042520239
51.03626676862623	0.5299615859985352	13	41.92314857941314	629	1	0.6935314801934233	2.8993312382961487	0.3347057852240844
51.2410928	-2.8027794	7	18.41704131877542	504	1	0.2733938353619501	0.74782401826970424	0.71754982373001097
49.344166	17.996388	7	56.32940051020408	677	1	0.383650656077025	8.4848157225504046	0.22307865057613946
35.66	139.32	21	4.009589947089947	30	1	0.05443977887139204	0.40738894931240982	0.6046189783646978
53.154825950383525	48.470048904418945	7	353.19827586206895	1114	75	21.625253921527783	29.975043937600574	0.4846470711134081
050.4093	015.4148	6	10.402045979540205	102	0	0.11058148928134204	0.38875061653495957	0.57544215108852637
41.67449402236	13.083121031616201	6	181.05777777777777	379	2	5.746193096042089	12.211605938317089	-0.46292416257455404
		12	22.279325988334413	328	1	0.21789518799038357	1.3332967783312601	-0.016361975278762892
53.975417467692594	-123.09893131256104	16	153.75200036788374	505	1	0.6009428166647747	4.7009381865101156	-0.29902734907595679
51.42148	7.66764	14	25.38888888888889	68	2	0.7751271206509069	2.6670587335292186	0.11280839793111147
0	0	4	17.163480837235973	193	1	0.0991411188918663	0.55065746016385053	-0.11434813382749125
048.9869761	014.4675321	5	40.245448239986125	461	0	0.36493304156519885	1.4426411880934045	-0.25811745288922783
33.62114165787379	-78.96483015796207	9	167.16034597471725	1209	1	1.6525450744081565	4.0855534462703087	0.11095045475716023
51.037238	0.5404021	7	15.612997090203686	291	1	0.937665556509423	1.8465293634719033	0.8799020587986236
51.39417	6.97861	7	47.24826601387189	295	1	0.5644246855219662	2.6537153070709154	-0.3793850693938407
35.876	14.399	6	26.685603615235635	178	1	0.6238803129720659	1.9729649343396209	0.014841271300090695
46.77723779999999	10.169248299999935	11	44.341719077568136	226	1	0.6277101560020187	1.9622080367751309	-0.49303146333074804
8.8	36.6	18	25.622355430183358	141	1	0.28276752713352044	1.0971060615598465	-0.061393486770434838
48.9461	14.4663	6	37.979959337786816	199	1	0.3253934038599297	2.2494637562310711	-0.58699316860678641
41.62191	-4.8092	10	193.52269399707174	393	1	3.7614874874604975	8.9055883448879811	-0.045732157054545038
50.6850837	-3.2198437	7	96.75298726738491	865	1	1.9322308877290082	3.1116131917879613	-0.36979147406110774
52.739501063861	-1.3692421891357753	5	23.551493783633326	282	1	0.19695519442657855	1.2888221781460967	0.013024498833023278
49.873675	13.898696	5	68.4418330451187	635	0	0.38263387230697316	0.95712487109764799	-0.092870136150077179
50.89309593423968	5.626705884933472	1	15.843272171253822	56	1	0.3076499251481362	1.0409911303339985	0.19163140190842562
		9	82.1875	155	30	6.858071166222157	8.115532120910709	0.61127072758601975
11.868459499999971	45.4018996	5	18.92323042610635	311	1	0.15394388231307804	0.34901841901302411	-0.14738486756360827
049.207173	015.875988	7	12.873063683304647	36	0	0.13985569291990863	0.58908167619426566	0.28402007945456342
		11	8.43020594965675	83	1	0.6284860008737454	1.2406754523229775	0.42053620824659438
53.89403408809185	-122.79188275337219	12	105.24779309733991	736	1	0.38168132172856317	5.3916241048288018	0.023109941450628144
51.031353	4.8198276	1	29.773829531812726	406	1	0.47293328265020274	1.7474681927737676	-0.48596003588420955
5.273319000000015	47.713852	12	280.64761904761906	1086	1	30.60824478022347	45.28520151597283	1.0274699014009405
53.97550904283976	-123.0989743161964	8	148.2396694214876	357	6	3.5861634971552	4.9776172744132126	-0.2021107195489833
23.590	109.600	23	26.554117647058824	192	1	0.6086822402394885	3.0453539687991946	0.81432011092635825
52.57441346858586	-3.6530184745788574	9	158.22635814889335	268	1	1.3614979618302019	8.6309212938162538	-0.62390878562919516
		4	11.809113449967922	110	1	0.04403739642529991	0.73576778213969396	0.82405292399258978
51.7667	6.6167	12	8.425629949604032	98	1	0.08866773234292225	0.64476887237888469	-0.2179655437102524
48.749405	2.506406	1	202.123006833713	747	7	7.729928091424769	8.3365606274760804	-0.34370131021136568
-30.26698731700397	150.0337399862144	21	31.41726618705036	297	1	1.0171590727195676	1.1069626174383966	-0.014464462411498126
50.546736	-4.135115	5	75.70467589466577	614	1	0.3942638621274327	4.6049948237947103	-0.36692847428344205
049.207173	015.875988	6	10.949869451697127	109	0	0.13375561335767278	0.32712182891117586	0.17616412969056156
57.0365825	-2.1503528	14	28.687368421052632	322	1	1.2263753973340001	2.2027266457610697	-0.088168977647568134
38.6522807	-9.068628600000011	21	78.85064935064935	715	1	8.506650845328219	20.550499445557943	0.31579079854042913
53.1909	6.5110	5	53.00741694250337	535	1	0.4384731207951076	1.054102943523274	0.10071472704472241
50.4481	4.6498	9	17.75	558	1	5.22500231396114	10.663208766043244	2.5917711252994433
40.0909	44.516666999999984	7	44.18948339483395	357	1	0.5208205912191807	2.7047027280741776	0.076828882168584842
32.657188120772894	-99.84431192278862	8	122.60283172989654	794	1	1.7024208450010725	2.730692105425736	0.013504564396431067
47.37168N	3.22348W	23	99.66666666666667	252	3	77.08076572300281	32.664004024448374	3.0183928610464226
43.294668911968294	-3.0014629342224453	10	108.5607476635514	194	3	4.571657133417677	7.1286836953609436	-0.34947110772529555
47.258032759774025	16.6035658121109	6	2.48	7	1	0.1614796447719516	0.74887063326331482	0.24952007570638018
37.97571064373158	-121.31215363740921	9	39.0931799045748	905	1	1.5598260239668995	1.4821217652509771	0.91551795590124674
50.5123648	16.0150267	4	12.942028985507246	81	1	1.4882297865559986	2.1422854742885109	0.51034138604857093
45.416726	12.376526	7	69.85517471516422	255	1	0.2847566550365034	1.4377055324538199	-0.32887172885236238
40.08	-88.2	11	142.63883751651255	492	1	0.8786226902417769	4.7850425277885451	-0.32587567343408691
50.8018645	-3.1843399	21	30.38767174155217	867	1	0.8801204108903599	1.6857190281984016	1.585666357176885
35.66	139.32	16	5.563572679509632	39	1	0.07117202985672816	0.34940056275353987	-0.33141683513660758
41.65675417759702	13.104840219114294	5	54.86381390504297	375	1	0.5939812138038716	1.6684781963129849	-0.11940095165605583
50.9133657	2.9180682	4	37.84373549285604	251	1	0.1271159446421774	2.0749787295764897	0.38424904991360681
44.302616	-93.242954	11	11.406758720930233	100	1	0.07832740787561887	0.48840093095724491	-0.2481422831709546
51.508	-0.1280	3	114.99194198227237	576	1	2.329159999010983	4.6533635108543301	-0.034087584902420066
51.4	7.	7	24.160367722165475	240	1	0.16889446175742465	1.4763210085769152	0.88801189906633704
51.0400683	-3.5511818	7	27.680445151033386	766	1	2.6793953073972907	1.5009930928819331	-0.39365946791846218
33.387955	-111.536606	14	26.057900983384197	228	1	0.09460637138417594	1.7982465822018163	0.35598843601839253
049.2607110	014.6914880	7	61.771137458317895	416	0	0.2511686155983727	1.3098137864182164	-0.35843282723456282
		8	63.18050541516246	188	1	2.9211390053529973	4.1229730178331536	-0.12049142545658424
51.7667	6.6167	5	26.199532691455506	272	1	0.20330181192540414	0.68735530992673854	-0.21700207646986838
49.102350479150665	-0.37023067474365234	11	33.78102912072378	329	1	0.23233265023436614	2.201143920328537	-0.36858292918817487
39.781405	-1.04400499999997	14	62.66418703506908	742	1	4.213219368827646	10.892034117015921	0.86686696282371523
23.590	109.600	10	31.524366471734893	254	1	1.7157541290290081	2.4933058497961413	0.51356893068513143
-33.75	150.8	17	3.9723214285714286	39	1	0.14742280999571442	0.59701717668092347	0.49492318297773069
46.96666666N	32.0E	0	87.3778014941302	618	1	0.7489060531685428	1.1352089911579446	0.73804349697949068
23.0349¡ãN	113.1613¡ãE	23	33.78135593220339	190	1	0.444325557971932	1.9355156688479094	0.36387745022730639
37.767826	-3.790845	7	83.73907699184267	383	1	0.47594609331574333	2.5203711395659485	-0.018005476841121811
52.2731	13.2057	7	3.630017357344326	75	1	0.03276949174450491	0.19270300676347038	0.61754500447098504
40.775	-111.882	14	43.228362351753724	318	1	0.34551629983203275	1.4436720895935586	0.0082960750652650867
049.2607110	014.6914880	5	71.34078549848942	137	0	0.5666808089044655	1.1172992621301048	-0.023706802188793639
50.9069897	-2.7979701	6	124.16652138821631	797	1	0.33698284783073545	2.60418670443251	0.18050044333520743
51.01214984699996	4.482482224702835	2	27.383405402017925	305	1	0.1683154382166871	2.1339824547490056	0.42435561153182472
		12	37.78234422522031	348	1	0.23686495908212604	1.2207507102985879	0.12318296331730956
33.44395770	-104.515031660	11	32.813306025792826	703	1	0.2070458717221863	0.75292108575854	0.0079192835678366779
23.109013	-82.425393	9	49.46263795910983	385	1	0.7112122944119533	2.5129953093748427	-0.093474262325516186
33.349584	-111.897919	11	114.14518059181897	626	1	0.49777614031661915	3.8454561736245312	0.13319879494815293
