nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,31,33,39,28,34,33,30,17,25,25,25,19,19,18,26,23,29,21,24,17,26,32,39,""
02,30,36,31,36,31,38,28,12,14,17,23,29,19,12,18,10,9,19,14,19,14,2,4,5,""
03,4,6,12,11,24,16,24,23,29,15,11,15,11,20,27,21,24,16,23,18,6,22,32,27,""
04,35,37,29,26,33,27,21,38,19,13,15,25,26,20,26,30,31,27,27,26,23,25,24,37,""
05,31,40,44,30,31,31,30,31,23,26,21,31,20,15,19,33,39,32,37,29,6,6,12,18,""
06,13,22,30,43,33,15,13,32,12,6,2,3,1,7,5,3,7,6,3,4,16,19,29,20,""
07,22,15,28,18,39,16,6,9,15,20,13,14,11,25,21,30,27,20,12,16,28,28,34,48,""
08,23,8,30,21,25,25,6,20,24,25,26,17,21,17,28,14,23,26,20,11,20,29,30,30,""
09,35,29,35,30,20,13,7,39,36,25,26,28,24,15,22,15,6,12,33,15,18,26,29,32,""
10,46,36,43,32,34,34,28,20,27,22,23,21,14,11,9,2,22,24,23,21,18,20,21,34,""
11,33,20,24,40,32,20,20,14,5,22,28,27,17,23,23,24,16,14,17,20,20,16,19,27,""
12,26,28,30,30,30,34,30,25,17,8,10,9,13,8,3,5,9,3,7,2,5,17,13,21,""
13,25,20,9,19,41,20,20,19,28,23,14,11,5,4,7,14,22,26,13,1,8,16,27,8,""
14,11,26,13,24,39,33,18,21,8,4,11,17,18,20,15,22,16,15,25,26,17,22,7,20,""
15,26,25,28,25,36,29,28,18,7,14,9,9,11,10,13,3,14,15,13,17,9,18,19,10,""
16,9,13,8,10,20,22,25,22,33,9,14,25,12,9,18,14,16,21,26,21,21,24,36,33,""
17,43,36,33,40,43,24,20,22,20,29,27,33,18,12,18,17,13,-1,21,4,5,-1,5,4,""
18,5,2,15,6,17,7,8,5,15,5,9,5,11,6,2,4,5,3,2,3,-1,1,10,10,""
19,10,12,10,14,14,19,26,10,25,20,21,22,19,13,4,13,12,14,17,10,12,17,3,17,""
20,24,26,8,6,3,6,2,8,6,8,4,7,8,9,14,11,14,9,16,13,5,10,12,21,""
21,23,24,20,24,12,8,7,6,7,8,3,10,12,5,10,12,4,11,8,1,5,8,10,7,""
22,14,25,19,13,10,14,17,18,15,19,20,15,20,11,14,3,14,17,16,7,6,11,9,9,""
23,18,18,17,12,13,19,3,1,8,13,17,15,13,18,10,9,15,5,10,31,50,27,2,13,""
24,10,17,26,22,20,10,16,8,14,17,14,15,8,13,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
