nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,64,1,46,47,38,29,38,34,46,61,75,78,67,67,80,81,75,49,48,39,37,26,20,""
02,15,11,12,17,28,37,33,30,48,71,65,60,47,73,70,76,66,72,62,52,42,30,21,15,""
03,8,14,12,18,26,25,30,28,33,53,76,68,79,74,68,66,88,59,56,40,37,24,23,20,""
04,21,18,20,23,30,31,32,29,35,59,51,55,55,67,58,62,46,60,35,43,30,24,22,19,""
05,13,17,16,21,17,18,13,36,22,40,47,46,59,57,50,55,62,53,54,39,37,25,33,24,""
06,29,27,23,27,27,38,21,20,25,45,55,78,63,59,73,84,79,56,63,40,49,32,94,11,""
07,15,13,19,21,29,25,25,22,28,43,37,48,51,58,44,47,62,55,39,28,42,26,24,16,""
08,12,16,13,15,28,37,30,28,44,52,57,63,65,45,58,56,65,60,43,48,32,25,30,21,""
09,15,9,16,27,21,12,11,24,23,32,30,40,34,43,57,64,65,42,44,37,31,31,20,11,""
10,13,18,15,19,17,15,12,16,29,38,30,30,35,44,54,50,59,47,39,50,42,20,18,20,""
11,15,13,25,11,18,6,13,17,24,29,36,47,30,33,56,85,63,56,54,34,32,23,22,10,""
12,22,55,48,37,20,11,21,21,17,34,35,37,45,36,50,64,62,55,44,41,36,30,12,14,""
13,9,14,19,26,23,24,19,19,25,53,46,41,47,60,72,76,76,49,47,47,28,12,18,15,""
14,10,11,14,19,18,19,20,19,21,41,42,48,42,44,63,52,55,35,38,28,27,22,14,10,""
15,15,14,12,29,18,12,9,16,17,28,27,34,33,32,59,59,45,52,37,37,41,17,19,6,""
16,10,13,12,27,11,12,17,14,15,33,38,27,40,31,48,54,66,51,39,46,28,25,17,12,""
17,8,9,9,14,18,14,7,8,18,36,47,47,39,26,53,75,66,53,32,24,19,11,12,12,""
18,10,7,20,16,20,20,11,14,24,31,33,42,36,33,59,51,57,53,50,41,30,23,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,20,34,32,22,18,""
20,9,6,18,17,27,23,18,32,22,28,42,46,39,42,50,73,79,46,54,35,39,27,24,15,""
21,15,16,18,15,17,15,24,28,32,36,48,64,44,37,47,58,59,56,43,41,21,33,19,10,""
22,11,14,14,17,12,16,9,17,22,41,46,51,50,41,51,52,58,55,48,34,37,22,20,12,""
23,16,10,15,15,18,19,12,17,24,32,40,58,57,145,78,87,87,77,58,49,42,27,30,12,""
24,20,17,12,1,74,31,22,28,40,54,67,85,73,67,76,76,69,77,62,50,37,36,28,16,""
25,18,19,73,59,42,30,37,25,47,57,89,85,91,78,87,80,79,64,61,56,27,36,26,15,""
26,18,18,17,25,20,37,40,31,57,63,84,77,83,102,93,74,73,65,61,54,40,34,21,14,""
27,15,10,20,21,23,21,29,21,31,37,58,-1,-1,-1,-1,43,72,52,53,49,61,28,29,15,""
28,15,13,14,25,13,16,20,22,31,40,53,58,49,46,42,72,73,51,57,24,45,23,15,14,""
29,14,12,20,20,27,18,11,19,20,30,34,37,38,50,47,70,56,56,46,45,41,16,16,21,""
30,13,19,17,11,23,22,23,22,28,34,60,52,48,47,50,67,66,55,45,47,53,23,14,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
