nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,18,16,28,29,47,51,39,35,47,32,23,34,23,22,25,35,36,17,24,18,15,9,12,""
02,15,6,13,25,21,30,42,33,52,46,47,37,26,14,27,23,37,37,27,21,13,14,12,14,""
03,6,6,19,17,30,34,34,34,45,35,27,36,31,27,31,27,24,26,24,34,16,22,14,15,""
04,11,15,11,33,41,68,36,45,43,32,18,33,22,16,27,46,37,31,27,12,14,16,15,13,""
05,6,14,13,16,12,18,26,32,30,44,42,34,37,27,20,13,22,22,25,22,17,17,7,8,""
06,12,12,18,16,32,40,47,43,52,49,45,34,34,21,24,37,25,28,20,30,18,12,16,22,""
07,16,3,16,36,46,40,47,43,41,48,29,33,32,33,36,37,35,40,31,23,25,19,10,9,""
08,8,14,10,20,33,40,43,40,43,33,33,26,31,22,18,16,24,22,22,32,20,10,10,5,""
09,3,2,10,12,26,33,40,41,39,27,22,24,19,27,31,33,16,15,24,18,21,11,14,8,""
10,9,13,13,18,24,47,44,42,46,39,40,29,20,16,22,20,25,8,25,21,16,14,22,10,""
11,9,7,17,17,31,45,51,47,47,43,38,36,27,27,31,42,20,13,21,15,16,10,11,13,""
12,8,9,17,23,22,28,48,45,53,34,25,25,30,29,22,25,23,21,18,22,10,8,11,9,""
13,6,8,7,24,26,34,47,55,50,33,31,44,27,22,41,28,21,22,22,25,17,9,13,7,""
14,10,19,22,23,36,33,35,44,42,47,39,31,32,29,33,31,25,17,25,11,16,25,11,19,""
15,10,14,19,41,36,39,44,57,63,41,40,45,30,28,25,34,37,30,24,31,14,17,11,7,""
16,16,9,11,17,23,48,44,50,52,38,35,40,37,40,28,42,25,34,28,27,16,18,19,13,""
17,17,9,29,25,40,41,50,37,47,43,44,46,53,35,30,39,28,28,21,34,26,13,17,13,""
18,17,19,20,18,38,28,42,45,65,27,47,43,56,32,44,29,20,41,35,26,20,18,16,16,""
19,10,12,17,26,34,23,37,41,52,45,61,50,52,38,36,35,37,30,29,22,21,18,14,6,""
20,7,16,19,17,31,32,49,52,40,45,56,37,40,34,39,33,35,40,32,32,24,16,20,13,""
21,9,7,12,29,35,26,35,44,40,49,48,35,31,27,31,33,33,30,24,16,13,19,19,11,""
22,9,22,17,21,28,39,38,52,40,35,57,35,36,25,19,28,42,30,23,14,17,12,14,12,""
23,15,14,17,27,26,40,44,39,58,36,50,28,34,27,30,39,11,0,3,0,2,2,0,1,""
24,0,0,0,1,1,1,1,1,0,2,1,2,0,1,0,0,0,0,0,2,3,18,10,14,""
25,6,8,14,35,31,37,41,55,55,48,45,53,41,37,35,31,30,26,20,14,13,15,12,12,""
26,12,8,15,11,20,22,23,44,57,35,33,20,43,27,28,34,25,22,24,25,21,14,10,8,""
27,7,7,16,21,22,22,39,40,47,35,32,31,32,32,26,46,31,30,21,26,18,22,15,6,""
28,13,14,23,21,28,35,37,33,25,39,48,32,30,35,26,24,43,22,20,32,9,14,10,6,""
29,10,17,16,20,25,23,43,42,38,42,45,44,34,29,26,31,38,22,17,13,16,11,18,11,""
30,8,9,10,16,25,33,39,34,43,38,35,30,31,37,27,27,31,19,18,23,16,8,15,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]{hzjynI}le,"z'gl}"
