nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,357,379,407,315,294,263,264,293,285,324,348,353,455,431,482,434,515,253,465,293,303,218,273,231,""
02,206,373,330,355,326,304,299,287,316,299,329,343,438,431,473,325,325,385,492,315,330,282,264,434,""
03,299,348,397,472,418,291,271,323,300,400,370,366,441,428,329,406,345,304,375,267,306,252,288,303,""
04,255,370,344,425,313,383,303,333,341,343,316,328,379,351,406,364,412,334,345,333,352,306,285,340,""
05,287,384,381,358,331,293,259,274,320,372,344,396,429,413,432,358,415,356,329,310,388,277,311,284,""
06,283,298,332,404,439,393,332,401,371,351,404,490,462,417,428,499,482,371,283,375,291,354,265,241,""
07,270,297,356,378,345,373,340,343,303,397,367,348,381,521,461,498,412,372,314,269,264,235,303,323,""
08,351,359,417,457,425,321,463,394,320,309,322,322,378,425,472,412,378,371,304,318,243,230,296,292,""
09,311,349,341,347,357,328,317,332,355,293,384,351,431,425,426,461,418,360,473,373,306,430,324,408,""
10,386,418,427,422,490,404,346,346,336,399,394,422,433,453,453,467,399,371,408,290,359,282,224,309,""
11,310,314,436,331,331,326,290,291,301,282,366,387,416,447,438,491,395,379,304,285,242,234,221,310,""
12,356,395,394,399,432,407,306,358,360,406,381,453,492,474,490,516,461,471,478,414,421,323,243,278,""
13,310,485,512,460,560,467,444,360,292,273,390,391,381,406,440,468,423,438,405,351,296,367,306,397,""
14,289,373,441,458,377,375,362,301,362,377,486,458,507,519,524,482,434,451,461,353,364,229,387,454,""
15,414,516,469,468,439,480,429,372,327,359,397,430,500,462,508,401,404,368,417,327,346,359,280,351,""
16,352,387,390,407,402,374,338,344,306,328,370,418,457,477,450,508,498,414,500,449,417,469,412,383,""
17,255,395,504,519,443,83,3,91,338,331,370,311,374,376,398,363,369,334,362,347,221,216,212,277,""
18,344,362,430,400,349,282,341,295,321,300,351,402,357,364,322,420,302,382,279,211,205,164,188,232,""
19,311,261,328,346,308,265,252,316,367,350,416,426,379,399,367,374,398,329,314,273,263,189,206,161,""
20,200,238,305,327,308,267,287,320,335,325,312,388,411,449,457,420,328,346,310,251,243,190,170,201,""
21,233,227,300,301,359,290,327,297,297,327,338,374,424,411,401,383,370,274,221,220,210,222,234,198,""
22,205,270,339,328,346,326,319,337,312,333,369,384,390,400,410,390,364,363,268,218,250,201,209,268,""
23,227,355,341,385,286,240,256,310,280,292,358,383,394,414,484,538,352,298,261,254,234,192,221,188,""
24,50,137,313,327,326,320,284,259,284,290,305,285,286,370,323,294,434,299,237,204,208,192,159,157,""
25,206,224,276,316,298,337,264,300,284,296,302,368,394,378,386,411,331,323,274,232,189,175,192,177,""
26,171,233,308,329,327,300,286,277,283,263,275,339,400,446,419,360,310,291,280,230,215,203,168,233,""
27,216,261,268,324,283,267,285,276,300,304,344,345,397,363,346,378,310,330,374,429,411,359,362,261,""
28,372,454,502,463,434,325,281,258,288,310,335,410,403,493,488,438,384,318,295,222,199,170,204,213,""
29,211,201,307,402,339,290,256,251,260,271,336,330,394,421,445,413,438,359,421,304,339,307,366,309,""
30,320,430,412,417,355,381,340,316,286,367,362,381,390,543,478,443,422,508,398,369,347,329,301,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
