nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,39,25,29,28,37,34,40,27,25,29,29,13,18,18,12,12,11,20,24,20,33,26,41,20,""
02,36,31,38,35,32,48,47,37,43,46,39,22,24,25,20,15,15,15,20,13,25,30,24,36,""
03,28,28,31,48,48,50,54,40,37,31,42,29,28,16,17,13,17,22,14,23,27,41,49,25,""
04,35,27,32,33,32,42,25,30,30,34,42,30,24,20,19,16,9,7,18,14,28,26,42,28,""
05,28,31,29,31,37,43,44,43,46,49,28,28,25,22,22,21,12,14,20,19,19,56,46,34,""
06,27,21,27,36,41,34,31,42,34,34,32,34,21,18,26,20,14,11,24,20,32,30,49,25,""
07,25,29,28,57,42,45,52,37,39,39,33,26,25,27,20,11,8,14,16,20,29,39,29,39,""
08,34,23,33,26,43,53,41,37,30,30,38,18,48,26,11,13,11,15,16,30,29,32,42,38,""
09,33,29,46,37,32,38,36,37,35,38,43,28,25,15,17,11,12,20,25,23,25,30,38,30,""
10,19,32,36,48,47,37,42,31,42,34,28,34,19,22,19,12,19,10,12,26,37,24,35,33,""
11,26,28,34,45,36,44,38,28,33,20,29,23,22,15,16,22,16,16,15,18,27,28,35,36,""
12,20,29,23,39,44,39,25,38,30,31,38,22,20,15,20,19,17,21,27,35,35,41,40,29,""
13,18,32,34,51,28,42,35,31,29,44,21,28,15,17,19,16,10,13,15,20,26,31,20,23,""
14,26,29,30,26,32,46,30,31,30,38,30,19,13,30,19,23,7,21,12,20,32,21,22,26,""
15,18,28,35,33,36,33,40,55,53,30,20,42,24,26,17,19,12,11,16,22,31,25,36,29,""
16,24,35,28,39,32,25,35,44,38,42,36,26,22,17,13,16,14,13,34,21,29,35,30,24,""
17,36,16,42,52,39,51,38,37,39,41,39,38,27,22,14,17,13,16,24,23,37,30,26,19,""
18,25,37,35,40,56,47,46,40,30,27,27,31,25,23,14,13,20,12,17,29,29,34,30,28,""
19,18,34,37,49,39,40,43,38,35,34,37,39,32,21,26,13,15,23,13,34,29,23,26,36,""
20,22,34,37,36,42,30,34,35,42,28,31,29,25,15,19,15,18,18,21,21,22,24,21,15,""
21,29,22,31,36,37,42,33,24,40,25,22,26,24,12,12,13,17,16,53,29,21,22,24,21,""
22,15,27,23,33,33,37,38,45,23,50,24,24,22,23,20,16,16,10,31,27,22,18,26,28,""
23,17,29,41,47,48,51,38,47,49,37,34,36,22,23,18,26,18,14,24,23,19,22,27,33,""
24,28,28,30,36,42,28,36,28,36,33,41,36,38,22,18,19,21,18,19,25,22,33,42,44,""
25,33,33,38,29,39,50,33,40,42,43,45,48,31,25,16,11,26,21,20,26,28,26,38,35,""
26,24,25,29,36,35,31,54,37,59,27,29,36,20,18,11,13,20,25,16,17,23,21,34,21,""
27,25,22,26,29,25,49,44,47,31,37,34,43,41,27,17,7,1,9,19,13,23,25,31,27,""
28,12,15,24,26,18,31,15,27,21,18,19,17,8,25,18,7,11,12,11,17,26,17,21,22,""
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
30,40,41,29,52,46,35,44,55,39,28,30,31,26,22,23,12,16,29,2,1,1,1,0,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
