aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,96,89,73,76,73,71,95,54,98,72,59,62,74,52,60,60,55,44,55,48,56,68,65,124,""
02,102,124,143,105,120,129,126,95,87,101,87,75,85,68,68,52,58,43,47,20,22,29,31,72,""
03,60,65,75,66,48,52,71,53,37,70,41,49,48,39,42,27,36,39,44,41,45,45,53,86,""
04,80,67,68,46,47,64,56,29,43,34,28,52,45,52,49,48,48,50,66,64,68,58,84,133,""
05,79,96,102,85,74,89,73,83,38,53,42,37,47,33,60,57,51,38,40,45,34,52,63,54,""
06,87,89,59,68,44,56,50,66,46,61,31,52,27,40,42,43,38,78,56,44,42,69,50,71,""
07,65,73,62,50,42,60,57,68,40,46,46,53,78,49,48,73,47,40,38,43,44,54,67,78,""
08,100,105,103,103,123,119,125,82,83,81,89,85,70,65,56,76,46,66,64,40,30,48,80,130,""
09,98,124,113,128,131,121,145,108,94,87,95,122,104,90,69,70,56,63,41,51,50,70,74,120,""
10,104,135,135,152,125,164,128,137,78,98,98,79,80,79,72,41,48,45,44,48,43,54,46,85,""
11,76,97,86,113,117,106,108,115,91,101,104,56,72,86,73,68,49,49,35,43,55,52,52,113,""
12,117,108,127,126,136,136,127,103,78,111,113,156,101,88,76,61,61,69,65,76,78,86,113,142,""
13,116,160,168,177,198,197,198,198,187,180,142,147,132,70,47,83,70,79,63,71,79,100,92,86,""
14,122,103,95,91,93,80,68,61,52,39,90,67,70,57,45,49,45,69,48,45,50,58,65,62,""
15,96,123,115,85,101,129,127,72,91,72,74,92,49,88,70,55,51,58,52,62,47,57,82,93,""
16,80,103,105,91,113,121,106,119,94,86,83,62,48,60,34,51,45,53,40,45,51,37,46,69,""
17,82,74,89,74,83,98,63,73,62,81,83,63,62,57,79,60,53,52,57,42,43,56,61,74,""
18,90,108,79,99,100,95,87,55,54,54,76,73,47,54,56,58,48,33,33,45,48,37,53,76,""
19,58,71,75,63,92,89,85,70,59,59,63,54,45,40,44,43,67,47,56,39,54,57,62,142,""
20,72,89,78,87,91,99,107,64,55,76,78,76,53,66,59,72,66,68,52,32,42,44,70,71,""
21,67,84,108,76,60,92,75,84,76,87,71,62,54,42,54,47,40,56,49,29,67,51,74,102,""
22,96,71,87,73,83,88,99,73,91,71,86,64,47,75,67,59,65,49,32,41,46,59,75,74,""
23,90,95,87,72,78,80,81,93,92,74,63,51,52,46,47,39,44,31,53,38,41,54,63,86,""
24,81,75,87,82,74,95,103,90,74,51,73,74,64,58,62,66,38,49,33,45,41,56,65,64,""
25,77,73,73,61,61,94,96,86,91,77,79,66,55,61,56,62,61,57,48,41,44,42,54,79,""
26,66,53,55,61,69,109,108,59,70,61,78,52,68,19,10,50,52,58,51,50,42,54,72,63,""
27,80,80,62,63,76,84,72,87,80,86,73,93,73,51,68,55,57,50,33,42,42,51,50,69,""
28,71,63,83,82,80,89,86,58,72,82,59,60,42,52,52,46,47,29,46,35,44,54,76,94,""
29,74,60,72,76,90,80,71,50,75,81,71,63,54,47,61,53,45,44,50,40,36,34,54,55,""
30,57,54,62,70,78,89,83,84,76,77,62,71,68,72,66,48,43,51,32,44,46,50,46,51,""
31,72,54,83,95,87,92,85,93,79,95,80,77,54,65,74,38,45,37,32,50,43,50,52,58,""
