oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,20,18,29,24,23,25,38,26,28,37,28,20,-1,-1,-1,-1,-1,-1,17,18,33,18,22,30
02,33,15,35,28,24,24,36,22,45,30,17,28,13,34,15,13,10,17,23,15,13,26,20,14
03,17,26,26,22,20,17,24,30,36,44,32,22,19,16,9,22,12,35,24,23,22,11,22,21
04,16,18,24,29,14,31,22,31,17,16,30,21,12,11,12,9,15,12,20,22,22,32,41,30
05,22,19,20,30,24,29,35,51,27,29,13,21,22,14,18,11,12,25,33,25,19,23,24,35
06,28,20,25,34,43,34,38,45,37,24,27,23,20,19,27,17,9,6,6,4,2,11,8,3
07,11,4,6,5,8,20,14,12,13,14,6,5,3,7,5,7,5,8,10,8,10,8,13,10
08,15,14,14,23,11,12,17,23,13,20,21,17,18,28,36,14,14,7,17,21,29,23,20,35
09,27,27,22,41,31,41,42,55,41,37,27,33,25,31,27,25,20,30,18,21,25,33,40,22
10,30,26,34,44,40,38,67,31,56,52,54,22,22,41,35,29,35,30,26,29,37,71,42,31
11,37,36,50,47,51,51,49,43,42,26,23,18,23,43,21,18,19,34,17,23,23,32,33,36
12,24,47,37,57,40,47,60,50,40,30,19,20,26,13,23,18,16,29,29,34,41,38,42,27
13,30,33,27,49,39,33,34,33,39,27,26,20,19,12,12,9,5,13,17,16,23,23,26,27
14,20,24,32,30,35,28,32,36,29,31,31,28,26,22,19,22,16,32,32,37,34,51,36,30
15,30,25,22,27,38,16,37,24,41,26,42,20,25,25,29,19,13,19,11,30,33,20,29,25
16,33,17,34,97,28,25,35,42,34,32,16,31,19,19,28,10,15,27,20,29,37,36,33,26
17,27,23,26,36,34,30,35,26,20,30,60,37,25,20,15,44,14,25,12,30,24,38,34,25
18,33,52,41,25,39,36,45,41,57,60,24,13,13,28,11,13,21,24,24,15,21,26,29,36
19,33,45,39,45,27,20,48,66,41,32,33,21,22,29,31,18,19,25,34,27,29,34,34,25
20,55,28,29,40,34,42,32,44,52,24,19,17,22,23,19,17,17,19,13,21,28,24,28,98
21,59,51,61,72,53,70,81,105,81,42,32,21,21,27,16,24,32,25,22,32,26,31,68,41
22,58,51,92,77,73,49,73,71,65,55,38,29,13,27,29,16,18,22,18,15,26,44,55,48
23,43,73,56,67,61,59,66,89,53,52,46,41,7,29,20,13,38,27,20,31,35,16,34,36
24,40,37,49,64,43,46,68,85,47,39,78,27,23,33,16,21,20,14,15,30,38,41,29,31
25,43,52,64,52,45,79,76,54,43,28,42,22,27,17,14,14,18,37,28,22,32,35,43,24
26,36,37,37,40,30,19,65,42,21,17,63,29,13,-1,-1,14,19,18,17,18,26,22,28,33
27,31,44,27,36,28,42,45,52,37,49,19,16,29,18,18,13,7,11,26,10,32,48,34,34
28,23,28,51,34,53,31,52,64,43,25,24,30,28,30,22,17,18,29,23,36,42,37,38,47
29,43,40,62,61,29,33,55,58,60,41,46,31,43,33,19,27,32,25,31,28,39,34,33,52
30,30,36,51,41,55,26,53,49,32,31,22,28,22,27,16,17,25,21,30,31,27,28,65,40
31,41,43,62,62,38,53,42,8,12,15,4,8,9,29,6,5,5,7,8,23,10,22,12,7
