oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,33,20,33,21,37,55,78,91,68,60,43,111,90,48,37,18,20,27,52,60,23,53,46,41
02,38,22,30,25,66,44,62,92,51,51,35,28,50,40,28,20,24,39,33,43,36,32,53,31
03,26,35,42,42,40,88,65,79,99,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06,0,0,0,0,0,7,25,50,50,41,24,19,26,19,21,19,24,20,23,26,33,39,24,25
07,23,19,23,28,23,27,28,53,68,54,28,14,37,18,19,21,20,14,9,21,40,35,21,21
08,25,18,16,26,16,17,32,28,25,25,13,13,15,36,22,26,23,25,24,48,47,52,34,20
09,25,34,28,29,45,23,27,29,24,27,21,30,45,27,27,26,25,16,26,27,31,32,51,24
10,26,22,26,37,46,32,19,41,37,55,89,21,24,19,30,25,28,16,13,29,35,41,28,24
11,17,18,37,34,40,32,26,40,39,70,28,26,34,34,28,37,21,21,27,35,30,26,37,22
12,32,24,26,48,41,53,40,41,38,48,34,28,21,19,30,20,17,18,22,26,34,42,22,18
13,19,15,34,25,40,48,60,46,50,45,31,26,33,17,24,23,17,19,30,37,29,36,33,29
14,23,18,35,42,23,54,45,32,37,39,15,27,11,19,10,21,14,13,28,22,29,20,30,17
15,19,13,31,25,16,22,42,29,44,38,60,21,19,27,18,17,13,17,18,22,35,30,22,20
16,11,31,13,24,23,22,11,16,27,32,11,16,9,24,10,22,16,25,20,18,30,33,30,18
17,17,16,19,31,31,26,32,41,49,32,24,15,21,20,29,16,17,23,28,17,30,29,21,24
18,34,49,36,46,37,54,35,32,37,33,37,17,23,26,21,20,16,9,22,27,25,44,30,44
19,23,33,23,50,66,54,48,39,65,59,35,18,14,29,30,31,21,25,34,36,30,27,40,42
20,40,29,56,40,40,52,74,46,40,53,27,23,14,20,34,22,21,17,32,20,33,42,32,46
21,52,48,68,48,37,76,64,107,105,47,30,30,43,40,16,17,35,13,14,28,29,29,40,23
22,45,58,72,36,46,60,80,42,52,42,27,18,32,27,14,20,16,27,25,29,63,32,53,39
23,38,50,35,68,49,57,55,58,43,20,36,27,22,25,25,56,29,29,12,22,29,30,34,44
24,31,45,59,78,67,32,71,38,35,37,28,18,30,30,33,20,14,15,26,28,34,47,44,35
25,46,34,26,48,49,45,38,35,44,45,33,15,15,22,31,18,19,19,24,22,25,46,35,28
26,28,34,29,42,50,33,54,30,38,33,15,15,33,24,30,20,15,16,19,26,41,28,40,31
27,36,25,37,46,39,41,40,27,40,35,26,31,22,32,19,18,36,27,36,22,21,58,43,36
28,40,27,39,49,42,39,32,26,33,35,24,28,17,22,26,19,13,29,32,37,42,48,36,44
29,38,35,40,44,35,40,38,42,41,39,36,24,25,48,36,19,20,26,22,23,34,43,41,41
30,38,39,57,58,44,40,35,21,34,-1,-1,-1,-1,-1,-1,-1,12,14,28,36,34,23,33,17
31,20,21,20,31,27,33,23,26,25,26,33,18,26,17,21,22,7,13,22,27,39,25,46,-1,-1
