Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,281,308,331,300,353,281,295,260,222,214,195,168,141,152,139,115,146,146,146,193,173,156,185,172
2,255,317,291,272,305,257,285,251,234,238,227,163,196,152,147,129,135,161,140,188,204,238,232,244
3,252,297,327,375,402,355,299,291,306,279,254,243,238,185,184,196,83,100,94,133,66,225,371,402
4,202,258,384,454,465,375,400,297,287,290,273,253,209,192,160,146,132,159,144,143,210,232,242,252
5,305,333,309,346,403,346,232,286,265,262,203,196,171,161,131,129,132,124,140,119,57,108,234,280
6,308,276,307,357,312,308,275,254,229,244,201,191,177,168,128,128,129,134,154,147,178,188,196,256
7,247,306,299,364,303,317,264,261,225,243,208,172,135,141,131,110,96,111,90,161,106,120,242,272
8,231,259,291,330,306,316,259,254,245,170,193,237,190,159,167,140,140,143,147,151,150,201,232,298
9,315,301,297,331,354,308,293,294,272,241,226,179,169,141,136,149,162,148,98,146,169,173,207,266
10,304,321,282,335,320,322,297,253,244,184,180,153,155,120,123,126,100,82,78,103,128,124,159,107
11,254,253,258,293,318,296,275,223,229,202,161,125,117,146,134,107,101,116,139,151,114,159,256,252
12,245,275,337,316,354,303,289,263,211,115,139,144,156,163,141,149,135,110,115,144,141,191,210,260
13,290,296,332,339,310,324,326,263,268,212,140,104,122,152,152,115,115,122,137,187,185,199,225,208
14,269,292,334,362,324,299,333,302,264,203,199,221,180,204,143,160,158,140,155,181,210,209,196,263
15,301,308,299,360,357,332,282,259,264,233,186,160,149,174,161,127,113,124,128,147,162,201,248,217
16,281,312,357,361,343,313,299,275,271,236,228,177,157,133,157,133,146,129,141,154,189,179,240,273
17,312,330,334,372,358,338,336,317,271,238,166,142,153,122,124,158,159,139,144,151,184,194,274,230
18,259,335,295,332,367,339,320,257,232,184,197,205,146,114,114,156,114,114,141,161,110,180,209,243
19,216,290,287,364,297,292,261,242,233,200,141,132,147,132,82,98,83,89,114,106,67,151,202,235
20,261,229,35,57,279,238,191,163,185,176,160,174,149,136,114,124,101,83,134,91,154,198,194,232
21,258,122,266,312,241,214,212,171,156,146,135,156,98,85,103,82,102,104,124,129,160,160,105,141
22,180,211,247,238,216,178,194,154,144,145,147,135,143,92,106,101,75,58,95,123,131,124,184,122
23,164,124,195,172,241,224,216,226,192,201,148,140,110,92,102,86,100,81,96,94,84,149,169,237
24,180,194,226,271,240,234,192,189,177,159,131,152,123,112,89,83,81,81,94,110,132,138,135,161
25,264,227,226,204,222,175,114,116,146,128,106,100,108,88,86,83,99,61,93,132,131,146,169,142
26,117,223,240,203,204,190,191,175,150,116,103,108,81,99,78,79,85,93,106,128,152,162,120,166
27,239,270,235,258,233,275,225,197,163,161,138,135,92,114,119,106,107,110,114,126,126,156,135,105
28,134,219,235,237,170,118,172,156,136,141,117,125,135,110,97,108,109,104,136,116,131,135,232,227
29,223,239,275,238,231,224,175,175,166,142,164,124,113,117,95,104,84,85,128,122,81,147,156,120
30,112,135,184,217,230,200,161,151,113,122,133,106,99,85,77,74,76,63,51,121,142,201,221,210
31,191,198,214,241,175,176,200,156,131,106,106,96,83,91,57,64,63,58,63,55,38,98,160,207
