Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,12,23,29,34,48,69,62,75,75,87,89,76,74,84,90,83,55,59,64,45,43,36,20,15
2,17,13,22,23,38,35,40,42,54,46,57,65,70,59,49,49,41,65,43,40,35,15,23,19
3,21,18,23,24,9,49,71,58,84,86,109,91,80,61,61,48,74,98,107,113,158,152,91,51
4,46,31,17,22,44,58,90,103,127,120,122,114,107,73,67,70,63,46,55,65,32,33,22,9
5,12,10,19,31,24,36,37,71,49,70,81,67,73,69,64,71,72,64,47,57,41,20,18,14
6,3,3,6,9,6,5,5,25,21,20,18,22,22,24,19,21,15,10,21,14,17,12,12,17
7,17,20,27,32,43,76,55,82,72,86,112,86,96,84,88,77,56,86,65,60,43,43,41,27
8,23,31,33,27,54,49,64,54,60,65,83,93,90,85,97,77,86,88,81,71,43,40,33,33
9,17,21,37,39,50,57,59,82,66,117,102,109,104,97,93,106,78,101,88,61,38,28,20,16
10,13,19,12,37,53,68,59,87,98,88,98,116,109,101,110,102,110,122,101,73,77,47,44,21
11,22,20,30,38,58,47,58,52,61,63,86,84,86,87,81,98,90,89,82,76,76,31,15,13
12,7,16,20,25,39,48,42,68,93,82,88,96,96,86,87,99,91,90,81,77,52,49,23,21
13,22,21,27,50,52,59,60,60,66,94,108,110,84,96,80,88,88,76,51,50,41,21,17,17
14,8,12,21,28,48,38,63,87,64,87,90,112,88,80,86,74,79,62,85,61,59,43,28,14
15,21,29,23,33,38,50,56,68,82,78,79,101,88,82,80,92,98,87,88,70,78,42,18,29
16,15,23,23,39,54,56,50,74,82,94,91,113,99,96,85,83,83,99,86,73,57,59,27,23
17,13,14,21,29,35,57,64,53,86,79,93,78,104,92,79,73,80,74,70,73,66,36,26,19
18,11,15,22,28,50,42,54,54,91,97,71,100,104,90,91,101,112,90,95,56,50,33,22,9
19,-1,9,22,39,33,43,49,40,59,66,65,86,73,65,56,58,85,90,77,66,56,41,20,17
20,14,14,21,29,32,63,58,73,77,103,95,93,78,59,99,89,103,97,103,78,60,49,37,12
21,25,23,31,36,40,45,41,52,74,65,89,73,73,77,75,83,94,90,74,55,46,29,15,11
22,11,37,21,30,35,49,54,61,88,69,66,99,90,76,94,78,78,71,62,58,32,40,14,10
23,14,15,16,23,38,39,57,46,75,66,58,80,77,58,62,44,64,51,35,32,27,23,17,17
24,17,21,19,40,48,43,40,54,63,60,73,88,70,69,78,75,78,81,91,49,45,31,24,17
25,23,24,26,26,55,58,82,78,93,90,101,137,121,81,95,120,98,98,79,60,60,38,21,21
26,17,14,26,32,43,55,72,77,86,72,83,116,123,116,101,120,110,111,83,64,45,44,13,19
27,23,17,22,41,50,63,80,78,91,87,113,101,93,114,85,97,87,86,70,46,35,33,21,13
28,12,18,11,29,33,48,41,60,71,73,74,78,84,72,85,89,87,82,67,39,29,20,22,11
29,14,9,26,19,37,40,61,67,49,69,86,82,68,61,71,75,82,83,60,50,42,22,28,9
30,14,23,27,22,30,37,52,60,59,54,72,55,55,68,66,69,79,55,67,51,35,36,23,11
31,17,14,18,27,44,50,50,54,71,57,79,80,59,73,60,52,69,71,57,34,47,25,32,17
