aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,48,45,46,52,92,93,118,151,157,187,200,145,148,159,157,156,122,127,83,80,85,61,44,47,""
02,48,65,55,70,85,104,120,142,183,173,168,194,186,186,161,172,190,141,127,99,79,74,71,206,""
03,307,167,83,78,97,91,141,167,197,184,191,211,218,204,218,431,237,109,57,70,76,48,35,138,""
04,107,260,304,316,367,426,460,447,464,424,363,426,418,447,443,423,413,250,54,228,341,299,300,184,""
05,228,244,266,304,303,288,329,312,352,346,327,327,336,348,381,489,309,367,209,174,72,85,72,15,""
06,19,65,89,208,269,221,176,143,173,185,228,347,364,306,191,338,272,146,91,47,53,108,88,256,""
07,328,474,399,178,206,257,249,240,305,285,351,350,347,290,260,288,246,212,170,181,161,136,86,127,""
08,82,96,99,107,131,184,231,286,301,285,226,306,280,204,235,227,159,247,244,202,193,149,103,111,""
09,79,93,117,124,129,143,182,195,244,200,277,272,285,247,251,256,232,223,189,131,101,131,74,88,""
10,57,76,113,115,149,292,305,275,312,317,281,388,348,332,288,322,281,252,216,167,140,109,80,94,""
11,77,103,126,97,126,112,198,228,236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,91,7,12,12,19,31,74,268,236,262,256,113,353,310,335,315,216,180,370,367,283,183,""
20,154,220,240,118,68,55,86,82,103,45,47,58,65,75,70,70,59,38,33,12,13,17,12,17,""
21,28,30,24,28,0,12,37,20,16,152,12,17,17,18,23,31,29,19,11,3,3,11,0,233,""
22,211,160,155,220,270,301,324,360,351,340,361,360,369,378,327,300,183,175,249,272,285,239,293,297,""
23,277,324,317,318,313,225,217,202,193,205,210,179,198,186,194,335,307,369,323,340,306,281,230,62,""
24,173,232,256,221,264,249,228,223,186,257,209,205,191,111,99,84,203,110,106,111,84,114,169,238,""
25,189,195,254,288,268,245,256,232,210,227,252,237,199,242,281,313,229,278,342,334,336,278,286,222,""
26,201,247,214,194,292,315,344,347,327,267,237,215,173,210,206,357,344,383,418,359,323,262,244,317,""
27,324,323,352,341,280,270,243,313,225,206,229,239,279,328,248,224,240,291,231,253,284,321,322,303,""
28,321,321,330,312,275,286,267,318,281,262,249,240,201,253,117,0,12,13,1,0,0,14,9,59,""
29,0,5,0,2,6,3,0,0,0,0,0,0,13,10,0,0,0,0,2,5,1,4,0,0,""
30,0,0,0,0,42,155,200,200,226,190,202,187,193,187,139,197,237,178,175,167,143,112,114,72,""
31,48,66,87,88,96,116,164,190,263,235,109,147,115,102,52,65,80,239,179,135,113,114,86,-1,""
