aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,154,163,162,169,186,177,141,141,121,104,85,135,75,90,71,96,64,53,37,41,50,71,121,134,""
02,152,184,155,176,190,154,157,147,144,117,114,88,77,73,71,54,44,45,44,64,61,79,121,137,""
03,155,193,144,160,206,170,180,162,169,96,112,63,88,82,62,55,48,53,30,33,47,52,98,116,""
04,135,150,132,163,162,151,152,145,120,99,78,74,68,73,49,62,32,36,33,24,41,44,79,104,""
05,135,116,141,142,162,164,139,132,118,111,98,80,86,87,84,74,91,52,57,32,49,62,82,143,""
06,133,144,135,144,147,166,146,125,142,91,104,76,73,65,60,40,21,21,19,27,28,41,65,86,""
07,80,67,55,68,76,72,76,55,62,53,38,41,31,38,41,23,40,30,21,24,33,71,62,73,""
08,80,95,82,94,86,74,75,85,90,52,37,35,44,47,36,47,30,54,31,35,59,72,103,98,""
09,121,130,118,105,143,140,151,154,161,142,117,64,46,63,31,14,3,17,18,38,29,43,34,70,""
10,58,79,58,51,82,66,99,75,115,75,59,70,49,46,28,24,17,16,26,19,33,36,36,54,""
11,57,53,61,56,52,61,72,66,95,60,81,124,114,91,59,66,41,31,40,37,54,80,90,127,""
12,146,144,153,143,151,171,183,181,185,194,208,172,178,114,105,103,34,57,50,43,87,95,143,154,""
13,153,180,148,154,179,193,204,228,187,221,132,120,100,88,89,92,58,45,37,48,53,55,80,91,""
14,120,151,138,141,168,188,168,166,176,138,109,89,97,91,107,44,43,48,32,43,42,74,80,100,""
15,103,122,145,135,168,144,148,134,130,148,103,75,73,72,82,51,53,56,31,42,56,70,85,113,""
16,107,109,131,120,161,164,132,138,157,136,102,79,76,89,76,64,87,77,40,57,60,69,104,113,""
17,113,142,107,135,137,141,160,154,143,102,84,72,82,62,62,38,56,48,55,58,59,61,113,111,""
18,96,93,86,113,141,136,128,116,120,133,126,91,66,61,79,80,75,67,50,39,62,60,78,102,""
19,108,84,108,104,141,118,103,126,127,108,93,68,80,70,66,50,54,35,51,40,34,53,97,104,""
20,100,104,107,122,130,113,149,120,89,106,104,90,88,57,61,33,41,29,56,49,44,53,77,91,""
21,82,93,82,95,110,95,113,109,94,106,73,52,81,70,66,-1,-1,-1,33,38,47,73,59,85,""
22,85,104,105,100,102,121,107,81,89,97,77,53,66,50,66,38,53,35,33,40,41,75,63,77,""
23,84,73,86,106,101,116,95,120,102,101,65,76,-1,-1,-1,-1,-1,-1,-1,26,39,41,53,52,""
24,57,44,59,84,95,73,81,80,69,67,64,50,59,57,47,49,-1,-1,-1,29,29,40,66,65,""
25,58,78,72,88,84,105,108,68,94,72,63,47,47,49,35,39,35,9,30,25,25,53,60,62,""
26,74,96,88,87,91,98,103,83,92,82,85,61,62,89,68,46,47,29,27,30,61,67,85,108,""
27,113,99,84,99,141,95,107,1,-1,2,60,73,87,92,76,45,62,41,40,42,45,66,82,93,""
28,99,118,96,117,143,107,125,120,113,117,97,98,87,73,50,53,44,37,46,39,47,44,38,49,""
29,66,65,57,114,113,-1,-1,-1,-1,50,76,54,54,59,65,66,65,63,56,47,62,68,92,110,""
30,95,101,120,119,102,114,143,106,114,103,95,93,78,95,90,48,54,51,43,47,57,75,86,113,""
31,118,123,113,141,152,159,104,135,140,119,104,94,84,86,79,52,52,9,-1,-1,-1,-1,-1,0,""
