aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,31,29,27,37,29,25,30,24,18,14,12,17,24,17,11,11,21,19,16,15,19,11,27,33,""
02,28,18,37,34,29,21,18,14,22,17,14,16,15,19,12,12,18,17,9,17,10,11,15,23,""
03,16,24,21,27,32,24,27,26,12,17,22,24,30,11,17,12,14,10,10,12,16,14,20,21,""
04,24,27,27,19,34,19,28,16,12,13,13,6,12,14,13,17,12,12,10,12,11,13,15,15,""
05,21,22,24,27,42,42,27,26,28,16,15,14,18,20,16,10,11,8,13,14,22,16,18,22,""
06,25,29,26,28,32,19,32,18,20,17,15,17,17,17,17,9,34,18,18,58,13,16,9,18,""
07,26,34,37,32,28,34,23,32,28,17,18,28,16,11,10,11,12,18,6,18,9,13,13,17,""
08,20,27,32,44,29,15,8,30,13,26,24,23,28,25,18,17,12,18,13,44,16,18,14,19,""
09,36,25,28,29,32,47,34,33,25,10,21,17,14,14,14,23,13,21,17,10,18,60,9,15,""
10,30,18,33,41,42,57,29,27,31,33,14,31,19,15,14,19,15,11,11,19,18,24,23,21,""
11,23,29,32,23,41,40,42,39,36,24,25,36,34,19,16,19,18,13,14,17,15,16,19,35,""
12,39,39,44,68,61,73,70,55,68,47,67,87,63,59,39,34,22,29,19,10,16,20,27,42,""
13,29,48,68,74,58,72,71,47,56,52,48,25,27,23,15,17,29,25,15,31,4,17,26,17,""
14,30,27,28,44,54,46,32,37,33,24,27,22,18,17,9,12,10,10,13,7,12,13,14,22,""
15,23,14,28,33,23,22,29,30,18,21,25,22,13,21,11,18,25,22,10,8,20,25,13,18,""
16,14,22,25,20,19,18,23,24,18,18,21,22,20,14,17,11,18,17,8,13,18,18,16,26,""
17,17,26,27,25,31,16,21,14,22,17,17,15,12,12,15,14,6,13,12,8,10,13,10,21,""
18,12,26,28,24,28,23,20,19,19,11,6,13,17,21,11,13,36,17,7,11,11,15,16,18,""
19,27,32,18,18,24,24,18,14,20,17,17,17,23,16,9,13,7,19,15,10,8,19,10,18,""
20,18,27,21,26,18,22,21,19,10,12,12,16,19,16,13,12,19,12,14,15,5,15,13,16,""
21,18,21,18,25,27,9,20,23,14,14,12,19,15,19,14,12,13,14,7,15,5,15,19,18,""
22,25,15,16,20,18,28,13,19,13,12,17,12,18,16,13,16,11,11,12,15,12,16,15,15,""
23,17,23,22,27,18,18,14,12,9,10,18,14,13,7,14,11,13,9,14,14,15,19,15,12,""
24,15,20,16,13,16,25,14,20,23,17,14,22,10,15,13,9,12,16,11,9,12,15,13,15,""
25,25,22,23,17,19,17,13,16,14,11,14,13,16,16,18,13,13,7,8,9,12,9,10,13,""
26,15,16,16,23,15,22,23,14,14,14,10,11,11,17,9,40,31,10,8,15,21,19,7,23,""
27,22,20,16,24,17,19,22,-1,-1,-1,14,18,16,12,23,12,14,26,11,13,7,12,17,20,""
28,16,18,20,16,10,15,12,17,12,20,16,10,17,25,16,10,23,10,10,8,13,12,12,13,""
29,16,16,11,18,13,6,9,13,7,15,10,13,16,19,9,21,14,12,9,13,16,7,11,13,""
30,10,23,12,15,19,24,7,10,18,16,20,13,18,20,13,35,37,16,9,13,11,6,21,12,""
31,13,27,17,25,24,15,25,15,16,16,19,20,13,22,20,21,12,22,9,7,15,13,16,2,""
