aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,4,4,3,5,7,4,2,2,6,6,1,1,2,5,2,5,4,4,2,4,7,2,4,""
02,2,7,2,5,6,2,2,4,6,1,1,3,1,1,1,5,6,2,-1,-1,-1,2,1,1,""
03,5,3,3,3,8,5,5,6,2,4,4,1,-1,-1,-1,5,6,4,2,1,1,5,4,3,""
04,2,1,9,7,2,2,4,7,5,2,-1,-1,-1,3,4,1,4,7,3,1,2,3,1,4,""
05,4,5,5,4,4,2,1,-1,-1,-1,-1,5,3,1,3,1,6,5,5,2,6,3,2,2,""
06,6,4,1,1,5,4,5,1,-1,-1,-1,-1,-1,-1,-1,2,3,6,4,2,2,3,2,2,""
07,3,4,4,1,3,6,5,5,6,5,5,3,3,3,2,6,4,3,4,3,2,3,3,6,""
08,5,4,2,4,4,4,6,6,9,2,4,6,5,5,8,3,4,2,4,3,1,5,1,6,""
09,4,2,1,1,2,5,6,3,4,6,5,9,2,8,4,6,4,4,4,2,3,4,2,1,""
10,7,3,4,2,3,2,5,2,5,6,2,1,3,3,3,5,6,5,2,6,1,2,1,2,""
11,3,3,4,1,2,4,2,7,1,2,1,1,1,3,1,2,-1,-1,-1,3,2,7,1,3,""
12,4,1,4,1,2,1,5,3,1,1,1,8,7,7,7,2,5,6,2,5,4,7,1,2,""
13,6,2,2,2,5,4,4,5,3,1,3,4,1,1,4,3,6,5,5,2,2,1,3,3,""
14,5,2,3,2,2,5,4,5,3,2,3,6,3,2,8,1,4,4,1,2,3,4,3,1,""
15,6,3,3,5,2,1,3,4,4,1,3,4,5,3,6,7,2,3,2,6,3,3,1,1,""
16,4,4,2,2,7,1,5,5,5,4,2,3,1,1,3,3,4,3,4,1,1,3,2,2,""
17,1,2,2,2,2,4,7,2,3,8,3,3,3,3,3,3,4,1,2,4,4,5,1,2,""
18,5,2,5,7,2,1,3,2,1,6,4,3,3,3,5,4,3,3,4,3,1,7,2,1,""
19,4,1,6,2,4,2,3,7,3,5,5,3,3,3,3,4,6,6,2,1,3,3,2,2,""
20,2,4,2,4,2,6,6,7,6,2,-1,-1,-1,3,1,3,2,3,4,2,5,3,5,1,""
21,-1,-1,-1,-1,-1,-1,-1,3,4,6,3,1,2,5,3,4,2,4,4,2,4,3,3,3,""
22,3,1,1,3,6,2,3,4,2,5,4,-1,-1,-1,-1,-1,-1,2,3,2,1,5,1,2,""
23,4,2,6,3,1,3,3,4,3,3,6,1,3,3,3,4,5,3,2,2,3,6,1,1,""
24,6,1,-1,-1,-1,-1,-1,4,2,3,4,5,4,5,7,4,5,2,3,3,3,2,2,3,""
25,3,1,3,2,3,4,4,5,7,3,5,1,1,5,3,7,4,7,1,1,6,3,1,2,""
26,4,3,6,4,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,7,5,3,2,4,5,3,5,4,""
27,3,2,1,4,9,3,1,3,3,4,3,5,5,1,-1,3,4,2,-1,2,4,8,5,3,""
28,3,2,2,4,2,-1,5,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,4,5,2,-1,-1,2,3,""
30,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,1,1,3,3,3,1,""
31,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
