aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,11,11,14,12,19,8,13,14,24,43,5,7,13,12,14,10,7,24,2,2,14,11,17,""
02,11,23,18,20,24,33,19,15,8,13,15,13,9,8,4,7,8,5,10,5,5,-1,3,2,""
03,8,17,4,8,6,16,8,9,14,4,7,6,6,6,3,1,3,2,1,2,2,3,3,4,""
04,4,9,5,6,5,12,5,5,3,2,2,6,4,6,5,1,7,2,5,4,3,9,4,9,""
05,6,16,7,8,14,13,21,19,21,9,8,7,5,12,8,5,7,2,5,4,8,6,4,5,""
06,9,8,8,11,11,15,14,17,10,8,13,3,4,7,10,10,11,6,7,5,4,5,9,7,""
07,4,22,15,23,14,10,16,8,14,22,8,6,11,7,6,9,4,6,7,4,7,-1,-1,0,""
08,-1,-1,-1,-1,-1,-1,-1,11,23,4,16,14,7,12,10,12,9,7,9,5,2,3,8,12,""
09,6,16,8,20,13,23,23,20,19,13,4,13,9,3,6,12,5,2,2,2,5,8,4,6,""
10,8,16,10,13,30,15,32,18,15,12,19,6,13,14,12,3,7,7,5,6,6,10,12,10,""
11,13,14,11,21,13,16,19,14,22,14,9,13,16,14,9,13,7,1,4,5,5,8,12,7,""
12,20,19,12,32,44,42,49,25,26,30,30,42,57,25,14,27,16,13,17,5,4,4,14,11,""
13,24,24,30,33,42,37,45,30,27,41,33,25,19,21,10,18,9,7,8,8,18,5,21,15,""
14,8,18,13,16,16,25,32,13,22,22,47,24,132,11,14,3,11,8,4,4,5,17,10,9,""
15,10,17,11,19,16,19,10,21,15,15,54,15,19,6,6,32,6,4,5,5,8,10,8,6,""
16,10,10,8,3,-1,-1,6,13,6,6,7,7,8,5,23,4,5,2,5,8,18,14,14,27,""
17,23,22,33,28,28,18,-1,7,6,6,12,21,8,13,18,13,8,12,15,17,18,27,29,20,""
18,15,20,21,14,16,18,12,16,8,12,46,73,32,22,13,7,12,25,32,43,57,26,32,14,""
19,15,20,10,15,21,19,14,15,65,20,21,15,19,60,20,11,10,7,57,20,52,41,15,9,""
20,14,26,13,15,18,13,17,17,14,25,10,14,14,17,15,12,25,11,16,14,13,14,10,8,""
21,12,17,15,14,19,14,16,16,20,19,13,6,12,15,21,13,10,14,22,17,23,21,22,5,""
22,12,8,10,12,15,14,13,11,14,14,12,16,14,5,79,15,12,6,9,12,13,10,14,16,""
23,13,17,11,12,13,18,7,11,4,4,-1,7,-1,1,2,1,-1,-1,8,2,3,-1,1,0,""
24,-1,-1,-1,-1,-1,1,-1,20,25,64,13,10,12,14,27,8,10,11,25,10,11,14,8,12,""
25,12,14,16,7,10,10,6,11,12,18,10,15,10,24,13,9,13,8,7,13,13,3,7,9,""
26,13,12,13,11,13,17,9,15,7,17,5,12,12,10,8,3,11,3,4,10,8,10,3,14,""
27,8,10,15,10,8,17,15,1,9,3,18,15,17,18,17,10,11,13,10,9,5,14,17,12,""
28,12,8,11,12,14,12,6,11,11,17,5,14,12,19,14,12,11,9,12,6,6,10,7,8,""
29,6,12,9,7,14,11,10,6,13,23,13,20,7,15,12,12,4,12,6,11,9,7,7,10,""
30,15,12,6,9,10,15,14,19,17,48,28,17,34,17,17,21,13,11,8,9,11,12,20,11,""
31,12,25,12,23,18,17,25,14,11,26,30,35,22,18,35,113,171,15,11,11,11,21,18,2,""
