aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,36,32,24,33,27,41,22,20,20,17,21,12,17,29,7,9,10,3,6,7,9,14,19,""
02,16,31,17,21,25,25,20,26,18,19,16,17,13,5,9,13,7,7,7,5,7,7,16,20,""
03,22,26,27,40,32,23,13,27,20,26,16,12,14,14,13,9,10,8,5,13,4,6,13,15,""
04,23,26,32,28,25,39,37,22,21,22,26,16,13,11,13,3,6,10,9,3,4,8,14,15,""
05,20,28,36,36,44,30,27,34,20,28,21,8,15,15,5,0,0,0,0,0,0,0,0,0,""
06,0,0,0,0,0,0,0,12,4,0,14,25,17,14,14,8,8,6,7,8,5,9,12,0,""
07,0,0,0,0,0,0,4,1,0,9,0,6,9,14,11,6,6,5,13,6,7,3,5,21,""
08,16,25,26,25,25,27,28,24,26,22,25,30,18,11,11,8,5,11,9,3,11,11,6,25,""
09,27,33,28,29,29,33,24,27,25,12,19,19,11,8,14,7,6,6,4,2,3,8,8,14,""
10,20,29,34,28,28,30,31,31,25,25,25,20,19,24,10,7,8,4,4,7,6,7,14,13,""
11,17,36,20,30,26,27,31,40,32,36,49,41,24,18,16,8,14,9,6,9,6,10,18,25,""
12,34,45,43,44,50,27,61,67,64,78,72,51,47,25,22,14,15,11,7,12,4,12,20,26,""
13,43,38,32,43,23,28,41,37,37,27,32,32,17,23,19,10,9,9,6,8,6,9,11,20,""
14,17,34,27,28,29,25,34,26,23,32,35,24,19,25,21,7,9,8,7,6,1,5,10,13,""
15,22,23,21,20,38,25,22,27,20,23,17,12,8,13,12,13,6,6,3,4,8,7,10,6,""
16,14,19,23,21,13,11,25,26,19,13,17,15,14,14,13,9,1,4,4,4,2,4,14,15,""
17,16,13,19,14,14,21,10,19,19,13,12,9,15,8,3,10,5,8,4,7,3,3,12,6,""
18,9,11,23,18,15,20,25,13,18,5,9,11,9,2,7,6,8,9,4,3,10,11,5,7,""
19,16,15,16,12,22,17,17,12,16,6,13,13,20,5,4,10,8,6,5,5,5,4,8,6,""
20,14,17,15,16,16,15,23,18,18,13,9,9,10,9,10,7,12,4,2,7,0,11,8,7,""
21,9,15,16,20,15,23,11,11,13,18,7,6,16,9,7,9,7,2,0,2,0,6,3,7,""
22,7,10,18,16,11,21,16,23,16,14,8,10,13,8,8,8,10,6,5,4,4,9,5,6,""
23,16,20,13,16,12,13,15,18,12,9,11,6,0,0,0,0,0,0,0,0,0,0,0,0,""
24,0,0,0,0,0,0,0,12,7,6,7,15,8,10,11,3,9,6,5,1,6,2,8,10,""
25,15,19,7,15,6,14,14,14,5,0,0,0,0,0,0,1,0,4,9,5,6,5,5,8,""
26,11,16,14,11,20,20,9,12,17,8,14,12,15,10,5,9,6,3,6,4,10,11,9,15,""
27,14,19,24,19,12,21,17,14,17,11,13,11,8,10,9,8,7,6,7,1,3,6,8,9,""
28,2,11,17,11,14,11,14,18,17,21,16,11,7,60,15,11,21,3,3,2,8,6,5,7,""
29,14,12,12,12,13,12,23,16,16,11,7,7,11,7,8,8,5,5,7,6,4,8,6,8,""
30,13,16,16,15,16,14,16,14,12,13,10,13,6,17,4,11,4,4,6,7,2,5,9,8,""
31,8,16,17,13,10,12,17,11,10,5,12,9,5,20,5,6,6,3,4,8,5,2,8,-1,""
