apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,0,3,8,13,11,17,16,20,16,32,23,27,24,22,31,20,18,14,10,9,7,6,4,""
02,0,5,2,2,4,7,9,12,12,30,31,36,25,31,31,26,12,10,11,7,6,5,3,2,""
03,0,4,0,4,6,4,11,15,27,30,34,37,27,26,29,24,16,8,7,12,3,6,2,2,""
04,1,4,4,4,5,8,4,20,24,32,41,35,24,30,31,26,25,18,8,9,4,7,3,4,""
05,1,2,4,7,3,14,14,12,38,33,34,35,40,29,32,40,33,25,20,9,5,4,3,4,""
06,2,0,5,3,8,8,9,20,33,37,30,35,34,24,31,44,30,26,13,11,5,6,6,3,""
07,3,1,2,4,7,8,10,18,20,34,36,32,27,33,36,33,30,24,18,11,8,7,4,2,""
08,1,1,2,0,5,12,11,20,39,21,32,44,28,36,19,30,27,21,15,13,6,7,2,4,""
09,3,4,7,6,5,13,19,19,23,23,27,29,17,18,25,36,39,20,14,14,10,10,6,2,""
10,0,5,2,5,8,14,13,17,24,25,32,37,33,22,29,36,27,18,12,12,7,6,1,1,""
11,3,1,1,4,10,13,16,17,27,28,40,37,38,43,38,34,41,27,16,7,7,5,5,1,""
12,1,1,3,9,13,21,22,27,37,48,44,46,54,20,44,53,26,28,19,20,22,4,6,3,""
13,4,2,2,3,5,11,18,10,18,30,32,32,40,24,31,47,42,23,15,10,2,11,5,2,""
14,1,2,3,9,9,13,16,17,24,31,42,42,38,31,32,30,18,16,7,13,3,5,3,2,""
15,2,0,1,4,6,12,13,23,29,28,41,49,31,24,30,32,29,28,17,6,5,3,2,2,""
16,0,0,3,3,6,9,13,21,30,21,20,36,30,33,20,19,16,14,7,3,1,5,1,2,""
17,0,1,1,4,3,17,13,16,30,33,29,42,27,27,35,37,54,20,16,14,17,14,7,4,""
18,3,1,1,3,7,11,13,15,27,25,36,42,27,40,45,43,40,21,31,17,15,11,5,4,""
19,2,2,3,5,10,6,21,24,26,36,27,35,39,39,47,36,36,31,28,15,11,9,6,1,""
20,0,2,0,3,5,13,14,20,31,31,30,35,41,34,37,46,50,27,15,16,18,7,5,2,""
21,4,2,3,2,9,5,12,24,33,25,32,30,30,35,38,44,37,28,17,14,17,11,4,2,""
22,2,5,3,4,6,17,30,39,43,39,39,39,45,51,47,58,59,19,24,23,19,13,4,3,""
23,3,3,6,3,14,22,23,24,34,41,47,36,63,54,50,58,59,25,23,24,16,17,6,9,""
24,2,2,2,8,8,16,19,24,34,45,46,50,49,51,62,56,50,41,22,23,23,15,11,3,""
25,5,6,3,4,7,12,6,20,30,34,26,39,63,52,46,54,33,23,24,23,20,15,7,4,""
26,0,3,3,3,6,12,17,15,25,28,28,42,46,34,50,42,42,25,24,23,19,11,7,5,""
27,2,4,2,4,7,9,14,23,34,37,41,54,49,44,58,64,57,37,29,35,21,17,11,4,""
28,0,6,7,7,15,20,19,26,34,47,43,59,66,40,59,61,55,37,30,15,14,15,4,4,""
29,2,3,3,9,16,25,29,23,28,28,48,65,50,57,50,61,42,35,41,20,12,16,13,6,""
30,0,1,3,1,13,13,32,36,26,33,29,41,73,48,57,57,46,29,42,38,28,22,12,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
