apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,44,35,22,21,41,36,54,73,84,64,76,84,96,56,53,28,31,44,60,87,45,50,54,""
02,54,53,84,75,99,76,113,79,72,97,123,129,112,131,123,99,91,122,108,127,112,105,61,56,""
03,35,42,43,33,49,60,48,60,63,78,84,80,86,86,65,71,80,67,94,54,70,71,31,1,""
04,12,14,13,16,18,17,43,46,49,50,70,80,76,98,108,116,136,143,165,154,146,142,147,163,""
05,105,74,26,24,20,7,20,39,49,97,92,101,124,105,104,86,107,102,118,99,104,109,85,74,""
06,77,83,50,77,106,94,107,108,124,143,192,196,184,203,177,207,237,270,235,234,230,149,97,96,""
07,63,82,57,49,77,72,74,63,77,70,80,133,85,111,87,73,75,91,101,99,67,74,72,64,""
08,28,15,32,21,39,42,49,61,67,56,64,43,80,83,62,62,77,69,71,69,69,81,62,64,""
09,48,58,63,32,56,56,66,66,106,80,66,98,74,78,97,64,77,77,60,45,76,102,72,77,""
10,44,54,83,55,115,110,134,111,172,109,140,196,222,191,159,175,162,158,155,129,134,198,182,176,""
11,144,159,146,146,188,241,215,224,172,203,185,209,197,219,194,217,289,203,203,209,203,173,89,43,""
12,40,68,79,78,83,86,142,119,75,116,145,140,260,152,170,151,195,164,185,178,158,174,114,113,""
13,113,120,144,130,136,123,163,184,175,188,200,217,189,190,219,201,172,181,199,171,174,116,77,73,""
14,67,41,40,71,48,46,51,58,88,66,78,65,90,101,110,99,108,92,91,88,87,85,46,31,""
15,34,31,35,25,46,46,52,58,65,76,77,73,73,41,65,94,106,123,133,128,100,137,95,102,""
16,85,150,83,64,116,161,144,141,102,167,130,146,112,122,123,116,154,169,136,164,161,128,107,62,""
17,81,75,51,77,123,120,111,122,133,130,125,123,136,151,151,185,180,160,205,187,201,149,69,58,""
18,54,52,37,38,40,43,62,96,59,79,114,225,151,150,143,142,144,127,154,132,183,117,66,50,""
19,34,12,29,28,27,61,65,102,113,132,121,154,157,123,136,149,178,150,132,130,131,103,62,30,""
20,29,23,21,21,19,18,39,43,53,48,42,50,38,69,49,69,91,71,78,56,48,84,82,55,""
21,65,33,15,18,22,16,11,18,17,48,50,42,47,47,34,52,69,70,62,67,50,32,21,16,""
22,22,30,23,27,33,29,38,37,32,53,63,51,70,53,53,43,50,80,78,91,91,67,36,17,""
23,23,27,21,28,29,47,47,36,49,36,51,55,34,61,40,57,55,66,52,32,50,34,16,6,""
24,5,8,22,28,12,29,21,24,38,43,48,70,45,61,58,63,65,91,82,73,51,36,20,13,""
25,20,23,23,20,23,63,46,31,45,67,79,58,88,59,61,60,80,71,58,63,51,45,12,8,""
26,20,17,16,8,15,11,28,17,32,24,40,37,65,62,63,70,78,89,87,76,53,82,35,28,""
27,22,11,1,10,13,13,6,16,16,25,23,33,18,43,32,23,43,30,35,31,35,45,34,33,""
28,75,93,86,37,40,25,25,29,11,16,11,18,8,15,12,10,9,6,7,8,13,27,13,6,""
29,4,2,2,5,7,1,10,17,7,7,11,8,14,11,24,26,20,21,20,23,8,27,4,5,""
30,14,13,5,6,6,15,12,7,5,14,16,26,33,28,24,27,18,23,27,37,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
