apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,3,4,4,2,5,1,11,11,""
02,12,12,14,17,6,7,16,12,9,13,13,8,5,6,6,3,2,3,5,4,4,10,6,15,""
03,11,8,9,8,16,5,7,6,12,5,11,12,9,7,6,4,2,4,10,5,9,7,6,14,""
04,12,18,16,12,4,17,9,12,9,7,19,11,9,4,2,4,5,2,8,8,2,8,7,12,""
05,7,9,18,12,18,12,8,8,6,15,6,12,6,7,9,5,3,6,9,3,7,6,4,9,""
06,19,8,14,11,11,12,11,12,21,3,7,9,3,4,5,7,5,1,3,9,4,10,15,7,""
07,14,9,19,11,12,12,14,10,4,8,4,8,11,8,1,4,4,3,4,1,3,7,7,13,""
08,8,10,14,10,8,12,7,10,9,9,10,5,8,1,5,2,3,8,4,4,9,8,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,16,-1,35,25,12,9,14,6,14,10,10,22,24,20,""
12,21,27,21,21,26,11,17,15,26,29,28,21,19,17,12,11,8,7,10,18,17,13,24,24,""
13,28,29,31,21,32,31,31,23,18,21,25,28,30,18,15,10,7,8,8,-1,32,23,26,28,""
14,37,23,31,17,28,24,22,27,18,28,37,27,25,14,14,12,13,13,8,3,20,15,23,28,""
15,26,27,32,23,26,21,-1,48,21,21,21,28,22,23,11,3,5,4,9,12,9,12,20,37,""
16,37,24,26,35,21,22,28,18,19,18,28,19,17,19,15,16,10,13,8,16,17,14,19,20,""
17,31,24,35,17,25,19,17,33,31,30,29,32,25,26,23,15,8,5,10,19,14,16,22,26,""
18,41,32,28,30,28,27,36,19,24,28,34,-1,60,26,6,9,9,10,10,11,8,20,25,27,""
19,32,31,29,25,19,23,3,28,18,-1,57,-1,15,26,16,7,9,8,5,11,21,18,22,26,""
20,24,34,20,26,37,18,34,21,30,26,25,19,24,26,13,13,15,11,8,14,12,21,17,34,""
21,32,31,33,32,32,33,29,25,22,35,22,30,14,24,8,12,9,11,17,13,15,19,23,32,""
22,28,37,38,42,40,31,44,25,27,25,32,34,24,18,16,16,13,11,13,13,14,20,22,37,""
23,31,21,39,28,31,38,34,34,27,28,30,29,23,29,16,11,13,8,8,10,11,22,34,29,""
24,30,32,32,27,39,29,30,22,31,31,25,25,34,24,15,15,4,12,7,4,10,18,27,23,""
25,30,28,29,26,26,30,30,19,24,30,30,24,36,23,21,13,10,13,7,9,14,21,19,18,""
26,29,20,24,34,28,23,25,38,28,26,35,36,30,15,31,11,13,8,11,7,13,21,24,25,""
27,24,22,31,25,22,28,33,26,26,22,33,28,23,16,13,17,12,9,7,9,22,27,20,22,""
28,32,33,20,18,32,28,29,30,32,30,36,24,23,31,15,11,6,9,16,17,17,19,20,27,""
29,24,32,30,31,35,36,28,38,107,25,37,27,25,23,22,13,11,7,11,11,21,16,20,27,""
30,18,23,32,37,21,31,29,25,26,31,36,32,21,26,20,13,10,7,14,15,21,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]nhk{`lel',dk{`hjfI,"g`ym'`}"
