apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,6,0,2,4,4,0,1,0,0,0,3,2,1,3,0,4,5,4,5,13,5,1,7,""
02,4,3,1,1,5,3,1,1,2,2,1,4,3,5,1,3,6,5,8,7,7,6,10,10,""
03,4,2,4,3,2,1,1,3,0,1,1,4,3,6,5,2,1,5,4,10,8,6,7,3,""
04,8,2,2,3,3,1,4,0,1,0,3,3,4,4,1,3,1,4,4,4,7,3,6,1,""
05,6,5,3,3,2,2,0,2,1,1,2,1,7,9,3,1,6,6,7,6,5,3,9,6,""
06,5,4,2,3,3,1,1,0,1,1,2,7,3,2,3,2,5,5,2,3,9,4,4,7,""
07,3,3,3,4,0,4,2,1,0,2,1,4,0,4,1,6,6,5,6,2,3,1,4,5,""
08,4,4,0,0,2,1,2,3,0,2,0,3,2,1,5,2,4,5,2,6,5,2,8,6,""
09,5,2,3,2,2,3,2,1,2,2,2,2,2,3,1,2,1,6,1,6,7,2,7,10,""
10,4,2,2,0,0,4,2,2,0,2,2,2,4,1,5,4,1,5,6,5,4,6,2,8,""
11,2,1,1,2,1,2,2,1,1,6,4,5,3,1,5,3,2,3,8,3,5,6,5,10,""
12,7,5,1,3,3,3,1,1,1,3,2,0,5,4,1,3,0,3,3,6,7,9,6,7,""
13,2,1,0,2,2,0,1,0,4,0,1,5,3,2,2,5,2,3,8,2,12,6,11,1,""
14,1,2,1,1,2,4,2,2,2,3,2,3,1,1,4,2,2,3,3,3,2,8,12,6,""
15,3,4,4,0,0,1,1,2,2,0,4,0,6,5,3,6,2,3,4,2,3,8,7,2,""
16,2,2,0,3,2,0,3,2,2,1,4,2,4,3,1,0,1,2,4,5,6,7,5,4,""
17,5,3,2,2,6,5,2,0,2,2,0,2,1,1,0,1,4,8,3,6,6,7,2,5,""
18,3,0,0,3,1,0,3,2,1,2,1,0,1,2,1,3,1,2,11,4,6,5,7,5,""
19,4,0,0,2,0,0,3,0,0,0,0,0,1,4,0,2,1,9,5,1,3,6,10,6,""
20,2,4,1,0,3,4,1,0,2,0,0,1,0,2,8,1,5,3,1,7,6,5,5,7,""
21,1,3,2,1,1,1,3,1,1,1,0,2,5,5,4,2,2,4,5,7,3,4,5,7,""
22,5,4,3,3,1,3,1,1,0,1,2,4,2,1,5,2,3,4,4,9,4,6,7,5,""
23,4,1,2,1,2,2,1,0,0,0,0,1,2,1,4,2,2,5,6,5,2,6,3,5,""
24,1,3,5,4,2,4,2,1,1,0,2,3,1,2,3,3,3,7,7,3,8,4,9,5,""
25,4,2,0,2,2,1,2,1,2,0,1,0,6,1,2,2,1,2,5,4,6,9,3,4,""
26,3,0,4,3,5,0,2,1,0,0,2,4,2,4,1,1,2,1,7,4,7,2,5,2,""
27,3,1,3,5,2,1,2,0,3,0,3,1,2,0,3,1,2,1,5,5,6,4,2,4,""
28,12,1,2,2,4,0,1,0,1,0,1,2,3,4,2,4,2,6,3,7,5,4,5,4,""
29,6,4,3,3,3,3,3,1,0,1,1,3,5,6,4,0,6,3,1,6,9,4,2,3,""
30,0,1,1,0,2,1,1,2,0,1,1,0,1,1,1,12,2,1,0,10,5,2,7,3,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
