apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,034,044,040,039,045,034,045,020,029,033,042,030,029,022,025,027,022,021,036,030,035,040,045,045
02,041,050,046,045,051,052,037,041,047,056,038,043,030,034,029,028,024,029,029,028,030,036,037,043
03,029,053,044,054,046,050,037,045,039,044,044,048,021,019,030,023,029,018,023,027,023,038,036,044
04,042,037,043,040,043,053,055,049,051,048,046,049,036,023,033,018,024,023,022,027,030,027,036,040
05,042,041,055,039,056,046,043,056,047,052,051,048,036,031,035,026,021,025,023,027,036,035,048,047
06,049,045,047,048,033,048,057,071,052,056,061,051,046,045,035,034,026,026,021,027,027,033,032,037
07,041,048,047,042,064,048,055,043,054,061,057,046,041,039,031,036,032,027,032,032,026,049,035,034
08,035,042,042,041,053,047,051,052,058,051,051,055,039,041,036,023,020,017,029,031,029,035,034,047
09,053,042,035,039,054,047,045,041,049,051,062,046,040,035,025,033,022,030,029,015,015,022,021,028
10,030,024,021,023,026,036,019,030,046,036,048,038,040,026,025,027,021,017,021,021,016,025,035,030
11,044,034,038,043,048,047,039,045,045,058,042,062,050,039,022,030,036,031,021,028,030,033,040,041
12,036,042,035,050,046,031,036,061,058,057,050,046,036,032,038,033,026,025,029,023,025,024,038,035
13,039,044,032,038,050,045,049,059,051,069,061,038,043,037,032,028,027,026,019,025,024,026,038,026
14,022,023,022,029,022,028,043,047,045,048,055,045,036,027,039,033,030,022,022,035,036,028,034,039
15,037,037,044,042,036,047,056,047,051,057,034,033,024,026,020,032,033,032,027,023,027,030,045,034
16,040,037,034,032,038,046,056,048,038,024,033,040,023,028,035,032,019,023,017,022,027,029,041,037
17,033,032,032,031,027,023,024,030,035,040,043,035,041,026,030,020,018,024,033,021,031,039,048,057
18,058,049,047,058,059,040,033,026,022,029,042,048,029,028,029,024,033,019,026,016,020,041,034,039
19,045,036,034,046,040,052,045,059,048,051,045,041,042,030,044,024,027,024,018,026,036,033,040,036
20,031,044,059,034,051,052,056,059,053,059,054,050,033,037,027,031,028,019,025,035,027,034,034,036
21,050,057,074,065,054,058,057,063,054,068,053,045,051,039,030,034,030,018,029,027,030,033,042,040
22,042,053,052,066,053,062,046,058,065,062,055,036,042,030,036,028,031,018,029,029,024,027,050,034
23,055,049,048,050,045,048,048,063,067,058,058,059,034,043,031,027,019,027,032,039,035,044,053,055
24,036,042,030,027,039,035,033,034,035,049,046,048,032,035,044,033,040,020,021,023,024,030,032,021
25,018,032,025,031,026,030,033,053,048,062,048,040,034,030,026,033,029,026,022,027,025,037,037,054
26,056,044,044,035,046,049,060,029,036,042,044,034,032,023,051,029,027,027,027,033,034,030,036,052
27,050,045,043,050,042,047,057,046,084,069,055,053,040,036,037,038,036,078,078,062,067,068,040,066
28,101,048,061,058,080,123,098,084,089,057,068,059,062,042,064,037,028,031,050,095,084,090,037,081
29,058,077,076,056,091,100,114,083,074,047,050,042,040,046,036,045,026,026,026,039,047,057,065,077
30,065,066,067,070,069,125,081,069,063,051,051,060,053,037,044,029,039,002,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
