apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,8,11,14,8,9,10,17,6,9,8,14,10,5,16,9,6,6,10,8,5,11,5,10,""
02,16,15,15,11,15,11,13,9,9,9,12,9,10,8,7,3,4,6,1,5,7,7,3,6,""
03,8,12,13,12,21,14,6,11,15,14,12,13,19,17,18,4,8,6,7,3,3,14,10,7,""
04,16,23,23,24,15,17,12,14,8,13,17,7,13,11,6,13,6,5,5,4,5,4,13,14,""
05,12,15,12,11,11,12,16,8,13,10,14,12,7,14,16,8,5,8,4,9,7,11,11,24,""
06,13,14,19,12,21,24,13,15,16,13,16,12,15,18,7,7,6,6,8,8,11,13,8,11,""
07,14,10,19,16,13,11,13,13,8,11,11,14,5,15,9,8,6,8,2,1,11,3,9,14,""
08,15,10,24,15,11,10,14,16,14,11,6,7,11,7,9,14,11,2,4,3,9,5,10,13,""
09,13,19,15,12,7,12,10,17,16,9,15,15,12,6,9,9,6,4,6,2,6,7,10,7,""
10,12,16,11,9,9,16,17,9,8,12,11,7,5,13,3,9,5,6,5,4,2,8,11,8,""
11,16,6,11,15,9,8,19,10,7,7,14,5,17,19,8,7,10,4,6,6,6,6,8,13,""
12,15,16,14,19,9,13,8,13,11,8,22,18,17,12,20,8,11,2,10,7,4,10,9,9,""
13,11,6,11,9,10,12,11,17,14,12,9,10,9,17,10,7,3,2,2,10,7,16,10,11,""
14,17,21,13,13,10,13,14,12,13,9,14,17,7,12,9,6,6,7,4,6,7,7,12,5,""
15,11,6,23,14,8,10,13,12,21,6,11,8,13,14,10,6,4,6,9,6,7,7,19,16,""
16,19,18,17,13,14,13,25,15,21,6,22,5,14,21,13,9,8,2,5,5,11,10,10,25,""
17,24,15,21,13,16,17,14,22,8,19,18,19,22,12,10,10,10,7,10,8,7,6,10,23,""
18,10,19,19,14,13,16,26,21,11,12,17,22,20,17,7,12,8,6,8,4,4,9,13,7,""
19,15,17,16,14,13,19,22,13,13,17,10,17,15,18,11,13,7,6,5,7,7,8,17,15,""
20,21,12,17,20,18,20,18,18,17,14,13,18,20,22,22,8,11,8,6,4,13,11,27,19,""
21,25,20,26,23,24,22,12,15,8,14,14,13,18,17,13,12,9,5,5,4,6,17,17,14,""
22,29,21,19,21,34,32,31,23,16,18,14,22,23,10,12,8,7,8,5,11,4,5,14,15,""
23,11,17,14,20,17,25,21,25,11,18,17,13,19,19,10,14,4,3,4,6,9,9,17,19,""
24,18,19,18,17,23,14,22,13,8,14,10,13,17,16,16,11,9,6,3,7,8,6,19,7,""
25,15,14,15,14,20,16,14,14,18,16,12,13,21,16,13,6,11,6,6,2,4,6,10,11,""
26,17,21,31,13,19,13,15,22,8,21,14,12,18,27,13,12,9,6,8,6,4,10,16,20,""
27,23,14,17,15,16,17,22,16,19,20,16,9,12,7,18,10,5,4,4,6,5,9,10,18,""
28,17,11,13,16,13,25,18,20,11,18,17,21,17,10,18,5,13,4,9,12,7,14,9,15,""
29,19,16,14,16,20,25,14,22,14,12,16,16,21,18,18,10,11,11,5,8,3,9,13,10,""
30,16,19,22,18,24,25,23,14,11,18,21,17,19,14,12,10,8,9,6,6,0,9,7,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
