apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,16,21,19,17,24,18,16,16,24,24,27,47,45,49,40,49,32,25,49,72,33,-1,-1,""
02,-1,20,15,19,24,22,18,28,41,36,53,61,55,67,77,79,60,54,41,47,33,33,21,19,""
03,21,25,27,41,24,25,22,34,35,38,54,45,33,39,48,35,29,30,22,17,7,3,2,0,""
04,1,2,3,2,2,3,2,1,1,4,5,5,10,13,13,10,9,11,12,15,13,8,5,3,""
05,3,6,4,5,5,1,7,5,6,10,9,10,9,9,9,9,7,9,7,10,7,3,5,5,""
06,4,7,1,2,6,6,4,4,6,6,11,9,18,11,11,8,7,8,6,7,12,5,3,7,""
07,5,8,8,9,10,14,12,17,15,20,37,27,36,37,25,73,64,40,43,50,50,24,27,23,""
08,29,30,23,26,34,27,23,30,41,49,48,46,48,42,28,51,29,32,25,34,20,22,11,11,""
09,20,9,13,22,19,14,14,28,27,29,25,30,28,24,20,33,27,19,31,29,23,16,16,7,""
10,9,11,8,17,15,10,14,14,20,18,16,20,24,19,21,26,21,6,17,14,18,27,17,14,""
11,10,10,10,13,16,18,17,22,28,29,35,46,60,61,74,82,41,55,50,58,51,36,30,18,""
12,15,21,31,34,38,29,34,34,36,52,42,48,65,57,64,59,65,57,47,40,31,26,12,7,""
13,11,13,11,15,38,27,35,26,33,12,20,20,27,33,33,21,26,28,28,16,24,14,7,12,""
14,8,9,10,9,13,11,10,-1,-1,25,18,29,23,19,48,53,50,35,31,32,15,11,3,6,""
15,8,5,10,9,15,18,19,25,10,40,40,28,46,21,26,23,17,20,10,20,13,4,15,9,""
16,7,11,13,16,39,24,23,28,30,33,36,35,40,19,23,19,24,11,13,28,13,13,8,4,""
17,6,9,15,10,11,16,19,27,27,28,35,34,43,69,65,38,20,31,29,51,33,25,18,9,""
18,18,20,32,37,59,45,37,57,35,50,67,71,81,81,78,58,49,49,63,65,64,34,34,12,""
19,26,31,32,35,40,30,32,43,43,60,61,69,65,92,86,80,61,64,65,58,35,24,9,15,""
20,16,18,21,11,17,20,31,18,31,44,56,41,41,45,69,28,30,22,10,17,17,8,7,7,""
21,5,4,13,16,26,21,12,18,23,24,28,47,57,38,22,16,15,15,25,17,14,9,9,5,""
22,5,9,11,30,29,41,35,34,42,57,93,83,104,82,109,120,87,86,-1,-1,-1,-1,28,-1,""
23,-1,-1,-1,-1,-1,38,53,53,52,60,73,75,105,105,89,89,74,93,98,92,83,49,14,12,""
24,4,9,12,9,6,12,5,19,15,26,31,27,17,29,20,21,28,20,19,18,18,9,6,5,""
25,8,6,10,6,18,20,17,23,29,29,49,35,55,53,41,42,27,32,46,55,34,12,10,7,""
26,8,3,22,18,22,27,12,31,65,68,73,56,82,104,104,76,79,67,64,77,62,42,40,33,""
27,30,29,24,33,47,35,35,48,45,65,58,75,81,98,101,72,78,85,88,60,81,70,40,40,""
28,26,23,32,39,45,56,54,57,51,62,77,73,70,70,81,54,49,64,42,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,76,87,75,55,42,16,""
30,22,27,39,37,58,61,49,54,50,79,77,70,91,127,90,82,66,104,129,117,83,57,28,38,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
