apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,70,50,53,63,64,76,49,51,66,18,18,16,""
02,14,21,18,21,30,86,96,73,223,137,127,93,70,82,87,24,61,32,22,23,20,17,16,21,""
03,19,20,29,13,35,98,46,124,106,167,117,82,60,47,78,92,43,63,31,71,31,15,17,15,""
04,17,20,17,26,46,70,76,47,67,85,71,38,51,28,40,54,42,76,19,67,47,17,19,12,""
05,14,21,27,33,27,95,54,67,72,94,90,65,84,43,24,40,23,27,12,20,18,17,14,12,""
06,18,19,24,32,36,79,44,46,67,88,70,67,68,38,53,27,51,55,36,51,44,9,19,15,""
07,17,15,26,28,26,82,43,63,59,59,63,42,41,23,33,16,39,29,15,36,9,18,17,15,""
08,13,15,28,31,27,78,48,59,85,89,77,47,56,47,24,41,46,57,16,74,50,11,16,13,""
09,20,21,23,34,35,85,93,68,96,66,65,62,46,26,22,23,28,14,19,18,14,11,11,15,""
10,21,18,26,28,24,68,63,43,58,58,76,21,39,16,27,51,68,37,41,93,31,11,17,13,""
11,9,17,22,17,33,51,47,40,37,51,32,34,48,22,42,-1,8,42,65,64,41,10,16,10,""
12,20,25,25,24,22,66,35,35,45,52,69,57,39,25,27,14,41,63,40,50,50,6,14,13,""
13,17,32,17,34,26,90,80,86,55,102,67,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,36,53,82,57,42,63,12,7,16,""
16,24,24,22,39,28,134,75,71,86,112,96,69,53,80,52,33,48,30,19,39,21,17,16,21,""
17,9,24,19,18,38,98,94,90,92,72,49,74,56,44,82,29,60,37,22,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,56,74,89,67,44,37,31,34,23,48,88,32,34,17,13,17,14,""
19,22,17,28,27,28,72,82,62,112,114,37,76,45,42,57,48,21,42,33,60,32,23,20,14,""
20,13,13,29,26,39,97,73,69,83,87,70,79,101,66,56,55,77,61,40,86,28,25,13,14,""
21,22,20,29,31,39,118,93,75,110,118,123,105,102,63,57,79,78,47,45,72,34,13,14,21,""
22,21,17,39,34,50,107,125,80,124,128,95,65,79,82,71,66,82,59,51,54,65,31,13,14,""
23,16,17,20,21,35,96,96,61,133,128,82,115,88,65,57,29,39,27,26,19,26,16,15,17,""
24,11,20,27,29,41,60,56,59,97,73,47,47,35,52,28,53,45,47,21,73,31,14,17,17,""
25,19,20,20,20,40,87,87,67,78,79,69,98,53,38,60,54,50,33,39,53,42,18,9,11,""
26,21,21,30,21,40,96,53,60,89,54,67,60,53,51,50,46,34,33,46,34,22,19,16,22,""
27,17,20,36,31,41,70,72,60,71,87,77,55,46,41,33,38,23,18,35,50,47,16,23,11,""
28,16,24,21,25,21,66,76,65,55,54,50,47,40,31,37,40,46,28,18,60,38,24,15,14,""
29,22,22,13,34,45,98,72,51,82,71,46,49,30,45,36,60,55,32,41,35,35,14,9,15,""
30,12,26,20,31,33,89,86,92,102,91,95,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
