jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,23,20,13,18,24,25,32,44,28,16,19,17,26,29,22,29,25,8,15,7,23,14,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,36,27,31,15,10,13,4,10,17,23,""
07,22,19,27,37,37,53,59,61,57,38,37,38,61,47,52,47,34,24,14,6,12,9,16,14,""
08,20,26,28,31,39,65,86,67,55,33,38,48,52,66,68,45,48,26,17,8,10,13,9,14,""
09,22,19,26,31,38,69,73,70,71,36,41,40,54,81,48,68,39,17,16,10,8,15,9,16,""
10,18,23,24,36,47,55,73,58,53,26,28,46,96,88,70,56,54,29,25,11,24,19,12,25,""
11,28,37,39,51,54,53,58,64,57,57,38,40,74,78,85,80,75,34,21,18,16,10,15,30,""
12,18,25,30,49,42,56,84,87,92,63,67,64,87,98,88,79,72,41,17,18,15,12,13,13,""
13,30,38,42,42,64,61,85,65,51,34,33,42,70,66,51,50,37,38,30,22,10,9,15,17,""
14,28,32,40,48,52,72,88,78,60,48,38,73,62,73,43,58,44,35,22,19,16,14,18,13,""
15,26,21,40,47,50,55,76,60,48,35,29,44,57,67,65,55,51,34,30,14,9,19,13,13,""
16,19,28,47,48,76,63,65,74,57,41,24,39,65,48,76,68,45,48,25,27,10,18,18,17,""
17,28,23,39,52,63,65,65,60,51,20,44,43,44,61,58,66,51,37,20,22,21,14,24,18,""
18,21,24,35,47,50,66,67,69,51,34,36,41,47,74,61,53,40,28,19,11,13,13,18,15,""
19,27,27,44,36,55,75,89,58,51,50,36,44,72,42,67,37,51,32,17,19,11,15,18,17,""
20,12,28,20,33,51,69,50,54,39,33,29,41,45,61,60,49,45,20,25,23,12,14,22,25,""
21,26,33,33,37,54,62,70,50,57,32,21,39,45,54,48,52,38,24,26,21,21,13,16,22,""
22,23,34,29,31,39,57,68,62,70,35,33,42,66,52,52,39,34,33,22,14,12,18,14,23,""
23,24,24,34,33,37,55,72,73,39,26,29,37,44,45,31,37,42,20,15,10,11,15,12,17,""
24,21,24,32,47,50,49,50,54,41,38,26,28,38,36,54,41,36,25,20,12,12,14,14,12,""
25,25,24,35,36,40,54,28,52,58,46,28,41,36,46,43,96,49,59,10,8,14,16,16,21,""
26,27,37,41,46,47,65,56,74,60,47,36,31,50,49,31,34,38,27,22,18,17,26,19,28,""
27,33,32,46,47,57,69,60,76,55,48,67,38,47,50,59,36,54,20,25,24,15,22,19,31,""
28,38,26,43,47,52,69,79,93,72,50,27,39,51,49,44,40,33,33,21,26,15,28,34,34,""
29,21,41,49,67,63,71,96,99,50,24,23,40,55,69,74,71,54,38,24,23,19,23,22,19,""
30,28,39,48,56,73,53,60,60,56,58,51,35,52,50,42,37,38,35,25,42,21,11,9,17,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
