jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,3,4,0,1,0,0,1,""
03,0,1,1,1,1,3,1,0,2,4,2,4,4,4,6,2,2,0,0,4,2,4,0,2,""
04,2,1,0,0,0,2,0,1,1,6,1,0,0,1,1,0,0,0,0,1,0,1,0,0,""
05,0,3,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,""
06,0,0,1,0,0,3,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,""
07,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,""
08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,""
09,0,0,0,1,0,1,0,0,1,0,0,2,2,14,6,0,0,0,0,0,0,0,0,0,""
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,""
13,0,0,0,0,0,0,1,0,3,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,""
14,0,0,1,0,0,1,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,""
15,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,2,3,1,0,0,0,0,0,0,""
16,0,1,1,0,1,0,0,5,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,""
17,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,""
18,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,""
19,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,""
20,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10,1,0,0,0,0,0,1,1,0,""
21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,""
27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,13,47,""
28,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,""
29,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
