jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,0,1,2,3,5,6,5,4,15,6,9,14,20,39,57,43,44,43,45,29,15,4,7,""
02,2,3,0,0,1,1,1,4,5,10,4,11,15,27,35,51,57,53,13,15,12,11,4,0,""
03,1,2,1,1,3,0,3,5,4,6,9,20,29,26,34,32,14,9,19,43,46,27,14,6,""
04,3,2,1,0,1,3,6,5,2,9,4,6,11,14,26,34,51,71,74,57,42,14,5,2,""
05,0,1,3,1,3,2,3,3,1,5,2,9,6,19,26,52,51,59,47,52,38,13,10,3,""
06,1,1,0,1,0,0,2,1,2,2,0,0,2,2,3,3,4,1,3,2,0,3,2,2,""
07,2,1,4,1,0,0,0,0,0,1,2,6,7,8,32,26,42,19,10,10,11,2,5,0,""
08,4,6,1,3,2,0,0,0,0,5,1,5,4,15,14,17,13,11,15,11,24,7,2,1,""
09,3,0,0,2,0,2,5,0,3,3,6,13,22,19,38,46,48,60,39,24,14,7,5,6,""
10,3,0,1,1,1,1,2,1,4,7,7,14,19,39,30,29,22,25,35,46,11,25,11,1,""
11,1,3,1,1,0,4,6,6,9,9,4,13,26,36,42,48,60,32,18,20,31,42,27,2,""
12,5,12,3,3,7,5,3,7,17,2,11,38,28,57,54,67,92,86,68,70,46,42,18,4,""
13,3,2,2,2,2,4,4,15,8,6,22,37,36,61,59,91,71,61,23,28,28,21,6,10,""
14,5,6,4,1,0,2,5,3,8,4,15,18,26,31,59,65,43,37,61,69,47,44,21,13,""
15,8,2,8,6,4,11,8,9,16,17,17,27,36,28,62,66,66,72,55,73,64,48,21,8,""
16,2,7,10,6,8,13,10,15,10,15,26,21,36,53,68,80,85,76,67,88,51,36,32,10,""
17,14,4,8,7,12,12,10,21,10,13,33,30,43,62,62,93,72,63,65,38,40,35,21,17,""
18,8,6,4,9,5,0,5,5,6,8,8,15,21,23,26,36,51,38,33,35,13,6,4,19,""
19,1,2,3,3,3,1,3,3,8,6,7,11,18,27,60,53,41,31,39,55,39,11,5,2,""
20,0,1,0,5,0,1,3,2,3,0,3,3,10,13,17,14,7,3,4,2,7,2,1,0,""
21,1,2,2,0,3,0,1,1,3,1,2,7,7,10,21,11,15,13,18,25,28,9,3,5,""
22,1,1,3,1,0,1,4,2,2,2,2,9,3,6,14,12,5,5,4,3,6,10,4,5,""
23,4,1,2,2,1,0,1,2,4,6,5,9,12,17,20,26,29,24,18,27,23,22,13,1,""
24,1,1,1,1,1,0,1,5,2,5,12,13,15,24,44,45,22,18,19,30,22,8,3,2,""
25,3,0,0,0,4,2,0,1,7,5,5,11,16,19,20,32,50,25,33,47,20,11,8,6,""
26,2,2,1,1,2,1,4,3,3,7,4,11,11,21,28,26,33,43,46,34,16,18,9,3,""
27,1,0,0,1,0,1,1,0,2,4,6,10,11,17,27,32,49,31,17,17,19,24,19,4,""
28,0,1,1,1,0,3,3,2,1,3,4,8,9,8,17,8,12,4,8,6,3,3,1,32,""
29,37,230,0,0,0,7,0,4,0,0,0,5,0,0,0,2,0,2,0,0,0,5,0,4,""
30,0,31,210,314,51,4,1,0,1,1,2,2,2,10,7,7,7,3,5,2,1,0,2,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]{hzjynI}le,"z'gl}"
