Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,68,68,66,44,53,64,44,34,32,44,154,85,31,26,4,6,7,4,11,58,71,10,4,3
2,4,2,5,1,4,2,1,5,4,1,-1,3,-1,9,11,9,6,9,24,9,7,12,24,28
3,48,49,58,58,49,43,27,29,21,21,17,21,23,10,14,11,5,13,6,8,11,13,20,26
4,38,42,34,36,35,41,29,19,17,26,14,12,20,17,12,8,10,2,1,5,8,18,17,18
5,22,25,49,31,32,52,26,26,25,24,26,11,17,17,10,8,11,4,35,19,8,6,15,31
6,40,40,36,28,41,46,25,21,33,30,29,19,19,12,10,8,8,6,3,7,4,10,20,26
7,24,30,25,34,22,29,28,21,19,13,17,11,13,18,8,3,14,5,3,5,25,66,61,30
8,26,27,20,28,23,33,23,22,18,26,14,15,12,17,17,14,10,5,4,7,15,10,26,27
9,33,41,47,35,25,35,33,37,64,23,24,24,21,25,15,13,7,9,5,19,93,19,23,24
10,35,34,37,33,30,38,32,18,22,25,54,26,31,16,13,13,11,12,43,65,27,17,22,28
11,39,47,50,39,39,37,20,30,38,42,33,35,31,17,13,9,9,7,7,10,10,20,33,37
12,41,46,39,38,29,49,27,36,47,46,47,34,32,23,11,10,2,6,44,25,15,18,31,52
13,44,43,47,57,52,24,37,38,45,45,43,36,48,37,27,23,14,18,4,6,16,25,27,29
14,42,51,34,36,35,35,39,33,35,42,24,28,22,18,22,11,11,8,5,6,8,16,34,28
15,24,38,35,21,22,21,35,23,32,13,30,20,14,17,11,7,7,6,7,6,5,17,12,17
16,17,26,29,25,20,25,14,16,10,23,91,18,22,12,28,30,4,6,7,3,12,16,9,17
17,14,21,18,13,29,19,17,19,26,70,39,19,9,10,10,14,8,2,5,4,5,9,7,12
18,16,15,11,11,16,16,19,22,16,9,13,11,21,12,10,5,8,4,-1,8,5,13,12,13
19,16,21,26,16,29,24,18,15,15,14,36,13,19,9,16,10,16,14,8,7,14,10,13,20
20,16,19,18,17,25,19,16,12,16,15,16,16,14,15,7,4,5,3,4,6,13,22,19,21
21,35,30,40,40,33,42,45,43,34,39,40,28,42,30,56,19,15,18,13,24,18,12,8,18
22,16,18,25,27,12,15,24,42,22,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,18,9,7,5,19,7,6,7,9,12,19
24,20,20,24,17,21,23,23,22,17,12,18,20,13,15,8,9,7,9,5,4,5,13,11,18
25,15,20,15,19,16,23,14,19,20,21,17,18,21,12,22,9,4,7,6,14,13,15,19,19
26,20,19,22,19,25,26,23,15,26,16,18,26,16,13,7,14,9,8,10,10,10,29,22,20
27,18,18,28,25,27,29,29,28,30,33,23,21,21,12,11,6,15,11,10,6,6,12,15,20
28,15,27,34,20,30,26,31,23,17,33,18,18,22,20,16,10,8,20,11,10,7,15,19,26
29,18,25,36,23,25,22,17,30,29,30,26,30,24,20,12,17,57,46,15,8,7,19,20,23
30,16,29,40,30,31,29,37,29,24,28,17,29,17,19,14,12,14,7,8,7,12,8,14,20
31,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
