Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,151,123,151,264,182,158,16,36,98,184,226,253,235,222,145,131,136,114,221,179,191,198,263,239
2,135,93,201,241,164,186,229,221,274,296,309,314,285,234,223,173,185,196,192,189,164,201,210,285
3,250,277,339,291,230,244,259,259,292,292,264,278,241,229,210,188,187,180,139,114,195,209,316,234
4,218,312,400,469,415,409,417,320,337,311,272,223,231,232,257,235,203,164,162,187,255,255,162,226
5,318,395,407,426,500,466,407,454,395,321,344,309,265,276,242,246,209,201,197,215,137,82,255,217
6,243,130,284,360,340,412,317,250,284,320,233,272,268,254,203,202,230,210,206,249,257,254,223,307
7,382,448,427,452,456,513,429,404,435,404,346,326,293,265,218,198,202,170,152,134,188,131,294,309
8,350,297,351,169,142,246,309,349,330,343,290,304,298,260,246,214,206,174,183,235,206,216,278,295
9,183,311,414,447,445,449,353,318,419,348,324,267,264,269,234,220,229,189,192,242,217,191,278,254
10,135,79,79,321,358,351,346,319,348,355,219,251,248,271,271,263,238,201,196,228,222,282,261,309
11,325,374,398,412,394,396,446,411,370,411,352,336,276,288,249,247,226,225,207,182,214,224,227,245
12,293,240,176,231,248,301,285,320,369,385,337,303,273,268,270,281,227,252,239,243,227,273,293,374
13,273,350,341,208,266,405,448,334,374,381,416,322,317,318,305,277,268,219,242,201,240,182,234,334
14,334,326,221,290,357,443,285,313,307,306,305,300,308,308,244,244,230,191,172,206,220,261,325,296
15,340,343,344,378,376,422,396,378,405,391,325,285,321,261,242,199,214,190,195,118,71,100,88,224
16,291,366,320,263,172,270,376,384,358,345,368,335,276,220,226,201,169,185,201,163,167,258,275,291
17,284,343,411,381,478,389,420,411,410,370,353,336,279,248,230,224,201,148,194,231,178,223,187,176
18,187,150,135,346,358,384,373,323,279,282,312,239,239,220,223,185,150,114,90,77,174,77,192,242
19,290,290,319,337,375,417,395,413,333,381,269,224,251,254,215,212,196,187,204,214,191,189,218,245
20,323,389,419,425,401,367,338,278,341,404,353,336,275,260,232,193,162,161,147,194,176,221,235,132
21,265,356,357,345,245,218,349,262,267,320,306,263,223,196,195,139,184,195,191,206,154,176,243,176
22,245,281,332,346,349,229,147,234,316,271,210,233,216,163,156,196,146,135,176,107,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,158,264,273,245,230,227,189,193,169,127,150,154,155,149,192,222,261,234
24,243,238,283,282,264,243,264,271,215,238,279,248,188,187,214,184,206,169,187,233,219,212,253,248
25,248,248,241,316,296,199,262,184,254,243,244,232,225,226,211,156,179,151,166,188,250,228,244,250
26,210,286,369,400,406,427,424,387,376,341,322,251,216,242,191,157,166,154,182,198,177,213,221,235
27,327,344,376,391,404,415,345,322,263,285,271,236,226,223,194,179,168,156,167,184,227,223,238,164
28,207,248,215,286,369,366,285,306,312,243,235,257,292,235,198,164,176,201,185,193,222,281,264,286
29,330,371,386,391,393,392,389,405,414,377,374,287,265,200,177,164,167,158,158,45,186,224,250,307
30,276,302,293,229,214,295,296,342,324,284,252,247,265,248,227,198,146,161,187,179,238,260,262,289
31,337,385,445,395,387,321,329,383,413,357,312,289,276,240,168,161,160,177,151,199,214,231,279,293
