Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,27,29,36,40,62,122,131,199,189,-1,181,195,163,119,107,99,82,79,70,84,57,33,-1,29
2,35,-1,-1,-1,-1,-1,175,189,178,158,181,224,196,125,98,83,89,112,-1,66,94,46,53,25
3,25,21,19,24,59,117,168,153,180,175,208,216,188,151,92,116,116,101,109,59,53,43,-1,-1,-1
4,33,29,39,31,60,100,126,160,151,161,237,-1,-1,-1,-1,-1,-1,84,-1,79,49,49,40,23
5,35,24,33,49,60,86,116,192,166,157,191,168,169,149,118,90,86,89,60,90,59,38,34,15
6,21,27,34,27,57,105,87,159,176,186,261,147,171,168,141,113,93,118,-1,-1,68,51,43,23
7,33,26,31,61,59,99,104,163,170,194,257,189,205,164,103,137,110,115,91,98,54,36,-1,40
8,24,24,-1,-1,-1,-1,-1,130,187,203,203,170,195,137,97,153,79,138,81,74,58,43,38,44
9,-1,-1,-1,-1,69,96,141,170,150,175,159,173,182,116,159,113,193,96,85,103,74,59,43,25
10,31,27,32,56,58,80,118,186,183,193,180,206,162,-1,-1,80,73,-1,114,118,70,55,31,34
11,-1,-1,-1,-1,-1,-1,-1,-1,182,120,140,186,171,225,164,-1,141,176,149,123,72,44,37,38
12,30,34,44,86,82,87,184,203,248,228,311,269,300,227,195,192,227,243,201,209,109,78,144,82
13,82,53,51,49,106,158,157,201,268,280,379,278,361,246,314,245,354,351,310,350,378,203,162,104
14,51,47,25,35,61,58,134,179,181,219,263,176,185,215,298,190,183,179,129,194,94,83,72,48
15,28,31,38,47,109,156,110,135,147,132,200,301,330,329,186,134,116,222,171,223,163,169,38,87
16,27,25,57,40,60,95,119,145,137,138,137,176,170,155,96,104,-1,-1,87,73,-1,57,61,43
17,24,29,32,36,60,78,111,150,172,172,169,199,130,119,110,-1,-1,-1,-1,-1,62,55,39,44
18,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,92,116,98,55,66,89,93,57,-1,-1,-1,-1
19,-1,-1,16,29,40,56,123,154,185,127,192,164,141,138,114,-1,-1,-1,100,64,-1,40,70,27
20,37,-1,23,33,56,81,84,103,115,132,153,114,116,101,79,158,132,136,130,117,106,62,36,50
21,36,35,34,21,38,63,111,116,119,136,193,139,125,94,85,104,121,185,70,75,58,63,70,50
22,40,38,48,38,59,79,111,133,117,133,139,141,-1,123,91,91,125,101,87,94,-1,-1,-1,37
23,40,35,28,38,62,72,94,107,109,92,134,196,134,99,112,92,148,111,108,77,79,96,71,63
24,33,31,35,46,51,104,135,157,173,175,181,204,186,131,114,81,64,76,70,51,46,37,34,27
25,29,32,21,25,29,53,67,88,72,69,111,74,77,85,55,70,117,125,141,142,100,93,88,25
26,-1,-1,17,34,28,50,64,100,106,106,157,87,104,79,90,108,134,133,152,142,106,97,102,56
27,68,67,84,77,113,136,154,142,135,102,110,252,206,179,174,152,117,-1,-1,-1,-1,-1,182,165
28,116,106,105,125,144,163,253,244,129,117,188,337,308,267,254,296,265,266,209,190,170,208,-1,167
29,125,125,166,155,165,213,-1,-1,-1,-1,-1,-1,208,261,296,345,317,246,209,226,193,192,164,94
30,101,90,-1,142,142,146,181,210,88,111,114,109,168,194,210,219,212,213,184,205,194,208,205,138
31,109,109,99,126,147,173,160,98,130,118,133,129,286,249,220,257,267,222,210,226,250,188,141,134
