apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,20,18,16,14,13,10,13,12,12,11,12,9,6,3,4,8,4,4,4,6,9,15,13,""
02,12,14,13,11,13,13,18,16,12,14,11,8,13,11,9,7,4,3,7,7,5,10,9,23,""
03,25,16,18,17,20,18,13,11,12,23,12,12,16,10,5,9,2,4,7,5,8,8,12,11,""
04,15,17,21,17,15,15,8,12,9,24,18,8,8,14,6,3,0,5,3,7,10,18,12,16,""
05,11,14,21,19,17,15,9,24,15,16,9,10,10,7,11,9,1,2,2,6,10,14,10,14,""
06,21,16,13,14,18,16,9,25,15,16,14,15,10,14,6,3,8,3,2,4,8,11,9,21,""
07,17,15,14,10,10,16,12,11,10,18,9,12,11,6,9,5,2,5,8,6,5,6,12,14,""
08,18,18,20,22,16,16,15,11,13,15,14,7,9,9,9,4,5,2,2,3,7,10,15,10,""
09,22,12,10,14,10,12,13,11,22,20,17,13,11,8,4,7,5,6,3,4,12,6,10,17,""
10,16,23,14,19,9,11,11,11,11,14,15,10,11,10,3,6,6,3,5,4,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,12,8,9,-1,5,2,1,2,12,7,10,12,15,""
12,19,17,12,17,16,12,17,20,15,13,13,16,6,6,6,7,5,6,5,9,7,5,12,10,""
13,12,17,17,12,15,12,18,8,14,11,11,8,8,3,4,4,2,0,4,9,6,13,12,19,""
14,16,17,11,8,9,10,15,10,15,12,13,14,4,4,8,5,3,5,6,6,5,13,11,10,""
15,14,8,20,13,7,15,12,12,13,11,10,11,11,12,8,1,4,2,8,3,5,7,16,13,""
16,15,16,19,19,14,10,15,12,11,14,11,6,14,12,6,4,5,4,2,4,5,5,11,14,""
17,9,17,9,11,12,12,15,13,15,16,12,16,11,12,4,5,2,1,9,5,8,11,10,10,""
18,22,16,18,17,11,19,15,15,12,14,8,17,20,8,6,5,6,5,7,8,4,8,13,14,""
19,17,13,17,16,23,13,10,17,25,18,12,8,12,10,7,4,3,2,4,3,9,15,11,8,""
20,12,17,16,8,15,22,21,17,18,13,14,21,12,14,6,3,4,4,4,7,6,6,11,11,""
21,13,14,21,11,11,18,17,7,17,18,7,14,8,12,9,7,2,1,3,2,4,10,10,19,""
22,24,18,24,28,31,13,36,29,16,20,12,10,10,11,11,6,3,4,9,4,10,9,8,17,""
23,12,23,15,19,19,12,20,16,20,12,17,17,10,11,9,6,3,5,5,5,7,11,14,16,""
24,16,16,14,23,17,14,17,18,17,19,18,9,17,7,9,9,8,7,7,4,6,7,13,18,""
25,25,21,17,17,23,14,11,21,21,20,18,7,12,10,7,8,6,7,3,1,6,15,13,14,""
26,14,10,12,10,16,13,17,10,18,13,14,15,16,11,6,7,6,2,6,6,4,5,5,15,""
27,16,18,11,14,10,15,23,9,18,18,13,11,10,8,5,8,11,6,6,5,4,10,6,8,""
28,8,8,11,21,11,16,14,15,15,13,14,16,13,18,6,5,7,5,4,6,7,9,6,11,""
29,16,17,11,12,9,15,14,10,13,15,16,16,12,11,10,6,4,4,4,4,10,7,12,6,""
30,6,10,10,15,21,13,27,17,21,22,16,10,6,10,4,3,6,4,5,8,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
