apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,36,37,38,28,17,16,21,26,14,15,26,17,6,8,12,7,9,7,8,17,14,32,33,""
02,40,33,35,29,28,18,33,29,28,19,19,15,17,11,18,13,6,10,11,14,12,15,26,44,""
03,46,40,49,33,28,19,25,19,18,32,18,19,24,22,14,10,5,9,6,10,12,15,21,38,""
04,39,40,45,41,29,28,19,26,17,25,24,17,17,18,14,5,6,7,7,8,13,22,20,29,""
05,50,36,46,45,30,30,15,27,27,19,16,16,16,15,11,10,9,8,5,12,14,24,14,37,""
06,51,41,34,35,28,27,16,38,24,11,13,22,17,16,11,5,10,10,7,8,15,22,23,38,""
07,45,45,34,28,30,27,24,23,13,19,20,12,16,13,18,11,9,7,12,4,10,17,20,28,""
08,36,38,45,37,21,23,28,20,21,17,22,19,11,18,10,7,6,8,6,12,17,20,27,30,""
09,43,49,36,33,24,25,27,32,31,42,33,27,14,12,9,13,12,10,9,10,24,18,23,32,""
10,42,43,51,52,28,29,25,29,19,39,17,26,13,17,7,11,3,8,14,9,7,22,25,33,""
11,37,50,39,28,36,30,26,23,23,28,25,21,16,20,16,12,6,9,2,16,11,21,23,34,""
12,38,35,43,37,29,20,31,28,26,29,26,22,14,16,14,15,6,9,13,14,16,10,26,35,""
13,47,43,58,32,26,21,29,25,22,17,27,19,21,10,6,4,4,3,7,17,17,23,24,41,""
14,42,41,39,29,22,19,25,19,27,21,22,19,8,15,13,13,6,8,10,13,16,24,19,34,""
15,32,38,36,22,15,26,25,16,21,13,17,23,16,12,13,3,8,5,8,7,6,13,26,33,""
16,29,39,42,42,24,16,21,17,21,18,19,16,18,11,19,9,9,10,8,11,10,20,24,35,""
17,32,41,29,26,28,21,26,25,17,28,19,15,27,18,13,18,7,2,14,7,10,12,25,31,""
18,35,36,30,31,32,27,19,31,24,25,13,17,27,10,10,10,14,10,9,11,11,16,21,27,""
19,44,40,37,38,30,25,21,29,30,23,27,22,24,17,13,3,8,9,10,8,17,22,25,35,""
20,37,36,37,31,33,33,35,22,31,25,30,36,20,18,13,9,15,10,18,16,16,18,25,31,""
21,38,45,47,35,27,32,37,32,32,34,32,32,24,24,18,10,11,3,5,10,15,26,30,50,""
22,46,43,55,49,53,39,47,46,33,37,34,28,34,21,18,17,8,15,11,11,13,27,24,40,""
23,35,50,37,49,46,25,35,40,35,31,36,33,21,20,21,7,8,8,11,14,14,23,24,32,""
24,42,28,38,40,37,27,24,36,35,29,21,28,24,17,15,18,9,12,7,10,9,16,33,37,""
25,44,47,43,38,47,37,26,32,32,29,26,10,20,15,17,17,12,8,5,7,16,17,34,27,""
26,38,38,44,36,40,23,25,29,32,23,30,30,34,23,15,19,12,14,14,9,10,16,20,18,""
27,26,35,34,35,18,35,34,28,33,35,25,26,22,19,12,16,12,12,9,9,14,18,27,31,""
28,34,29,37,38,30,37,33,38,30,18,15,28,15,19,16,7,6,11,9,15,12,23,27,31,""
29,32,33,34,36,26,28,32,31,36,27,29,31,36,22,19,13,13,12,9,8,12,23,25,28,""
30,28,47,27,35,48,21,30,27,34,34,30,39,30,21,10,11,13,9,5,20,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
