Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,18,17,25,16,12,15,8,5,5,6,3,5,6,14,14,-1,-1,-1,12,24,20,16,16,19
2,18,22,26,24,20,17,13,9,11,-1,4,5,-1,-1,-1,9,14,25,19,19,19,21,20,20
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,7,2,10,-1,-1,-1,-1,-1,8,8,-1,-1,-1
4,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,16,19,18,18,18,18,25,29
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,15,16,19,19,10,24,26
6,20,18,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,26,26,32
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,16,19,22,14,20,-1,-1
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,19,15,23,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,8,8,14,10,17,19,21,18,20,19,26
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,17,14,8,11,20,18,17,17,24,10,27
11,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,13,9,9,20,19,15,23,24,17,20
12,16,27,25,36,19,15,8,9,4,2,1,3,11,15,3,8,13,16,13,21,17,17,24,-1,-1
13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,7,21,12,18,22,19,16,24,27,23
14,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,9,5,23,18,18,21,14,21,25
15,16,35,18,10,-1,-1,-1,-1,-1,2,8,-1,7,8,16,24,19,12,16,14,17,13,9,24
16,23,19,19,17,23,-1,-1,9,4,3,7,8,8,5,11,16,13,17,10,18,14,20,16,18
17,15,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,13,9,18,13,16,19,18,23
18,-1,20,17,19,16,12,9,1,5,5,5,3,13,11,7,-1,20,18,21,20,17,24,-1,-1,-1
19,12,22,-1,-1,-1,-1,-1,-1,-1,6,4,3,8,12,11,13,23,20,15,13,18,15,21,14
20,20,23,22,19,23,18,4,5,4,2,5,2,11,14,12,10,20,18,14,19,24,22,22,21
21,27,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,16,17,16,15,17,35,14,21,27
22,28,18,13,27,18,26,15,7,5,6,7,6,13,7,13,11,13,15,13,21,13,11,26,31
23,35,14,23,22,16,13,10,5,6,5,4,3,14,10,11,24,21,27,17,28,16,19,24,26
24,18,25,24,34,27,20,5,2,7,6,6,7,6,18,12,15,16,17,28,24,18,11,25,23
25,20,16,11,17,16,12,15,11,4,1,4,3,10,8,12,9,16,17,15,14,9,13,20,23
26,24,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,26,24,18,19,16,15,19,18
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,7,4,5,6,12,17,14,16,21,19,19,16,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,11,10,12,17,17,23,20,17,19,16,22
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,9,6,9,8,15,11,16,11,13,17,16,24
30,23,-1,-1,-1,-1,-1,6,6,8,4,3,8,9,17,12,14,17,14,19,14,14,19,15,20
31,14,14,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,24,19,17,11,17,16,16,19
