Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,13,14,15,13,15,9,8,9,5,5,-1,10,8,16,17,9,13,14,16,17,21,9,14,14
2,25,16,13,9,9,6,5,9,6,3,5,6,5,3,6,6,12,26,24,16,16,18,24,21
3,7,2,-1,6,5,8,5,-1,-1,2,4,1,6,3,4,5,7,6,5,12,4,12,5,6
4,24,7,11,-1,10,5,3,1,2,-1,1,1,1,4,2,13,12,13,14,12,11,15,21,19
5,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,3,10,13,3,10,12,13,12,14,2
6,16,11,2,-1,14,9,-1,3,6,1,2,1,3,2,1,7,5,9,15,19,18,12,12,13
7,6,3,2,1,-1,-1,-1,1,-1,2,1,6,3,2,3,2,3,4,10,5,21,12,10,4
8,-1,4,-1,-1,-1,4,6,4,-1,4,5,5,7,14,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,-1,17,12,2,6,5,2,1,1,1,3,4,6,10,8,7,7,5,2,6,6,14,14,20
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,6,12,25,15,9,11,15,19,11,11,15,15,5
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,16,9,17,6,13,10,8,4,4,3,6,2,4,9,6,12,13,19,9,11,8,14,14,23
13,7,-1,-1,12,4,4,3,2,1,1,-1,-1,4,9,4,15,8,18,15,15,15,21,23,8
14,-1,-1,-1,-1,2,6,3,-1,-1,2,6,3,3,13,10,11,4,12,12,9,12,10,19,14
15,9,2,1,7,8,4,7,3,-1,-1,4,3,7,4,11,15,17,7,17,13,13,9,16,12
16,8,10,-1,11,8,8,-1,1,4,3,6,6,5,8,12,3,5,9,7,8,8,4,8,9
17,17,14,9,1,3,4,-1,2,4,4,6,3,5,8,15,7,7,5,11,15,9,18,13,11
18,12,12,14,12,6,16,4,1,2,6,3,7,16,9,11,15,14,14,13,14,12,16,8,18
19,8,8,8,10,8,7,6,1,1,1,1,6,7,15,9,15,17,19,14,17,18,13,16,13
20,13,15,21,19,12,15,7,6,5,4,3,6,12,10,15,11,17,10,9,17,16,12,9,23
21,6,10,7,8,11,4,-1,1,3,3,4,1,9,8,6,14,22,16,18,17,14,18,28,26
22,19,9,18,11,17,13,8,6,2,6,8,8,8,12,8,6,13,8,17,18,16,10,17,19
23,22,16,15,15,11,8,6,4,1,2,1,7,7,12,17,13,16,25,14,33,13,22,17,21
24,20,20,10,23,7,9,6,4,1,2,5,5,8,17,11,13,20,12,17,13,7,8,16,14
25,13,13,19,8,8,11,6,10,2,2,4,6,5,15,12,17,18,20,18,12,13,10,11,25
26,17,16,10,20,8,4,4,1,-1,-1,4,6,2,11,-1,17,10,21,21,10,14,20,13,18
27,3,10,4,6,2,2,1,2,4,5,3,7,8,7,7,13,11,12,12,15,16,11,6,8
28,12,2,4,9,1,1,2,5,-1,5,6,8,11,6,14,9,8,14,20,18,9,16,10,14
29,5,-1,-1,-1,-1,-1,-1,5,3,4,7,4,11,11,8,17,16,19,14,13,10,10,15,6
30,22,20,15,6,10,3,3,2,4,2,6,9,16,6,13,10,13,9,11,18,11,14,12,8
31,16,20,14,8,7,4,3,-1,-1,-1,5,2,7,10,12,20,14,32,18,24,19,17,15,13
