jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,15,20,8,9,4,3,1,4,8,9,15,33,39,28,28,24,40,32,35,40,27,29,24,15
02,20,12,15,8,8,3,4,6,10,11,19,33,48,63,43,33,47,50,41,41,23,24,22,10
03,10,19,20,7,6,10,2,5,5,7,15,17,34,25,22,21,15,31,25,20,30,16,21,6
04,13,12,6,8,5,4,-1,5,2,11,10,29,36,32,21,40,39,40,40,33,39,24,10,7
05,11,5,15,7,3,2,2,7,5,8,31,30,58,41,33,39,33,45,39,30,34,20,22,11
06,12,5,5,5,6,5,6,5,4,16,21,25,37,20,29,27,38,44,41,25,45,16,16,8
07,15,6,-1,10,4,2,6,2,6,11,8,31,37,53,38,42,41,47,43,34,39,40,18,9
08,14,8,5,2,7,4,1,4,4,9,10,37,42,41,40,24,39,47,43,47,38,32,16,8
09,6,6,9,5,2,5,5,4,5,7,22,27,27,29,31,45,32,57,54,50,36,33,7,12
10,9,4,6,5,4,6,2,4,9,8,14,27,45,35,19,34,44,50,38,50,42,33,9,9
11,12,17,9,12,10,6,9,10,8,7,16,27,30,22,21,25,27,59,40,40,42,31,18,16
12,9,10,10,6,9,9,5,11,7,9,12,19,46,50,22,34,36,41,40,34,44,44,13,19
13,12,8,6,8,4,7,3,5,6,15,31,43,29,43,26,23,43,46,51,37,55,17,26,14
14,3,6,5,2,7,1,4,2,10,7,28,21,31,36,122,26,41,39,42,26,34,32,42,9
15,12,11,13,11,5,2,2,1,4,7,14,24,31,42,25,29,29,44,40,31,32,39,30,7
16,7,6,7,3,2,4,3,6,7,3,24,26,45,33,38,31,35,33,49,38,25,13,22,21
17,10,8,7,9,1,2,2,3,9,8,23,26,45,45,22,18,35,36,56,34,19,26,28,11
18,22,-1,5,2,8,4,2,3,3,10,23,29,51,35,33,29,47,29,31,26,34,36,32,22
19,9,10,12,17,14,6,3,6,3,20,18,34,51,-1,-1,25,43,41,47,39,33,29,13,5
20,2,5,4,11,3,5,5,4,6,13,33,33,29,44,30,35,49,35,41,55,44,44,18,16
21,7,5,9,8,4,3,6,4,8,12,21,33,47,55,49,34,32,48,54,41,42,25,15,29
22,15,10,3,8,4,3,5,6,11,15,19,35,47,82,51,26,31,46,41,35,40,28,18,17
23,11,15,9,8,1,3,4,9,12,14,20,25,51,72,31,30,37,44,57,60,42,30,42,44
24,54,23,19,13,10,6,6,6,10,18,29,45,62,84,54,23,32,40,62,32,36,29,16,10
25,9,13,12,4,15,4,7,4,5,9,35,41,84,95,44,23,34,55,55,45,46,20,33,14
26,23,10,14,17,6,-1,6,8,13,9,42,53,74,103,30,21,35,59,70,55,65,35,26,21
27,10,9,8,9,16,7,11,-1,10,12,39,80,100,140,57,26,26,54,67,74,66,49,35,19
28,9,12,7,5,3,-1,3,1,10,15,40,62,109,114,47,35,35,55,72,61,64,48,45,17
29,11,18,9,7,5,7,2,10,9,14,36,67,94,137,64,27,38,50,65,64,52,32,16,5
30,9,-1,4,2,6,7,6,2,2,15,29,67,83,123,55,40,37,53,79,75,52,36,31,20
31,20,14,11,10,-1,5,-1,9,18,21,35,51,82,112,52,35,37,51,67,57,60,27,53,27
