jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,37,36,52,43,59,81,70,55,26,36,29,45,58,92,86,85,71,31,19,19,30,33,49,50
02,45,38,40,48,76,47,35,32,50,63,17,31,6,6,86,74,93,46,71,88,56,26,230,111
03,54,117,111,47,73,42,66,62,44,102,69,25,24,61,26,46,13,51,41,62,66,102,45,66
04,62,80,69,59,91,55,136,242,205,22,9,12,43,84,66,52,16,11,13,21,24,39,53,45
05,64,49,52,67,88,78,63,42,29,40,34,69,25,36,83,28,16,20,61,50,66,48,54,47
06,55,55,53,83,101,68,61,59,31,23,19,39,46,66,69,45,53,117,84,8,180,54,79,204
07,48,50,48,36,87,96,43,33,102,46,11,121,84,70,72,232,70,145,143,73,135,71,79,94
08,52,49,44,47,86,92,80,89,44,19,90,26,64,78,62,50,180,100,106,52,35,34,52,35
09,38,50,51,45,73,68,61,51,102,40,120,35,60,103,87,60,34,46,29,19,20,50,59,58
10,55,59,77,97,115,127,79,91,68,50,53,39,63,65,79,54,36,20,28,25,30,41,35,45
11,46,28,32,26,41,65,44,53,26,32,16,40,55,6,24,24,22,16,25,42,29,29,32,37
12,152,32,32,47,49,59,53,34,38,127,43,20,23,36,26,42,11,29,16,15,16,20,21,25
13,21,20,28,42,49,43,22,9,31,29,19,21,17,24,25,22,20,24,19,21,16,25,27,22
14,29,19,22,46,39,41,31,53,65,20,46,48,47,61,59,42,34,29,80,20,26,29,49,39
15,30,31,37,34,58,60,31,53,29,54,41,56,93,45,48,34,44,35,18,44,62,39,47,51
16,29,36,32,33,54,61,27,17,41,50,47,30,44,63,40,32,29,21,19,20,23,46,39,47
17,35,41,45,64,76,70,45,53,47,27,26,76,65,54,78,37,29,53,45,33,39,30,37,47
18,37,30,28,45,53,38,30,37,58,51,25,29,33,35,47,35,27,31,17,19,30,28,17,38
19,45,32,31,34,59,52,26,8,48,11,11,27,14,8,12,20,11,18,6,16,34,38,54,54
20,43,33,40,26,44,8,42,39,71,39,34,25,48,43,42,55,33,23,61,7,35,14,5,16
21,63,2,-1,6,9,8,31,34,45,10,22,55,65,58,43,17,6,8,6,17,14,16,32,11
22,85,27,2,93,54,66,66,42,20,8,17,23,36,47,53,42,27,23,16,16,24,10,26,26
23,10,10,13,32,14,35,14,27,15,10,21,52,18,12,24,23,33,29,29,20,23,43,31,44
24,30,31,24,38,39,35,19,47,31,12,65,26,37,15,45,23,38,31,23,24,22,50,41,72
25,45,37,39,52,61,43,8,14,12,14,6,13,12,14,35,28,23,21,25,23,20,29,51,40
26,64,35,32,49,59,75,27,35,28,44,50,26,26,40,38,43,70,6,45,103,19,49,103,63
27,62,41,42,32,83,65,28,29,29,56,31,123,27,25,38,62,14,22,19,28,26,29,44,69
28,77,55,54,45,118,82,55,35,9,8,3,20,31,32,23,8,10,6,30,15,52,60,79,108
29,57,46,40,42,61,73,39,48,32,22,6,37,88,45,43,22,31,13,21,10,73,92,61,73
30,63,46,39,43,57,78,36,39,24,29,16,25,45,27,20,28,7,7,42,25,32,39,40,62
31,44,34,29,35,44,51,34,37,26,33,11,14,30,21,34,22,20,21,-1,-1,-1,-1,-1,-1,-1
