jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,226,257,293,372,381,389,311,310,239,188,175,225,-1,102,81,80,59,32,152,103,139,162,209,212
02,89,251,305,359,352,387,390,400,269,315,250,232,205,141,135,109,93,59,149,103,136,203,212,276
03,256,324,424,435,428,439,517,472,383,216,252,217,261,277,269,226,194,166,153,198,228,269,318,407
04,464,515,582,558,562,549,583,614,470,387,402,405,317,254,196,144,91,39,42,106,105,166,168,201
05,230,298,398,349,346,373,327,305,211,239,210,252,272,157,139,131,76,76,137,-1,137,186,186,231
06,-1,279,385,369,352,367,337,320,266,189,211,168,170,195,126,83,83,39,77,83,119,138,186,198
07,207,149,174,391,346,389,356,325,270,217,263,240,201,98,97,75,85,58,62,79,94,128,164,151
08,222,245,290,304,320,333,304,337,253,260,-1,226,217,180,126,126,38,78,115,97,117,108,130,134
09,260,292,279,307,347,346,302,264,262,252,183,199,170,115,83,78,35,38,73,80,114,90,113,128
10,149,148,173,233,197,210,222,203,200,267,250,248,213,180,145,89,35,81,80,103,163,192,182,193
11,244,269,322,308,352,402,306,247,197,253,224,253,251,71,164,116,67,40,58,89,131,184,183,269
12,280,313,369,364,314,413,355,303,288,222,257,243,209,154,127,58,111,64,53,69,114,120,149,141
13,176,268,242,236,244,324,299,217,196,207,147,125,139,141,89,46,60,30,67,80,87,98,125,155
14,138,179,219,226,245,237,234,174,138,154,154,56,-1,55,80,55,71,48,58,45,52,104,149,165
15,136,171,208,229,251,256,213,154,167,228,236,-1,132,148,140,121,64,63,65,109,114,134,186,194
16,240,315,340,366,367,354,360,340,271,149,258,197,271,178,137,100,68,-1,-1,-1,-1,-1,224,151
17,200,217,241,256,280,268,261,218,157,175,209,231,87,193,111,93,74,59,60,71,115,119,141,150
18,167,201,271,330,284,285,268,266,229,217,180,185,202,102,88,63,64,86,59,82,83,11,145,186
19,174,245,308,-1,337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,150
23,179,171,156,188,223,240,214,171,159,217,161,166,137,97,76,50,42,73,54,76,92,104,161,121
24,170,73,191,185,238,238,212,207,117,164,192,187,139,105,93,98,101,61,59,81,94,115,143,186
25,173,231,182,229,239,251,261,200,98,168,147,173,142,102,77,63,39,29,48,87,84,111,112,100
26,180,196,243,254,246,246,207,202,125,148,135,124,127,75,69,61,77,80,41,61,82,120,150,152
27,177,265,267,243,212,208,210,200,165,130,88,113,110,93,70,39,27,44,67,53,80,150,145,153
28,180,218,239,288,276,252,202,211,190,163,184,153,191,105,72,50,44,72,56,95,85,159,192,145
29,200,240,231,256,222,246,283,224,195,163,175,184,171,100,66,62,39,53,39,73,103,119,-1,49
30,182,237,258,248,255,248,268,207,173,181,168,148,148,93,88,66,62,58,52,82,100,111,140,177
31,176,227,234,197,184,255,197,170,149,200,205,183,152,125,87,52,35,48,51,90,109,131,165,177
