jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,285,359,358,427,430,403,389,337,301,292,264,314,445,517,507,152,134,90,117,143,179,202,253,294
02,309,271,281,301,418,374,309,333,418,431,465,390,378,338,204,183,202,241,292,198,190,221,282,319
03,276,292,347,405,423,424,387,344,362,383,408,384,388,402,374,330,287,270,206,186,249,271,364,435
04,366,447,463,494,491,526,464,387,393,396,367,339,316,399,271,209,177,132,119,156,199,214,227,275
05,273,286,374,419,394,431,331,312,332,322,338,327,261,233,222,177,124,102,101,139,172,225,254,281
06,204,256,331,348,384,389,333,317,301,285,341,278,261,212,148,162,95,89,199,435,212,215,217,269
07,263,246,250,362,444,394,332,338,267,305,329,336,346,292,171,134,118,91,103,124,156,168,233,262
08,209,258,279,330,393,407,327,305,291,319,366,358,296,236,211,162,129,88,102,120,145,186,253,291
09,272,212,10,122,373,348,282,280,278,277,309,290,266,189,186,143,98,84,81,112,155,171,192,270
10,244,297,281,349,414,350,352,273,289,297,311,292,334,247,173,148,103,87,91,137,173,174,204,238
11,261,222,276,333,353,318,293,272,336,365,381,316,275,219,196,145,111,89,99,144,168,233,240,267
12,248,226,290,304,382,363,334,367,690,693,602,746,434,270,180,137,97,81,103,111,169,216,233,303
13,284,231,286,346,432,358,330,309,298,347,366,311,325,282,376,183,122,96,98,159,192,247,244,260
14,249,249,270,299,349,348,303,302,275,312,336,335,335,250,188,137,99,75,92,118,159,232,233,254
15,222,278,314,362,393,358,339,290,306,331,417,447,344,284,174,147,97,80,111,126,163,214,242,276
16,312,275,106,4,401,377,319,281,279,329,351,319,318,262,204,127,103,74,88,97,130,164,197,229
17,264,248,327,353,413,406,351,298,238,255,298,344,311,270,184,131,96,85,95,109,165,164,285,332
18,307,261,340,341,394,331,306,287,291,323,320,344,337,228,184,122,89,99,83,92,153,197,250,238
19,223,221,260,302,376,353,351,280,295,284,297,307,291,231,191,146,121,95,94,138,160,230,219,276
20,261,212,265,314,396,381,287,266,278,299,351,315,310,255,198,128,91,83,97,121,158,204,255,232
21,243,231,258,333,365,378,303,285,276,306,297,281,267,236,156,111,103,82,88,118,140,170,219,226
22,205,244,272,324,379,327,293,239,272,243,269,276,259,189,135,104,90,74,86,114,139,182,207,269
23,275,219,133,5,300,309,285,241,265,250,254,238,216,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,-1,-1,-1,-1,-1,-1,164,278,285,281,240,274,314,212,314,235,79,74,75,96,150,209,232,276
27,270,189,254,319,420,337,280,294,285,309,348,282,193,184,121,105,77,69,73,109,156,213,241,270
28,240,237,286,321,348,324,314,236,205,269,261,229,222,155,112,95,72,57,78,126,155,215,248,214
29,160,209,280,326,307,250,291,253,279,298,351,396,471,182,135,119,91,69,79,142,165,174,231,321
30,241,144,1,76,343,367,286,283,320,352,375,285,264,190,129,112,86,61,78,99,158,202,293,327
31,290,246,276,292,364,323,299,277,280,277,309,258,253,172,136,104,72,72,73,104,165,239,288,-1,-1
