jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,143,196,257,266,297,205,71,95,101,142,172,159,179,183,115,91,147,26,27,43,109,163,229,155
02,205,190,150,140,160,156,134,158,141,197,299,147,96,69,39,58,34,28,37,21,61,52,51,66
03,76,106,129,107,154,142,175,206,193,168,207,198,225,204,237,152,120,66,54,56,62,71,85,125
04,132,133,143,149,282,312,259,243,197,220,341,346,297,210,141,83,31,72,35,21,41,48,64,78
05,96,196,221,213,196,210,186,199,229,367,338,345,342,282,261,162,162,184,267,38,50,62,91,113
06,156,171,160,211,266,312,236,134,190,357,231,161,130,135,52,30,29,19,19,16,26,38,60,96
07,133,136,179,245,278,324,327,370,313,301,293,272,210,213,254,295,314,324,315,301,421,564,504,644
08,488,283,321,249,193,158,148,180,135,183,223,139,130,192,189,122,44,26,34,28,33,56,94,81
09,98,129,170,188,236,229,197,213,184,268,278,9,403,260,51,30,29,26,24,14,21,32,50,44
10,58,78,80,96,116,83,115,124,108,123,99,103,100,69,47,42,40,23,24,25,31,31,49,49
11,74,94,97,101,113,154,160,128,128,136,103,87,100,87,80,93,54,39,21,37,40,46,51,65
12,66,98,107,106,146,158,146,122,97,149,110,123,210,224,283,364,417,253,118,156,125,58,54,74
13,117,153,209,398,439,273,303,141,139,138,139,193,347,372,618,520,290,462,699,408,198,201,24,141
14,469,241,236,234,239,264,287,327,208,240,262,171,137,187,191,473,615,731,866,848,818,750,820,848
15,863,841,631,374,461,423,241,405,769,790,786,406,302,329,382,169,349,53,8,6,35,831,681,407
16,494,285,7,317,551,309,460,472,380,301,397,253,215,160,140,93,105,150,145,100,151,168,131,102
17,83,151,223,262,252,218,306,305,220,175,155,115,124,125,93,95,53,42,56,47,65,60,67,87
18,455,640,314,221,252,275,279,313,217,174,136,222,181,101,128,63,126,517,397,239,147,84,122,310
19,162,216,221,247,303,393,327,293,251,199,175,140,120,91,132,243,299,516,227,461,306,380,130,158
20,115,120,118,156,148,279,467,402,277,289,231,275,256,173,136,94,79,92,104,80,44,92,86,119
21,124,222,242,274,272,263,284,305,205,146,89,139,108,143,136,90,103,41,31,19,24,60,92,88
22,115,125,140,166,232,272,215,197,186,207,186,115,78,56,39,42,40,41,19,26,30,41,73,276
23,625,509,218,9,6,110,77,291,152,129,10,190,208,212,509,386,130,349,598,192,35,8,7,13
24,7,6,6,6,6,6,9,193,505,104,182,154,279,80,38,98,320,365,229,643,236,404,727,242
25,6,14,28,167,553,588,482,338,161,119,126,122,120,65,54,33,25,21,36,48,69,91,89,113
26,146,247,280,239,229,179,153,244,323,217,245,158,88,83,70,39,24,30,101,31,68,80,262,188
27,163,143,192,167,139,147,141,148,128,140,130,99,97,62,45,32,22,33,43,41,62,78,92,598
28,791,779,296,223,330,541,772,732,713,525,659,593,387,204,203,134,116,88,149,147,91,246,176,201
29,515,558,768,533,225,754,318,348,326,219,182,187,147,68,52,53,51,88,54,68,69,77,96,147
30,149,180,224,244,252,270,279,210,203,213,214,165,134,127,136,65,65,55,58,70,112,95,134,174
31,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
