jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,127,92,562,750,84,89,72,75,121,81,112,94,79,38,41,21,18,18,57,50,43,92,100,44
02,40,23,42,30,38,52,43,32,34,46,65,80,94,112,118,72,102,82,88,163,140,136,141,179
03,86,95,58,116,82,89,94,81,162,186,266,287,480,300,193,123,137,130,178,203,262,120,196,171
04,68,97,71,79,65,79,82,56,66,90,162,142,166,192,213,229,123,164,109,92,101,119,126,68
05,397,142,77,162,31,38,34,27,34,35,129,214,131,66,55,50,39,48,48,108,38,35,81,79
06,22,26,29,36,28,62,28,17,25,25,28,68,85,112,105,85,16,53,16,22,9,13,31,24
07,11,20,17,22,32,30,42,27,33,36,55,61,48,115,43,41,26,34,24,31,90,116,389,63
08,65,44,498,299,43,23,47,32,31,37,29,52,53,76,83,75,59,58,44,70,190,150,192,131
09,132,71,48,32,26,55,43,30,40,30,34,106,136,105,77,87,93,87,87,142,118,153,111,126
10,83,164,54,83,47,51,70,74,78,108,143,288,291,190,164,142,57,79,193,346,131,160,267,317
11,358,302,299,356,211,187,37,45,64,59,67,135,139,122,133,67,168,162,155,219,160,292,256,518
12,601,315,279,126,100,70,75,52,55,63,47,243,222,210,193,119,121,124,146,162,181,126,130,147
13,225,84,47,45,59,45,37,29,33,26,35,76,60,109,92,111,31,76,26,27,61,49,101,78
14,38,53,39,39,110,71,56,40,41,56,50,46,53,109,80,111,55,97,38,148,269,376,182,127
15,69,174,138,344,58,80,89,133,148,76,550,266,47,16,23,19,32,2,6,6,6,6,6,6
16,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,0,0,0,0,0,0,0,0,0,0,0,218,98,111,80,19,28,49,23,85,39,63,84,54
19,16,7,13,8,34,68,25,32,35,43,92,90,42,30,77,57,5,10,4,1,1,3,17,1
20,4,4,7,11,23,27,31,11,33,15,14,26,12,8,20,9,7,17,11,11,13,7,11,11
21,14,5,13,6,7,8,4,7,8,4,8,52,67,105,68,51,54,75,50,14,30,8,29,30
22,18,39,13,8,15,33,6,28,49,10,19,30,36,27,53,32,26,30,21,44,33,40,36,79
23,71,31,22,1,6,2,2,2,2,0,1,7,31,66,35,32,11,13,21,8,38,36,27,32
24,3,6,4,17,14,21,54,22,19,24,14,64,23,14,23,11,6,18,16,61,40,18,15,71
25,19,21,14,10,11,30,7,18,11,24,14,24,23,41,12,14,21,38,51,35,35,31,24,38
26,85,143,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0
27,27,22,39,61,44,15,18,53,30,20,25,121,115,160,90,110,86,42,19,14,33,38,16,17
28,59,24,22,29,27,26,8,39,14,15,20,91,46,66,42,28,16,9,4,17,2,81,20,7
29,17,18,2,6,8,13,17,14,4,27,10,53,63,83,49,16,34,24,27,19,18,21,116,65
30,41,51,87,30,29,28,31,21,26,14,24,60,90,48,40,41,35,17,7,14,26,10,16,22
31,28,145,22,20,30,38,32,27,34,25,21,66,35,52,10,7,8,26,9,31,11,5,14,22
