mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,86,95,152,158,228,271,303,337,286,288,304,332,322,299,283,303,265,284,262,203,168,104,119,82
02,98,120,142,193,269,286,329,338,324,327,328,319,367,321,328,287,277,283,280,221,164,134,109,84
03,94,117,154,188,242,290,297,338,310,316,328,318,299,320,308,283,270,235,242,212,171,125,95,96
04,84,126,141,187,232,305,317,345,318,300,317,321,277,304,273,276,294,292,257,208,180,137,105,92
05,92,126,159,223,275,287,321,305,296,293,320,349,320,315,322,326,298,273,254,233,196,132,103,79
06,112,122,166,235,275,293,312,367,330,354,353,366,344,331,335,306,286,288,221,193,164,115,94,91
07,111,125,176,212,265,289,314,321,344,330,307,337,318,313,313,304,281,248,264,228,161,134,102,99
08,125,139,155,195,239,291,286,321,326,315,334,314,326,298,311,319,307,233,245,206,146,124,100,94
09,111,163,177,238,258,290,302,354,349,340,332,313,322,298,296,308,298,224,205,192,156,110,68,85
10,82,109,154,209,253,269,310,328,333,318,299,309,294,278,295,310,290,288,266,203,158,127,105,83
11,97,104,160,211,243,261,327,273,335,294,321,309,316,284,279,291,302,285,279,225,152,125,93,86
12,85,100,155,202,229,266,294,287,296,279,271,269,250,265,267,285,276,274,273,224,153,151,84,97
13,111,106,177,193,269,310,323,308,301,251,254,252,253,265,259,262,267,261,241,240,167,154,107,109
14,108,119,167,207,256,299,330,299,297,299,280,273,298,315,300,258,250,253,232,218,167,132,92,100
15,95,137,163,214,264,266,326,282,315,337,328,346,299,289,322,296,292,272,243,192,159,124,85,102
16,95,146,166,224,273,308,330,329,334,345,339,361,339,339,328,280,279,256,234,209,171,110,94,77
17,94,110,149,198,259,280,312,323,312,330,340,339,322,305,316,288,282,250,244,246,184,138,108,95
18,97,135,188,199,284,287,317,348,344,319,308,321,314,304,315,307,302,291,285,259,201,130,115,97
19,107,152,200,237,304,324,361,347,342,311,318,312,308,309,292,277,299,285,249,248,208,139,116,86
20,99,130,182,208,277,300,356,356,317,340,345,323,299,313,310,312,283,286,246,243,192,135,98,105
21,115,135,202,217,295,285,344,321,324,330,326,344,353,-1,329,300,284,266,266,207,159,117,101,87
22,91,99,154,196,270,292,325,322,331,310,325,313,306,308,316,280,270,274,230,202,172,135,91,72
23,114,148,195,215,280,300,335,332,332,335,319,353,333,329,325,293,317,266,260,227,188,135,97,96
24,99,138,188,237,290,350,330,363,336,312,354,326,338,334,308,297,284,240,287,256,176,129,116,110
25,117,169,210,257,318,326,390,332,341,349,314,312,327,320,334,296,298,282,277,252,182,141,103,103
26,97,131,181,238,279,353,362,343,331,347,313,341,322,304,325,289,305,288,267,274,230,140,109,100
27,109,139,178,219,285,294,318,353,328,338,322,314,290,292,285,307,292,297,285,248,200,147,110,83
28,112,154,181,228,288,338,373,347,338,313,301,279,318,339,314,301,333,322,310,256,184,129,101,85
29,110,122,159,238,307,360,353,335,331,321,304,301,292,264,329,307,290,216,241,219,172,138,109,78
30,111,119,207,238,297,332,354,345,335,328,320,325,313,307,317,344,322,308,298,244,215,149,103,93
31,96,108,174,233,281,312,346,335,347,325,323,279,308,309,313,288,311,309,294,261,188,154,152,-1,-1
