mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,100,91,121,112,111,80,97,99,98,94,96,99,87,99,61,57,38,60,53,45,40,64,-1,38
02,104,99,77,95,94,85,87,104,107,82,82,91,78,89,89,2,61,28,40,39,44,68,58,77
03,99,127,102,75,104,92,78,103,103,107,122,90,82,85,59,39,21,32,32,30,38,58,58,65
04,86,97,80,77,79,-1,85,81,90,93,-1,-1,98,90,61,43,21,34,33,34,44,79,76,98
05,95,85,96,89,-1,82,91,85,73,105,101,124,133,71,53,48,38,22,22,21,57,56,68,79
06,106,118,99,92,102,114,97,85,114,104,94,100,92,108,47,-1,25,34,38,51,51,50,60,116
07,101,125,121,102,95,76,108,83,86,88,85,96,80,91,65,41,25,16,22,46,47,64,90,9
08,98,99,97,105,96,99,70,79,95,65,89,98,79,80,52,54,27,20,36,30,48,78,74,0
09,48,90,105,104,90,82,91,75,73,57,69,96,79,91,73,37,13,18,22,33,38,44,47,69
10,113,108,124,104,115,96,83,83,93,98,90,77,85,77,58,38,38,32,22,28,20,42,50,78
11,96,91,103,88,92,73,71,96,91,86,69,71,88,68,-1,43,22,41,36,26,47,56,68,87
12,68,102,110,84,92,77,79,86,83,97,107,111,7,95,62,58,25,21,19,16,47,42,54,87
13,125,118,116,110,125,93,95,94,96,126,105,64,102,94,69,43,27,20,17,17,43,67,91,110
14,91,110,116,108,97,109,95,95,-1,-1,50,62,64,65,44,36,-1,-1,-1,-1,-1,21,64,80
15,97,112,126,136,92,113,111,104,91,99,123,86,126,90,87,41,39,16,26,35,38,68,20,95
16,106,136,109,116,126,106,102,80,90,79,72,129,93,62,80,42,22,21,13,45,36,45,64,82
17,133,128,156,97,97,110,76,78,79,123,109,103,114,91,65,50,41,23,18,23,47,62,78,78
18,80,117,111,90,111,128,65,75,95,86,76,92,88,84,65,59,32,22,41,40,29,51,-1,29
19,50,54,57,67,52,76,47,60,71,-1,40,67,64,61,57,38,20,6,13,4,14,39,46,39
20,46,81,81,87,70,65,50,57,76,68,74,66,61,70,73,47,25,18,16,10,20,28,45,41
21,72,80,87,96,85,66,89,67,81,61,74,73,51,74,70,38,25,34,27,11,24,35,67,64
22,69,79,90,79,55,77,61,65,86,96,80,63,62,70,52,37,27,19,15,23,44,34,42,58
23,80,72,72,78,76,55,51,44,98,79,88,91,126,82,0,42,40,28,24,22,17,56,49,87
24,105,126,97,103,78,84,68,86,110,115,97,69,116,19,54,52,35,40,22,22,21,49,56,83
25,95,102,96,97,101,63,107,80,96,91,84,85,92,96,84,57,32,30,20,28,42,58,63,59
26,90,93,97,101,80,91,85,86,115,113,106,93,37,98,75,58,49,24,31,26,36,53,67,71
27,89,106,105,121,91,85,68,88,87,95,89,117,111,84,81,60,36,30,31,32,53,-1,22,88
28,102,99,127,102,90,82,81,95,116,113,113,-1,7,100,81,72,35,38,36,48,57,70,100,100
29,107,140,132,119,94,103,89,132,118,124,130,95,122,96,108,73,53,40,52,58,69,67,82,96
30,130,158,142,145,129,95,93,111,95,112,150,136,123,130,72,61,49,35,47,46,63,69,78,110
31,128,128,128,149,145,123,133,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[E]hgmpI}lel`z`fg'o0'jf',b
