sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,21,24,26,37,41,48,46,45,26,29,32,26,28,37,34,26,32,34,22,24,19,16,21,""
02,21,16,33,29,42,38,47,46,42,35,31,35,31,27,28,31,25,25,26,17,23,16,13,10,""
03,19,14,27,31,32,36,37,38,44,27,33,31,33,34,27,34,28,33,20,25,19,12,16,20,""
04,23,21,27,31,27,47,46,41,42,44,32,41,41,38,32,27,32,25,25,18,26,17,17,15,""
05,15,21,28,31,29,41,30,44,49,0,39,35,33,38,40,25,29,36,22,15,19,25,21,16,""
06,10,23,18,21,47,41,44,40,51,41,34,44,41,30,29,33,28,36,28,20,21,18,22,12,""
07,17,15,15,6,34,39,42,53,40,38,33,30,22,30,34,28,28,21,19,27,18,17,17,13,""
08,18,19,23,26,40,34,32,29,52,54,38,40,41,25,-1,-1,-1,-1,4,32,28,26,26,16,""
09,21,21,32,39,48,49,49,48,52,34,34,37,33,52,35,37,32,23,22,-1,0,18,16,20,""
10,16,21,19,23,25,33,30,50,40,38,44,37,48,30,41,34,28,31,31,23,20,21,17,10,""
11,29,18,24,32,28,63,38,-1,112,44,36,54,45,53,53,35,31,30,34,32,25,26,22,13,""
12,21,16,25,18,35,33,41,48,48,47,-1,74,30,45,44,45,51,40,46,25,27,17,12,21,""
13,22,17,37,38,39,44,55,63,44,40,47,41,47,37,54,43,48,48,31,24,30,25,32,22,""
14,29,25,35,38,40,46,49,55,56,53,41,46,42,41,42,39,23,18,29,29,32,23,24,24,""
15,20,18,30,38,34,47,43,46,37,43,49,55,51,33,28,26,37,23,23,17,30,21,24,29,""
16,26,28,28,35,32,49,46,51,60,39,47,39,46,36,26,25,16,22,22,15,33,25,37,27,""
17,18,26,32,40,51,49,60,56,49,48,39,52,35,26,25,33,20,29,27,34,39,27,27,24,""
18,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,43,45,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,25,32,22,22,16,21,28,26,22,10,14,22,15,""
20,8,15,23,18,23,29,39,31,34,26,29,27,36,30,31,30,24,18,15,31,27,20,18,16,""
21,23,33,26,47,36,53,54,51,49,37,34,42,43,28,35,34,35,25,32,23,24,21,17,13,""
22,21,27,20,21,23,25,32,39,40,32,38,38,21,28,27,33,33,52,29,25,23,24,20,23,""
23,20,19,25,26,37,42,41,39,42,39,45,42,22,52,42,43,34,34,29,19,28,20,15,17,""
24,17,17,27,30,37,30,36,33,33,46,36,39,29,40,34,40,22,38,22,25,22,27,27,14,""
25,11,22,25,24,43,32,23,35,37,25,27,32,42,31,43,33,40,28,33,20,29,26,20,15,""
26,11,17,27,18,25,31,39,25,49,30,29,36,40,35,34,39,45,24,33,24,22,19,16,20,""
27,18,19,31,23,22,35,29,36,39,34,30,43,41,36,46,41,41,41,28,20,26,22,16,18,""
28,14,23,21,32,33,33,38,29,40,33,42,42,45,49,43,45,46,27,39,30,32,13,21,11,""
29,24,14,31,34,27,37,32,33,28,37,47,37,47,43,53,48,45,50,37,41,42,26,14,30,""
30,18,25,29,32,42,48,46,42,35,43,46,51,44,45,62,46,40,32,36,24,21,22,18,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
