sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,12,6,13,19,30,22,21,35,38,43,44,43,35,40,47,57,33,39,36,29,23,12,11,""
02,12,11,10,9,15,29,22,32,27,43,49,54,49,53,42,45,41,35,29,24,25,18,12,9,""
03,13,7,7,5,12,15,15,19,25,23,25,31,39,27,40,24,21,15,15,15,18,18,15,10,""
04,5,5,13,17,21,24,22,19,20,30,47,37,29,31,26,28,35,28,22,15,12,7,7,11,""
05,9,6,9,13,13,25,19,21,32,34,44,43,37,32,24,29,34,30,13,7,13,16,8,6,""
06,5,9,8,13,19,21,18,36,37,37,50,51,53,38,45,53,42,46,37,31,28,21,25,8,""
07,8,6,6,9,16,34,35,39,47,53,65,61,53,56,54,51,33,29,21,18,7,10,24,10,""
08,7,11,9,5,21,36,44,44,41,76,77,69,56,49,71,60,38,34,22,13,5,14,10,7,""
09,6,1,6,6,19,27,37,40,51,53,75,76,65,41,58,54,35,42,24,18,22,35,18,27,""
10,18,10,13,14,30,26,43,41,51,48,72,55,62,59,78,69,56,50,32,49,36,30,16,10,""
11,10,6,14,11,10,20,38,37,48,56,68,56,51,71,66,52,55,36,21,23,21,25,19,11,""
12,7,14,17,16,25,36,38,46,61,57,56,67,48,46,62,60,43,49,35,45,20,22,11,13,""
13,10,8,11,14,21,31,47,46,51,61,59,71,62,62,46,33,41,27,37,36,38,31,15,10,""
14,12,6,18,13,18,34,36,36,41,44,51,47,47,62,38,42,47,56,50,32,26,31,18,15,""
15,10,13,14,16,32,33,41,34,40,52,71,66,62,39,53,67,53,67,44,57,34,28,22,17,""
16,20,13,16,20,22,19,23,28,36,49,69,48,61,45,61,43,28,15,29,23,18,27,19,17,""
17,13,12,9,9,24,25,37,33,44,46,53,54,50,52,55,61,33,23,17,20,19,32,24,13,""
18,11,6,7,15,17,18,35,40,38,58,60,66,49,57,57,41,14,18,20,19,16,5,8,10,""
19,7,7,11,15,24,22,33,31,51,54,61,57,51,49,65,71,60,51,41,32,32,12,20,20,""
20,8,10,14,16,11,34,25,38,37,54,52,48,51,44,61,51,58,38,43,38,42,37,25,21,""
21,14,9,17,11,22,24,22,30,34,48,50,54,52,50,50,54,43,52,52,31,45,27,21,18,""
22,16,12,14,19,32,35,30,44,51,51,50,38,55,40,58,61,67,59,44,33,47,33,153,87,""
23,15,7,12,9,17,33,31,34,25,52,45,59,48,46,72,70,44,54,22,50,26,37,21,21,""
24,18,8,23,17,28,30,27,33,40,42,55,58,35,33,50,34,65,50,44,36,34,38,16,18,""
25,16,17,9,21,19,25,18,27,41,51,58,70,49,39,52,45,56,43,21,31,27,19,17,20,""
26,12,15,12,19,26,21,32,29,53,54,72,60,64,44,51,34,21,36,50,43,32,31,22,12,""
27,9,10,11,10,10,20,33,36,39,53,52,61,46,53,58,37,41,37,28,33,25,18,19,12,""
28,17,10,23,13,18,29,30,32,29,45,53,32,50,54,64,66,53,56,43,50,36,29,17,17,""
29,22,7,18,13,22,22,28,27,40,50,56,55,57,46,64,66,58,36,31,33,26,24,14,16,""
30,10,10,12,16,26,16,30,36,26,46,48,53,46,48,57,55,50,43,33,29,13,30,12,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
