aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,69,68,61,77,88,70,69,40,46,45,74,-1,48,81,70,53,36,25,31,30,26,29,62,47
02,51,85,102,111,113,98,104,62,58,-1,-1,-1,-1,-1,-1,36,37,48,26,42,54,-1,62,101
03,102,141,-1,-1,-1,-1,126,77,96,-1,81,74,68,58,63,70,45,50,50,86,29,42,42,69
04,102,107,106,104,118,94,80,48,38,53,44,74,39,32,32,29,30,37,21,16,10,22,27,45
05,50,73,80,87,91,89,125,47,67,93,105,104,79,66,56,64,47,34,20,27,29,47,35,84
06,30,71,91,92,122,93,73,84,94,81,71,92,73,78,63,67,51,56,53,58,53,69,52,48
07,64,-1,-1,70,76,-1,-1,-1,56,54,62,65,63,-1,33,38,-1,-1,-1,24,25,41,45,-1,-1
08,107,79,103,102,96,99,75,73,14,83,130,109,84,60,69,-1,-1,55,60,31,33,39,65,83
09,82,101,104,99,116,108,108,78,9,69,94,64,63,70,66,52,43,34,38,35,30,34,22,64
10,76,87,89,70,100,94,97,87,82,104,80,86,70,70,72,61,38,33,73,32,46,25,35,50
11,51,74,82,70,78,101,87,85,72,90,91,-1,80,84,68,60,45,41,51,56,67,30,43,46
12,65,81,96,129,71,127,86,85,90,108,123,150,104,118,85,84,82,46,58,59,66,49,49,73
13,142,158,173,150,185,140,157,127,149,156,168,152,143,139,127,125,107,67,54,-1,-1,64,52,29
14,59,93,95,98,116,94,99,117,109,93,129,138,143,67,-1,-1,54,29,44,40,36,32,36,65
15,68,84,119,108,121,116,113,80,116,116,81,79,81,99,98,-1,51,70,43,30,30,59,41,70
16,66,82,78,74,87,106,76,62,79,66,3,86,55,70,-1,-1,41,47,36,32,26,38,38,43
17,70,96,68,102,98,91,60,61,70,73,62,-1,-1,68,-1,49,49,42,25,32,39,35,24,38
18,75,104,63,83,92,105,90,61,75,70,69,90,63,60,61,41,37,39,33,31,20,36,33,39
19,45,67,60,66,100,74,72,61,62,48,57,58,62,48,38,54,27,23,27,19,21,18,29,31
20,42,51,61,53,70,61,62,37,37,68,73,46,53,42,37,39,30,27,26,27,32,27,21,21
21,43,51,55,67,61,66,57,-1,-1,39,42,46,55,49,55,50,39,37,14,23,26,21,13,20
22,27,36,31,37,45,42,37,34,24,8,31,31,33,44,37,23,-1,28,-1,-1,17,64,19,26
23,42,54,42,38,66,62,51,57,61,17,18,-1,39,-1,-1,-1,101,-1,-1,20,-1,-1,-1,4
24,7,22,12,8,13,12,17,18,26,28,54,32,20,46,26,22,19,19,14,16,19,20,9,10
25,21,25,20,27,22,17,33,38,23,19,43,82,36,49,36,32,-1,15,16,16,20,19,15,24
26,28,41,37,44,34,43,45,46,37,61,46,-1,-1,-1,42,23,33,27,17,21,15,26,26,26
27,38,54,52,57,44,49,57,46,57,48,56,67,57,48,35,33,16,25,17,24,19,14,13,28
28,36,39,45,43,49,50,43,51,55,39,28,44,45,44,33,57,28,24,17,21,15,13,17,17
29,25,28,43,68,55,50,44,45,35,53,43,81,40,36,29,32,22,18,14,5,15,20,12,19
30,26,27,28,40,48,34,37,38,38,47,43,33,30,37,26,48,27,30,25,22,13,20,14,12
31,26,24,47,35,44,39,34,69,45,46,26,31,24,26,28,27,16,12,15,20,12,20,17,32
