aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,88,4,0,29,71,42,50,43,24,21,36,99,122,16,38,88,22,10,5,14,38,131,29,57,""
02,49,0,0,48,45,24,30,23,29,136,59,19,17,12,12,6,14,5,-1,-1,14,22,42,53,""
03,55,1,0,87,61,37,36,33,148,101,32,20,19,13,10,35,90,70,10,17,10,26,41,49,""
04,20,1,0,53,37,34,82,54,80,27,58,19,11,14,7,14,17,8,8,7,24,1,35,35,""
05,35,0,0,36,55,57,46,37,26,119,-1,12,13,10,13,51,17,9,10,14,14,29,28,38,""
06,50,1,1,65,36,27,34,56,30,44,32,18,38,7,9,8,20,5,102,171,80,216,33,34,""
07,21,0,0,25,70,19,46,90,36,26,69,38,20,20,6,18,10,9,5,13,21,29,56,70,""
08,40,0,0,20,49,61,56,234,47,34,30,23,14,12,14,6,8,3,11,13,22,30,33,54,""
09,48,0,0,53,65,71,41,54,63,45,32,13,40,91,65,127,12,51,40,58,18,13,50,41,""
10,16,0,0,34,80,42,90,124,56,33,42,124,28,9,12,14,5,16,20,28,21,31,25,31,""
11,36,0,0,70,50,76,39,38,66,48,61,39,22,15,25,12,16,6,10,23,16,33,-1,-1,""
12,34,71,111,124,61,89,96,50,27,27,12,6,52,39,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,40,0,0,90,125,103,104,104,90,78,72,50,31,31,8,12,10,21,30,19,47,60,72,80,""
14,54,0,0,42,92,92,114,65,140,66,49,123,15,77,97,13,13,5,10,11,14,43,39,49,""
15,67,0,0,34,66,43,66,47,73,65,83,25,16,7,14,9,5,36,13,14,77,29,48,50,""
16,48,0,0,31,56,41,46,57,60,55,40,53,12,12,10,11,10,9,5,8,24,44,48,59,""
17,21,0,0,41,35,27,41,54,150,6,71,19,16,13,6,7,19,43,27,36,21,31,32,36,""
18,23,0,0,31,24,25,30,65,53,24,17,14,10,14,10,10,11,7,12,19,8,22,37,20,""
19,25,0,0,36,26,38,25,38,40,24,24,59,17,6,7,6,7,7,7,8,11,18,21,24,""
20,9,2,1,34,21,27,30,25,36,42,24,9,24,21,8,12,103,83,66,12,24,24,30,39,""
21,28,0,0,14,26,37,20,26,25,25,12,32,9,12,3,10,9,4,6,12,14,26,25,30,""
22,40,9,0,18,23,28,31,23,28,16,22,36,9,29,17,24,16,22,8,14,17,38,32,30,""
23,34,2,0,28,24,11,22,13,26,24,10,113,177,37,9,6,11,2,7,10,23,26,30,19,""
24,10,0,0,28,41,24,15,21,28,32,23,9,18,7,5,13,4,4,11,16,12,19,26,22,""
25,28,8,0,33,26,37,25,111,92,202,54,14,19,5,10,10,8,12,3,14,19,23,27,32,""
26,25,0,0,28,19,28,40,40,34,30,22,19,8,11,8,6,8,3,8,12,10,18,30,36,""
27,21,1,0,19,34,36,38,17,38,36,16,15,10,12,9,13,8,2,17,10,22,21,29,117,""
28,35,2,32,9,27,7,20,23,34,35,19,45,113,85,7,8,7,9,7,18,20,28,29,30,""
29,20,0,0,10,35,31,30,27,47,102,23,19,10,6,15,10,7,10,4,15,13,16,35,21,""
30,25,0,0,52,31,32,28,31,29,26,16,18,7,12,14,21,14,9,59,20,24,31,30,23,""
31,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
