Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,34,31,44,55,57,88,128,46,64,93,38,43,81,122,45,29,33,35,42,28,34,15,8,15
2,50,27,18,11,23,9,6,4,4,5,10,8,12,21,16,44,31,42,18,7,11,12,21,38
3,25,14,19,16,26,18,33,79,49,77,21,22,47,118,71,31,42,17,7,6,31,87,64,58
4,46,40,41,52,65,57,67,68,50,123,63,77,61,88,63,52,71,61,52,54,46,119,66,105
5,103,63,74,86,104,71,66,74,101,82,80,84,63,98,89,72,53,72,45,34,33,69,49,94
6,64,53,61,62,75,82,42,19,30,18,57,72,48,49,41,43,43,54,18,14,22,54,45,61
7,44,35,27,63,97,120,85,35,65,74,54,57,27,52,73,59,55,45,33,17,30,97,63,15
8,-1,-1,-1,-1,24,60,111,138,70,45,66,31,53,79,78,64,92,70,106,101,127,63,27,71
9,75,21,31,20,71,70,21,12,19,44,30,33,39,69,68,145,84,62,42,25,47,46,37,61
10,44,49,40,27,42,35,36,45,35,15,11,63,45,39,34,64,53,35,45,24,28,33,56,45
11,61,59,38,31,56,52,72,21,49,42,79,66,49,38,66,60,37,41,22,26,29,13,22,35
12,55,30,40,27,58,38,113,79,102,55,41,33,36,21,18,24,12,9,6,46,88,14,35,63
13,83,22,24,33,53,28,56,19,25,31,11,14,18,20,7,14,8,30,3,2,2,1,2,2
14,9,2,12,26,111,70,97,62,52,84,70,88,72,97,116,122,43,57,53,44,55,49,92,81
15,151,61,57,68,96,109,179,148,108,115,121,75,94,139,151,76,110,151,272,273,160,293,92,86
16,98,38,44,54,74,109,24,59,37,47,48,53,81,155,121,149,108,62,66,75,74,87,52,81
17,64,98,81,119,101,98,50,44,65,71,127,143,104,121,111,122,68,164,280,276,283,454,115,73
18,104,68,60,39,113,88,27,14,33,38,140,125,101,122,154,137,75,139,137,100,82,78,66,60
19,97,57,37,47,59,53,67,33,42,41,48,62,43,60,72,102,48,38,38,31,26,35,71,43
20,61,46,36,39,70,64,114,27,70,60,56,72,65,28,52,48,19,26,38,17,17,51,83,52
21,131,41,37,29,59,51,105,38,47,42,35,60,71,77,117,53,36,69,51,29,46,44,106,73
22,111,61,41,38,58,74,89,92,52,57,105,24,36,46,66,42,54,27,20,13,16,63,20,38
23,63,43,28,31,47,85,30,22,30,35,32,33,57,51,24,95,97,54,52,47,40,29,50,71
24,38,47,35,52,52,28,120,70,32,27,43,85,69,55,46,60,39,84,44,41,37,46,78,70
25,116,60,47,39,70,39,125,71,83,61,89,93,67,71,63,61,33,43,52,30,40,49,67,55
26,62,29,19,19,32,14,31,11,16,17,16,26,17,7,7,16,11,8,16,7,21,17,28,22
27,30,42,22,80,103,65,137,57,82,88,54,108,95,98,133,66,15,7,17,6,7,40,81,60
28,115,46,66,55,39,15,53,20,50,264,193,199,200,179,201,229,130,88,38,9,25,43,76,51
29,133,49,47,48,92,89,140,134,52,44,47,49,51,64,95,57,82,57,34,47,82,37,56,75
30,94,63,56,44,39,85,24,32,82,48,30,21,25,44,34,71,61,59,58,66,72,60,91,66
31,41,44,45,28,45,43,25,64,50,32,57,94,70,69,57,79,51,40,34,21,46,53,70,52
