Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,44,37,1,2,46,63,64,66,50,66,45,61,62,39,22,37,35,8,24,30,34,31,21,2
2,1,1,-1,3,21,27,63,51,65,58,45,90,70,47,-1,77,24,36,16,47,24,47,40,6
3,2,1,1,30,64,42,99,93,136,69,96,225,256,189,155,122,100,84,58,117,107,137,113,12
4,2,1,2,20,53,29,43,48,57,51,57,29,45,39,53,33,15,19,21,21,29,25,22,4
5,1,2,1,18,29,38,46,43,38,48,50,49,32,36,55,24,25,11,21,24,13,32,15,2
6,2,2,1,12,25,44,48,37,45,56,35,38,70,42,27,11,21,13,8,19,16,26,25,3
7,2,1,-1,17,37,20,28,41,24,11,15,34,28,22,18,14,7,9,10,12,18,7,15,3
8,1,2,-1,19,30,29,18,16,13,16,18,7,20,25,7,14,12,7,8,13,5,19,14,1
9,1,1,1,9,17,16,51,20,31,16,17,37,20,15,12,17,6,28,3,10,18,12,16,2
10,-1,-1,-1,10,12,13,32,7,8,15,28,7,10,8,20,8,2,4,7,3,12,8,12,1
11,-1,-1,-1,4,17,14,18,23,18,41,17,20,13,9,8,9,10,4,1,2,5,12,7,3
12,1,-1,-1,4,19,16,18,12,29,28,29,8,19,17,13,13,3,8,12,2,9,22,5,2
13,-1,-1,-1,5,33,24,22,39,29,17,31,20,16,26,18,-1,-1,5,5,38,42,36,4,-1,-1
14,-1,-1,-1,9,21,19,31,19,33,14,35,23,19,12,16,7,5,10,10,4,7,12,11,2
15,-1,1,-1,14,15,12,56,11,19,19,21,6,7,4,3,8,7,11,4,9,5,8,12,-1,-1
16,-1,-1,-1,2,10,14,6,7,13,15,11,9,6,9,6,14,5,5,10,5,10,16,14,2
17,-1,-1,-1,13,32,16,32,35,31,6,3,8,4,1,2,22,3,14,15,16,22,29,8,2
18,1,1,1,6,30,14,18,24,21,18,20,30,18,12,6,13,2,5,8,5,20,6,8,2
19,-1,-1,-1,12,23,27,35,17,33,24,37,16,29,15,19,6,10,11,5,5,16,11,8,2
20,-1,-1,-1,-1,-1,-1,-1,-1,7,17,28,37,3,8,3,2,4,3,6,6,5,10,7,-1,-1
21,1,-1,-1,2,12,30,16,31,40,25,19,19,10,10,15,10,16,4,3,10,6,23,9,1
22,1,-1,1,7,19,35,26,43,29,15,25,19,9,7,8,7,2,3,4,5,5,20,9,-1,-1
23,-1,-1,-1,-1,20,33,33,34,23,22,18,44,23,12,9,7,7,4,12,7,8,24,15,4
24,1,1,9,21,33,25,34,47,42,27,37,22,28,5,18,4,6,11,5,6,10,11,15,-1,-1
25,-1,1,3,25,28,19,17,11,14,18,11,16,20,14,10,5,6,6,2,5,9,9,7,-1,-1
26,-1,-1,-1,20,18,46,39,15,19,18,25,26,19,13,9,9,25,13,15,7,10,19,3,-1,-1
27,-1,-1,-1,18,33,22,15,20,25,44,15,13,26,15,6,4,3,6,3,7,16,14,13,1
28,1,1,1,10,24,24,30,22,33,23,33,22,10,16,10,4,8,12,6,15,27,15,7,-1,-1
29,-1,-1,-1,23,25,28,42,28,22,36,18,14,17,7,15,4,7,4,8,11,12,22,11,-1,-1
30,-1,-1,-1,2,17,28,39,23,22,42,30,38,15,11,10,6,3,9,7,9,9,17,15,-1,-1
31,-1,-1,-1,8,14,18,15,14,24,8,13,8,19,13,11,4,10,16,8,3,11,31,19,1
