sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,4,7,5,6,3,2,6,6,2,3,7,2,5,4,5,7,8,5,""
03,8,7,7,0,5,9,8,4,4,3,5,4,7,9,6,5,2,2,7,2,3,4,5,5,""
04,4,5,2,5,5,4,6,3,4,3,3,9,4,-1,2,4,6,3,8,5,8,5,5,3,""
05,4,3,5,5,9,0,0,2,0,3,1,4,6,2,2,3,4,4,2,7,3,11,4,3,""
06,4,6,6,11,7,7,12,1,6,2,6,3,9,5,3,5,6,11,0,7,1,5,3,2,""
07,8,5,4,5,10,3,7,8,9,6,5,3,8,7,7,4,3,3,4,3,4,5,1,3,""
08,3,7,5,4,6,8,6,4,3,6,5,9,7,10,5,6,5,3,3,4,2,3,2,3,""
09,10,2,0,9,8,3,6,6,7,4,6,6,4,4,2,5,3,3,2,2,8,3,2,7,""
10,5,6,2,3,1,5,3,7,5,6,5,2,1,3,5,2,4,2,1,2,7,3,3,3,""
11,2,4,5,2,5,2,5,3,3,1,5,0,1,5,0,2,4,2,5,2,3,4,2,1,""
12,2,2,2,1,2,1,1,1,4,5,0,4,3,5,0,3,2,0,1,4,1,7,2,3,""
13,2,2,1,3,1,3,6,3,1,7,6,3,4,5,5,2,2,1,7,3,4,3,2,1,""
14,2,8,5,4,2,5,1,8,4,5,5,5,1,5,2,7,0,5,4,6,3,4,5,2,""
15,2,6,4,7,1,5,1,3,3,6,1,3,3,6,5,1,1,1,1,4,2,3,1,2,""
16,2,3,2,3,6,4,4,4,4,3,2,3,2,1,5,4,2,5,2,1,5,3,2,1,""
17,4,8,1,2,6,5,2,1,2,1,2,6,3,3,5,3,4,1,3,3,1,4,1,2,""
18,5,4,2,2,6,4,8,5,3,4,5,3,1,4,2,1,4,2,3,1,5,4,4,5,""
19,3,6,5,5,1,8,4,5,4,7,3,4,1,3,4,8,2,2,2,2,3,3,3,0,""
20,4,2,5,4,0,6,2,1,6,3,1,5,2,3,6,2,4,3,1,2,6,2,1,1,""
21,2,4,3,2,1,3,6,3,3,0,2,3,4,1,6,2,5,2,2,1,2,3,2,2,""
22,3,3,3,6,6,5,2,0,4,4,5,2,1,3,3,1,2,1,2,1,0,2,0,2,""
23,2,1,6,2,2,4,3,2,2,2,2,4,2,1,5,0,1,4,3,1,2,3,2,3,""
24,4,1,2,5,3,2,3,1,2,2,2,1,4,2,1,3,3,4,3,0,1,4,6,3,""
25,1,2,3,6,3,1,2,5,3,4,3,1,2,7,2,1,6,3,1,3,2,3,2,0,""
26,2,3,3,3,3,3,2,2,4,4,3,0,1,2,2,3,3,2,1,0,3,5,3,2,""
27,1,4,6,2,2,3,2,4,2,1,3,2,1,1,3,0,2,0,3,4,2,5,1,1,""
28,6,3,2,4,4,6,5,0,2,2,3,4,2,4,3,2,3,0,2,0,4,3,2,4,""
29,4,1,5,1,3,6,3,4,1,2,4,2,2,4,5,0,3,3,1,2,5,3,4,0,""
30,1,4,6,4,2,5,4,1,3,5,3,3,9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
