sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,5,9,12,12,30,20,21,53,45,55,50,36,28,33,38,39,32,20,17,20,16,13,12,""
02,10,8,18,12,16,19,26,34,44,37,50,44,40,28,35,17,0,0,0,0,0,12,16,12,""
03,15,4,14,12,13,30,31,21,29,44,50,40,58,48,27,49,47,25,18,27,22,16,7,16,""
04,10,5,15,14,8,25,18,15,25,29,26,34,24,34,25,42,39,36,13,10,16,12,12,5,""
05,6,6,10,13,14,26,22,27,36,27,30,59,51,35,26,30,29,23,24,21,20,14,9,10,""
06,12,12,9,9,13,14,16,20,28,42,42,39,34,31,26,35,37,35,27,11,10,11,13,5,""
07,6,4,5,5,12,8,19,14,15,29,38,40,25,38,19,30,25,23,16,18,10,15,9,7,""
08,13,9,5,4,13,13,18,20,24,29,42,38,26,26,28,41,32,25,17,21,17,17,4,9,""
09,8,3,10,7,7,10,23,22,28,31,32,24,25,24,34,54,44,32,23,24,18,7,10,4,""
10,3,8,4,6,9,14,16,15,19,27,33,31,35,20,21,31,20,38,10,13,15,5,9,4,""
11,4,5,11,8,16,17,17,16,20,30,22,36,20,12,20,29,28,19,18,22,10,11,14,7,""
12,6,3,0,4,16,11,16,28,35,26,27,29,37,28,31,33,28,27,23,17,12,11,9,7,""
13,6,5,4,10,3,14,20,24,27,35,35,45,41,20,32,39,42,36,23,30,17,19,15,4,""
14,7,3,7,8,13,14,21,16,14,22,29,21,29,34,33,26,28,30,26,19,13,14,13,8,""
15,2,6,2,8,20,10,16,14,22,25,26,18,47,33,39,34,20,31,24,17,16,15,8,10,""
16,7,8,6,10,11,14,15,16,15,17,30,37,23,25,30,33,35,29,24,18,25,13,15,9,""
17,10,4,7,14,10,17,30,22,21,36,47,33,35,34,38,42,33,29,22,28,31,26,13,14,""
18,8,6,8,11,24,13,14,18,26,25,22,39,52,45,31,35,44,32,17,19,17,23,20,7,""
19,8,7,8,9,7,19,19,11,20,20,33,25,23,25,27,49,30,29,31,29,16,14,9,8,""
20,6,7,4,9,8,14,12,13,19,22,19,21,20,19,29,33,30,24,24,18,20,13,10,10,""
21,2,5,5,6,10,7,11,8,14,10,21,14,22,28,36,31,26,22,23,10,9,11,11,14,""
22,8,5,5,6,6,12,12,8,8,17,19,13,14,34,47,25,37,39,34,22,26,19,13,8,""
23,5,10,9,9,15,18,26,39,31,32,52,44,49,36,29,34,46,27,20,18,21,20,15,8,""
24,10,9,6,15,10,19,36,28,33,39,56,42,60,38,35,32,54,34,37,18,13,18,24,11,""
25,14,14,18,19,18,27,32,15,42,41,57,41,54,41,39,34,38,42,34,34,23,15,10,16,""
26,14,12,11,9,16,16,29,30,28,49,46,59,73,43,49,48,55,45,29,16,22,7,8,16,""
27,8,3,10,10,18,26,36,34,21,44,42,50,53,44,44,32,39,46,36,29,22,10,14,14,""
28,7,12,8,7,21,38,28,27,35,43,38,54,52,36,39,57,53,44,37,24,10,15,7,10,""
29,6,11,5,7,18,21,36,26,31,52,48,46,55,52,46,62,49,44,30,25,17,16,14,8,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
