sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,334,328,315,323,303,236,278,303,343,392,399,383,429,437,425,359,329,324,276,257,247,229,286,314,""
02,359,523,373,439,35,7,178,263,339,284,494,386,372,291,38,416,427,397,267,235,263,261,345,194,""
03,214,323,259,248,324,336,334,337,447,432,427,442,472,446,551,442,393,385,301,263,380,316,321,308,""
04,466,443,436,347,463,204,501,388,312,62,5,77,0,4,8,140,94,87,337,41,136,266,389,365,""
05,295,433,374,157,234,220,128,303,367,259,239,7,175,65,309,374,475,402,338,393,381,379,441,417,""
06,273,330,234,274,233,369,276,297,286,321,367,412,501,374,476,218,127,162,385,376,246,358,217,341,""
07,316,306,324,232,271,279,240,231,262,320,357,397,424,400,60,332,387,288,218,265,155,331,192,235,""
08,245,260,274,253,359,295,247,223,342,341,342,355,392,399,380,347,454,450,373,330,375,429,392,425,""
09,298,256,244,317,382,328,196,16,89,278,169,122,24,6,13,244,220,187,192,105,109,95,64,41,""
10,53,74,111,120,137,130,129,85,67,59,64,105,110,121,125,128,132,120,78,66,43,35,18,16,""
11,13,45,84,116,137,142,135,109,103,79,96,67,110,122,129,130,128,115,126,96,64,35,25,19,""
12,32,33,79,106,140,106,123,82,65,73,91,131,145,190,204,193,145,126,90,68,56,43,22,30,""
13,25,63,79,136,118,125,99,105,105,80,88,82,148,165,158,139,121,84,90,41,35,33,15,14,""
14,21,51,69,95,114,153,116,127,111,90,80,87,111,117,127,145,142,105,93,64,43,26,12,14,""
15,11,34,77,127,143,131,102,91,62,64,44,64,109,165,181,173,138,127,115,104,40,42,14,14,""
16,21,30,77,123,123,127,121,120,112,97,64,54,84,74,125,124,102,108,71,60,31,29,15,11,""
17,23,37,58,89,101,142,108,82,71,56,55,62,51,109,93,116,130,115,96,83,64,41,24,16,""
18,16,29,45,64,57,70,81,101,105,55,76,78,129,131,150,123,120,106,85,60,49,29,31,34,""
19,60,58,0,111,136,125,106,89,59,43,48,48,59,99,116,122,128,128,125,82,41,24,18,27,""
20,39,106,159,143,129,131,123,90,100,52,69,71,95,115,131,130,127,119,85,62,34,20,14,15,""
21,13,14,45,62,73,106,140,124,99,55,60,76,79,94,91,83,72,77,67,73,54,52,59,55,""
22,63,54,48,78,82,90,125,110,89,61,57,45,82,92,93,91,81,74,58,50,38,28,19,14,""
23,13,14,33,49,70,78,96,113,112,86,87,80,115,181,161,134,120,114,100,75,72,33,19,29,""
24,31,45,86,72,81,89,119,158,166,123,131,129,133,130,142,170,146,105,103,82,56,37,37,18,""
25,29,84,115,129,108,91,100,85,102,86,95,110,119,145,145,183,165,143,114,91,68,59,37,32,""
26,52,58,117,89,91,73,63,90,128,133,104,107,166,167,207,173,130,96,64,62,52,40,24,34,""
27,36,52,110,107,96,57,77,78,94,122,97,97,135,161,134,164,142,118,133,90,49,33,28,25,""
28,33,57,64,94,110,93,90,91,92,83,95,92,158,169,187,191,129,120,100,81,55,42,25,29,""
29,23,75,114,172,142,115,91,74,91,107,132,148,192,184,258,185,102,116,123,79,64,33,20,17,""
30,42,76,136,156,153,103,120,121,94,80,83,75,124,127,154,153,164,138,89,47,58,33,9,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
