sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,28,23,28,25,23,20,24,28,34,27,16,18,23,29,31,27,19,18,14,18,13,26,20,""
02,20,18,32,24,36,32,29,26,34,31,16,21,17,28,21,22,22,18,23,14,24,19,17,19,""
03,27,26,29,27,33,27,25,23,25,19,27,19,27,22,34,28,25,20,20,18,16,16,14,15,""
04,18,25,27,31,23,26,12,26,20,35,23,28,27,39,27,25,35,34,22,20,13,18,16,29,""
05,19,21,22,21,23,26,28,18,19,19,25,13,22,29,24,27,22,29,25,13,20,16,21,17,""
06,20,15,27,25,30,35,15,11,18,21,14,31,24,23,30,22,27,27,17,16,13,13,14,19,""
07,18,24,26,22,36,29,19,16,26,24,28,29,27,27,26,24,19,16,22,17,13,17,17,12,""
08,17,28,21,21,34,27,16,31,31,30,17,29,29,25,23,36,29,22,17,22,18,20,18,22,""
09,31,27,27,32,31,28,31,23,18,27,29,31,20,25,27,18,16,23,21,23,22,19,11,20,""
10,23,26,27,29,31,24,20,23,31,23,25,18,23,40,17,28,21,15,21,17,15,16,16,22,""
11,16,21,26,33,26,19,17,22,22,19,23,22,22,32,29,28,14,17,21,24,18,20,22,25,""
12,23,21,21,25,26,33,26,22,24,29,18,20,25,25,36,29,26,20,27,15,22,16,25,14,""
13,20,26,31,24,34,20,31,23,24,21,17,28,18,28,26,34,24,30,16,17,20,17,20,19,""
14,18,28,22,29,33,22,27,28,23,30,15,26,19,31,29,16,27,29,9,15,21,15,23,27,""
15,21,17,24,21,24,27,22,36,1,19,10,30,28,31,31,22,28,16,18,10,11,21,19,11,""
16,18,24,29,37,28,30,23,21,24,17,20,27,30,31,25,24,25,23,13,19,21,16,18,16,""
17,11,17,22,22,31,26,19,27,28,24,17,15,28,22,21,23,17,12,10,13,16,16,16,19,""
18,19,18,13,25,26,24,22,23,32,17,28,24,26,22,30,24,23,28,16,11,14,14,9,22,""
19,17,22,31,25,27,22,21,19,19,18,27,17,20,21,17,28,20,18,18,15,26,16,15,18,""
20,20,24,25,22,26,32,22,24,14,20,14,23,25,30,26,26,21,25,25,15,20,20,14,14,""
21,14,20,29,34,23,25,27,23,24,16,23,26,27,33,43,31,25,20,23,17,10,10,24,21,""
22,11,21,23,25,25,23,18,25,21,19,14,19,22,21,24,25,23,23,17,18,12,19,17,16,""
23,20,13,24,21,22,21,20,20,21,24,19,28,27,29,32,27,24,17,19,26,19,19,16,15,""
24,17,19,21,24,19,32,21,23,27,19,29,31,24,24,26,22,18,24,24,15,13,18,18,22,""
25,18,23,24,30,32,33,30,24,19,21,31,22,22,34,35,12,23,24,16,17,19,15,15,17,""
26,18,13,20,27,24,23,22,25,23,20,24,22,27,30,18,26,23,24,19,18,21,17,18,21,""
27,10,18,27,34,19,27,23,21,17,32,17,26,24,24,38,23,29,18,14,22,18,20,13,15,""
28,20,23,27,22,27,25,26,22,30,19,25,27,33,28,32,24,20,19,24,21,23,13,18,22,""
29,15,17,19,26,25,26,27,22,34,28,28,28,29,22,26,39,18,28,25,24,20,17,14,17,""
30,18,29,27,27,33,32,35,13,25,15,21,29,20,24,23,22,24,19,22,16,24,19,17,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
