dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,3,7,7,7
06,14,5,11,9,4,20,12,8,25,10,16,16,19,10,7,7,9,3,3,14,5,2,11,9
07,16,6,11,9,6,9,9,11,10,5,9,19,5,12,8,6,10,2,10,13,7,7,7,2
08,4,12,17,13,18,15,16,13,18,13,25,19,29,14,15,6,7,4,10,11,7,5,12,10
09,9,15,23,44,56,23,10,-1,-1,24,28,17,12,37,22,8,9,4,7,5,13,11,6,9
10,20,24,26,14,12,16,9,27,13,11,14,23,-1,14,4,7,5,9,6,16,16,26,16,8
11,12,11,45,22,18,42,42,14,21,25,64,21,15,13,36,6,4,7,18,32,38,23,11,13
12,12,28,111,67,35,73,48,68,33,20,17,10,17,15,9,9,12,6,22,55,66,57,19,12
13,12,16,166,115,34,73,67,67,121,49,19,44,18,12,14,7,8,15,25,36,60,74,50,26
14,16,41,140,72,28,57,58,83,-1,15,-1,14,13,8,11,11,6,11,11,12,17,15,13,13
15,12,15,29,9,1,17,18,69,-1,61,-1,-1,15,33,-1,27,79,7,35,10,8,9,7,7
16,7,11,11,4,4,11,21,29,18,13,24,14,8,49,19,23,9,2,12,5,16,63,13,60
17,11,6,5,9,54,36,22,-1,15,-1,-1,-1,-1,33,30,-1,6,5,5,7,2,8,6,5
18,4,11,4,7,10,6,13,7,25,12,11,11,18,9,11,4,2,4,5,4,10,20,7,6
19,35,17,30,53,85,42,36,6,6,-1,-1,6,10,19,19,5,2,2,4,3,5,5,9,7
20,7,7,6,4,3,11,13,5,7,7,4,11,13,24,33,5,6,4,2,8,2,5,13,2
21,5,3,8,4,31,35,9,44,113,13,8,25,24,75,37,3,2,3,7,5,5,3,13,6
22,2,9,9,4,5,5,6,21,17,16,14,22,17,54,14,6,14,2,6,4,24,35,7,7
23,40,3,9,4,9,13,20,64,-1,-1,-1,-1,19,1,7,5,2,4,5,7,2,6,24,-1,-1
24,146,63,30,43,4,13,25,4,26,6,17,12,11,6,6,2,4,7,1,8,5,5,6,3
25,5,9,6,5,4,7,16,7,7,10,16,32,51,9,9,3,11,8,2,1,4,1,5,3
26,12,5,9,2,6,5,21,6,8,14,10,13,17,14,16,3,2,2,4,18,11,19,38,-1,-1
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,6,7,5,4,6,3,1,3,-1,8,1,5
28,9,9,8,5,2,8,2,5,8,8,11,5,2,7,6,4,5,7,2,4,1,2,2,4
29,4,5,2,3,5,4,3,2,9,7,15,9,21,10,10,5,8,5,1,3,2,5,2,1
30,3,4,6,2,4,-1,8,6,13,15,20,5,7,3,3,8,3,1,9,4,5,2,2,3
31,-1,3,5,1,3,4,4,4,4,7,10,30,31,5,7,7,1,2,3,5,2,2,1,4
