Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,29,46,49,50,60,63,64,32,50,45,33,19,35,34,39,17,25,37,22,21,20,10,14,18
2,25,15,24,42,71,54,61,46,62,59,54,63,71,54,75,66,29,34,32,17,10,25,30,23
3,12,33,38,48,55,89,39,46,49,74,42,39,19,20,36,36,41,44,13,21,35,40,27,34
4,18,41,51,56,61,68,54,38,74,70,69,59,48,58,42,31,28,31,19,20,12,8,18,19
5,33,23,54,65,75,85,64,45,55,59,83,47,28,44,43,18,25,22,13,17,16,16,28,28
6,22,34,55,63,88,76,58,33,40,85,70,63,68,48,53,44,13,20,38,30,36,21,19,35
7,67,48,66,68,83,78,66,36,96,87,89,70,58,66,57,57,79,33,43,35,35,24,31,36
8,23,16,18,22,27,45,37,39,106,92,88,70,68,65,54,55,37,24,24,35,49,29,24,48
9,41,40,54,71,94,103,79,38,75,61,48,44,52,49,50,34,37,42,23,33,15,14,42,62
10,48,47,63,55,85,97,63,67,101,85,73,58,54,54,37,32,32,28,33,10,20,28,33,48
11,66,56,48,72,101,132,50,65,94,66,53,29,18,30,18,36,23,-1,-1,-1,-1,55,38,51
12,91,55,59,82,132,164,166,58,105,64,42,46,35,33,50,29,31,44,46,41,52,76,93,138
13,115,55,54,67,148,176,113,83,68,62,45,41,44,28,39,39,26,26,28,69,54,99,130,157
14,130,66,105,151,242,225,222,233,220,98,104,72,65,46,40,27,31,52,94,153,153,186,148,161
15,133,70,67,95,100,126,114,75,74,92,51,47,49,47,34,25,24,13,19,19,12,7,22,30
16,13,18,32,51,69,64,81,34,58,64,39,27,33,18,20,30,29,30,7,32,7,16,20,19
17,10,23,54,59,53,59,44,31,46,44,56,53,41,25,35,28,18,20,20,8,9,7,12,20
18,20,39,52,52,56,50,60,36,68,54,32,26,38,54,12,16,12,16,11,16,25,12,16,12
19,34,28,50,66,60,64,31,48,66,45,45,52,36,44,38,29,18,28,25,36,14,11,28,29
20,37,61,60,72,88,69,40,38,40,67,46,49,39,32,41,28,40,37,20,23,21,28,43,50
21,22,39,63,49,63,65,72,51,70,75,74,71,43,50,45,46,34,42,36,41,41,19,30,39
22,55,42,74,79,80,120,88,102,71,62,57,53,45,62,52,29,39,33,38,31,94,71,127,139
23,122,168,59,105,88,88,90,80,43,47,41,46,51,61,67,111,90,79,14,26,48,56,55,44
24,50,45,63,71,76,84,90,44,49,113,119,68,66,69,79,43,39,36,36,26,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,82,118,66,59,73,61,58,45,32,33,24,20,22,34,39,50
26,70,53,74,94,124,97,77,104,89,69,63,49,67,59,56,44,29,40,20,27,36,40,33,47
27,69,52,71,82,78,74,80,74,83,57,90,63,69,56,27,31,66,141,37,345,33,26,39,42
28,58,60,70,75,92,118,107,82,45,69,85,81,74,75,64,42,54,15,19,23,33,46,37,41
29,54,50,62,88,95,108,72,81,48,52,48,39,63,51,59,29,32,30,20,13,38,31,45,39
30,50,53,75,84,104,90,79,70,46,63,57,58,63,79,57,50,40,30,26,16,20,28,40,46
31,46,51,64,86,84,95,78,49,32,54,70,52,67,59,37,15,26,26,25,29,25,28,37,38
