Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,2,12,7,36,17,22,11,1,5,2,3,3,1,1,5,4,10,4,6,3,1
2,-1,-1,-1,6,24,8,24,13,7,8,3,6,1,9,5,10,-1,10,2,1,5,4,5,2
3,-1,-1,-1,2,8,12,21,10,17,24,3,11,1,5,1,1,1,2,1,3,27,25,18,9
4,6,3,-1,5,14,13,14,13,23,22,9,5,4,7,7,-1,1,3,2,2,2,5,3,1
5,-1,-1,-1,12,21,7,29,8,15,7,2,1,1,1,1,2,-1,2,-1,5,2,4,4,2
6,-1,-1,-1,4,2,2,3,7,7,14,5,2,5,4,-1,1,1,1,2,2,5,3,3,1
7,-1,-1,-1,-1,1,8,4,9,6,4,2,18,4,1,-1,2,1,7,11,3,4,11,7,1
8,-1,-1,-1,4,4,3,4,6,2,13,6,-1,4,2,1,-1,1,1,2,1,3,8,13,3
9,-1,-1,-1,4,6,9,3,12,11,3,2,15,2,2,5,14,1,2,2,3,2,6,7,-1,-1
10,2,-1,-1,4,20,10,9,13,5,2,2,11,2,2,-1,1,3,1,5,3,4,7,3,2
11,-1,3,-1,3,7,8,3,8,24,9,5,4,2,1,2,-1,1,-1,6,4,11,9,17,2
12,-1,-1,-1,4,6,5,10,8,6,18,3,9,2,1,1,2,3,2,3,1,4,20,22,2
13,-1,-1,-1,12,20,13,18,20,18,6,9,1,3,7,7,7,15,20,9,11,17,37,44,3
14,-1,-1,20,26,14,26,14,47,49,51,20,7,7,2,1,6,24,48,41,22,65,64,36,12
15,-1,-1,-1,38,50,24,16,10,14,12,4,1,2,2,2,4,-1,3,1,1,7,4,4,1
16,-1,-1,-1,-1,-1,-1,-1,-1,6,5,2,1,1,1,1,1,-1,-1,-1,1,2,5,2,-1,-1
17,-1,-1,-1,1,4,13,9,3,2,4,-1,13,3,1,3,-1,-1,-1,-1,3,-1,-1,47,-1,-1
18,3,-1,-1,4,5,15,10,9,6,9,2,1,3,1,2,-1,-1,-1,1,2,2,3,5,-1,-1
19,-1,-1,-1,3,4,12,11,8,4,4,9,1,1,1,2,1,-1,-1,1,6,8,8,3,1
20,-1,-1,-1,3,4,6,9,15,4,10,10,2,-1,1,3,-1,1,2,1,2,2,4,5,-1,-1
21,-1,-1,-1,-1,7,5,7,2,17,8,15,5,1,1,1,1,2,-1,3,1,2,4,3,-1,-1
22,-1,17,10,4,33,18,22,5,6,5,14,1,1,1,-1,7,2,-1,1,4,3,6,6,1
23,-1,-1,-1,4,11,5,28,8,7,7,12,16,6,2,1,2,-1,1,-1,1,1,13,2,-1,-1
24,-1,-1,-1,3,7,12,6,7,5,2,2,2,1,2,1,1,3,-1,3,1,1,8,9,5
25,-1,-1,-1,-1,5,4,7,25,6,6,3,2,3,3,1,-1,-1,-1,1,2,2,5,2,1
26,-1,-1,-1,2,3,4,5,3,2,7,9,2,3,1,2,2,2,1,1,-1,2,2,1,-1,-1
27,6,-1,-1,2,6,9,10,6,6,7,4,2,4,2,5,-1,2,1,1,-1,4,3,1,-1,-1
28,-1,-1,-1,-1,1,2,6,16,3,14,14,11,1,4,4,-1,1,-1,1,2,2,3,3,-1,-1
29,-1,-1,-1,4,8,4,6,6,4,3,7,5,4,2,5,2,1,3,1,2,3,3,1,-1,-1
30,-1,-1,-1,5,11,12,6,15,3,6,10,2,3,3,2,2,1,-1,6,-1,2,8,4,-1,-1
31,-1,-1,-1,3,11,3,5,1,14,8,13,2,2,2,3,1,-1,1,1,2,1,4,4,2
