Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,42,29,21,14,13,6,6,6,7,3,8,6,17,24,29,14,30,40,49,48,76,58,47,52
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,12,15,33,36,38,65,64,48,-1,-1,-1,-1
3,33,35,22,23,12,3,5,10,8,12,5,11,12,15,21,25,39,54,42,63,52,45,44,43
4,48,29,25,12,14,8,11,9,14,10,11,9,19,9,16,28,36,46,61,48,34,22,30,54
5,24,24,26,30,36,24,12,5,7,4,7,10,15,14,30,19,43,55,64,65,53,33,43,22
6,34,21,18,7,10,10,9,6,7,7,12,15,14,14,11,21,38,34,38,48,59,57,-1,-1,-1
7,34,23,20,12,14,4,9,8,5,4,5,6,6,10,10,11,24,47,64,63,76,75,56,53
8,45,24,23,22,14,18,8,11,7,8,10,16,19,14,10,8,21,41,44,48,38,37,38,43
9,33,26,20,15,11,23,-1,7,6,11,6,7,21,18,30,32,51,42,58,44,69,52,42,40
10,22,20,7,14,12,5,7,4,8,6,6,8,18,15,9,39,41,56,46,58,62,63,36,40
11,38,23,24,14,16,13,13,4,4,8,7,9,16,33,25,20,43,44,62,62,65,58,39,38
12,32,37,14,9,11,7,8,-1,-1,-1,-1,-1,-1,-1,-1,18,39,49,100,108,112,99,66,48
13,36,32,28,17,17,13,3,-1,8,4,9,19,74,93,117,-1,-1,-1,-1,-1,124,115,69,52
14,58,35,28,28,24,11,10,-1,-1,9,25,32,38,60,78,137,58,77,183,184,162,133,72,68
15,34,26,17,22,16,12,7,9,4,8,7,10,17,18,47,111,58,46,110,125,104,53,48,56
16,31,14,11,8,6,4,8,5,2,4,2,6,9,11,12,37,38,49,75,67,63,49,60,32
17,38,31,9,14,10,16,8,10,7,1,3,5,18,10,28,19,28,45,56,50,41,51,20,31
18,30,39,9,13,9,5,7,6,8,5,6,4,8,12,13,34,42,36,40,36,23,20,29,30
19,32,20,18,14,8,-1,9,5,6,3,-1,-1,-1,-1,-1,22,47,49,42,41,47,45,38,36
20,25,32,-1,22,22,20,14,6,9,9,6,14,8,16,16,-1,-1,-1,62,53,34,18,16,5
21,19,13,16,12,5,8,9,8,6,6,3,8,10,13,9,16,32,49,33,52,49,17,39,12
22,28,25,22,25,14,13,8,8,4,7,7,12,11,13,12,13,24,21,29,21,30,22,43,22
23,42,29,25,32,20,21,14,5,10,10,8,6,9,11,4,8,15,22,50,34,35,36,26,24
24,11,22,11,13,12,10,14,5,4,5,6,6,11,20,11,7,25,41,39,36,37,45,49,23
25,28,7,7,6,12,7,3,3,6,2,2,7,5,1,5,10,22,31,36,43,36,47,34,21
26,-1,12,12,16,12,-1,8,10,7,3,8,7,6,7,11,9,36,31,24,28,36,38,26,17
27,22,9,10,7,11,5,-1,5,4,4,7,8,10,9,10,8,11,45,44,39,40,39,40,27
28,17,24,13,14,10,-1,-1,6,6,4,6,6,9,16,19,20,23,25,33,27,44,24,22,21
29,25,20,23,9,9,11,6,14,5,8,12,8,17,19,20,26,24,40,33,44,47,45,40,33
30,23,20,14,16,11,-1,4,5,2,6,4,7,12,13,17,25,35,34,41,36,48,42,33,30
31,28,17,16,16,26,-1,-1,-1,-1,-1,5,-1,-1,23,-1,16,26,49,30,54,52,48,32,23
