Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,157,77,150,137,199,145,127,133,116,134,182,115
2,157,121,144,63,53,59,67,105,123,17,-1,-1,110,85,42,105,113,116,116,114,57,130,134,154
3,139,128,120,64,82,125,111,131,105,40,-1,-1,86,54,75,116,129,148,145,122,116,150,134,144
4,151,59,93,72,85,37,62,84,57,85,92,66,51,88,72,55,76,74,111,94,74,68,95,100
5,113,55,102,58,77,38,83,61,63,71,81,114,95,88,70,71,81,95,84,78,64,66,88,83
6,58,100,85,114,44,31,60,29,21,19,19,32,54,40,69,106,80,69,102,76,74,44,73,64
7,82,84,56,67,46,49,49,45,35,23,16,7,11,19,48,43,41,85,30,43,57,46,56,42
8,63,41,71,64,69,19,29,34,37,63,50,71,45,81,80,78,70,101,107,103,71,62,74,85
9,71,73,104,92,70,37,46,38,47,72,61,87,83,109,99,77,76,68,112,88,94,75,103,102
10,94,100,101,86,71,31,60,41,48,62,65,87,95,100,98,93,79,91,85,52,8,22,35,61
11,73,94,94,67,63,25,33,66,44,56,70,51,29,48,64,69,58,66,62,83,83,61,89,74
12,84,82,89,62,66,56,73,75,74,89,96,87,78,62,80,68,55,25,90,61,68,21,81,55
13,77,54,101,32,16,29,47,48,54,44,47,44,53,63,31,39,53,70,54,64,86,86,93,75
14,62,79,79,71,83,92,71,54,77,70,80,68,64,81,54,74,79,80,50,53,78,89,59,85
15,37,74,24,63,45,69,39,44,64,73,59,59,73,39,74,59,48,87,98,94,105,91,104,104
16,100,53,109,58,95,54,57,78,70,43,66,102,68,78,92,103,72,113,103,106,82,63,85,81
17,85,61,106,71,94,40,77,65,60,70,55,95,72,54,77,54,57,28,78,65,74,33,53,88
18,76,72,54,32,60,29,61,99,81,87,67,77,46,75,58,62,58,55,68,88,72,64,95,83
19,57,67,109,50,79,38,63,89,78,68,79,89,62,57,73,87,81,105,99,106,74,89,106,79
20,70,37,77,57,66,54,62,68,63,66,42,60,53,74,55,42,49,66,87,80,58,61,42,29
21,66,60,37,60,88,87,67,72,72,80,85,66,87,92,56,80,82,31,43,61,54,32,26,26
22,17,58,44,26,69,38,69,56,26,85,56,84,45,57,28,63,41,53,49,24,76,37,42,38
23,62,78,55,95,40,10,27,34,41,46,41,59,56,91,96,92,65,70,108,66,48,43,97,100
24,67,54,90,70,76,42,62,52,60,79,80,77,43,76,76,91,77,70,75,78,58,64,77,59
25,31,41,57,29,68,58,41,47,75,64,66,61,69,62,64,64,66,50,59,92,67,67,50,53
26,68,77,70,33,17,53,17,50,48,36,17,39,53,98,93,69,82,76,39,36,34,32,26,29
27,32,73,87,65,60,61,22,32,28,45,39,57,50,60,65,75,70,57,99,60,41,40,32,44
28,56,49,79,58,34,24,31,64,65,77,48,49,43,47,66,56,72,98,34,52,55,24,32,45
29,61,92,65,72,80,32,32,45,62,42,46,43,73,82,65,84,94,99,111,77,80,76,95,92
30,78,85,121,96,43,39,74,62,56,53,64,47,44,24,45,59,32,70,86,105,75,75,97,100
31,70,82,108,49,72,38,68,68,58,60,86,80,69,104,90,77,91,108,89,67,42,64,78,85
